route,location,url,avg_stars,route_type,rating,pitches,length,y,x
Fountain of Youth,Secret Spring Boulders > McCollum Campground Boulders > Coopers Rock State Forest > Northern WV > West Virginia,https://www.mountainproject.com/route/122513720/fountain-of-youth,4,Boulder,V4,1,10,39.63748,-79.79039
Target Practice,Target Practice Boulders > Green Acres > Powerline South > Raven Rock Trail Areas > Coopers Rock State Forest > Northern WV > West Virginia,https://www.mountainproject.com/route/123209275/target-practice,4,Boulder,V6,1,10,39.62681,-79.80075
Spasmic Seismic Slap,Thunder boulder > Lightning and Thunder Area > Woodshed Boulders > Coopers Rock State Forest > Northern WV > West Virginia,https://www.mountainproject.com/route/123115677/spasmic-seismic-slap,4,Boulder,V7,1,NA,39.629,-79.79171
Winter Morning Arete,The Sea > Upper Rock City > Coopers Rock State Forest > Northern WV > West Virginia,https://www.mountainproject.com/route/122998995/winter-morning-arete,4,Boulder,V4-5 R,1,NA,39.63851,-79.81744
White Lightning,Rohrbaugh Trail Boulders and Cliffs > Dolly Sods Region > Eastern WV > West Virginia,https://www.mountainproject.com/route/122646422/white-lightning,4,Boulder,V5+,1,14,38.98778,-79.35345
Chameleon,E: Multi-Dihedral Boulder > Downstream Boulderfield > Bozoo Bouldering > Bozoo > Southern WV > West Virginia,https://www.mountainproject.com/route/106758401/chameleon,4,Boulder,V8,1,15,37.4839,-80.8747
Bread (aka Ball Joint Fractured),The Sea > Upper Rock City > Coopers Rock State Forest > Northern WV > West Virginia,https://www.mountainproject.com/route/122998662/bread-aka-ball-joint-fractured,4,Boulder,V4,1,NA,39.63851,-79.81744
Sarasaland,5. The Daisy Cave > Laurel Trail Boulders > Tomlinson Run State Park > Northern Panhandle > Northern WV > West Virginia,https://www.mountainproject.com/route/122727580/sarasaland,4,Boulder,V6,1,10,40.54721,-80.60521
Fo'in Skri'ul,Trailside Boulder > Rocky Ridge Trail > Dolly Sods Region > Eastern WV > West Virginia,https://www.mountainproject.com/route/122607640/foin-skriul,3,Boulder,V6,1,18,39.06971,-79.36541
Rattlesnake Squeeze,Orange Puddles Area > Bear Rocks Preserve > Dolly Sods Region > Eastern WV > West Virginia,https://www.mountainproject.com/route/122610285/rattlesnake-squeeze,4,"Boulder, Alpine",V3-4,1,8,39.06638,-79.30055
Here Lies Ray Weber (project),1. The Choss Garden > Laurel Trail Boulders > Tomlinson Run State Park > Northern Panhandle > Northern WV > West Virginia,https://www.mountainproject.com/route/122727382/here-lies-ray-weber-project,4,Boulder,V10,1,20,40.54511,-80.6004
Crevice Project,2. Stigmaria Boulders > Camp 70 Boulders > Eastern WV > West Virginia,https://www.mountainproject.com/route/122633058/crevice-project,4,Boulder,V7+,1,15,39.12299,-79.4326
Walking on Clouds,Rohrbaugh Trail Boulders and Cliffs > Dolly Sods Region > Eastern WV > West Virginia,https://www.mountainproject.com/route/122646552/walking-on-clouds,4,Boulder,V4,1,14,38.98778,-79.35345
Smells Like Choss,1. The Choss Garden > Laurel Trail Boulders > Tomlinson Run State Park > Northern Panhandle > Northern WV > West Virginia,https://www.mountainproject.com/route/122720717/smells-like-choss,4,Boulder,V4,1,20,40.54511,-80.6004
Apprentice's Edge,Trailside Boulder > Rocky Ridge Trail > Dolly Sods Region > Eastern WV > West Virginia,https://www.mountainproject.com/route/122607661/apprentices-edge,4,Boulder,V3-4,1,NA,39.06971,-79.36541
Pinball Wizard,F. Firepole Boulder > Main Area Bouldering > Bozoo Bouldering > Bozoo > Southern WV > West Virginia,https://www.mountainproject.com/route/107968808/pinball-wizard,4,Boulder,V5 PG13,1,25,37.4777,-80.8677
Flinger,Flinger Boulder > Flinger Area > Bozoo Bouldering > Bozoo > Southern WV > West Virginia,https://www.mountainproject.com/route/107968848/flinger,4,Boulder,V8,1,15,37.4811,-80.8712
Saralcc Pit (right),2. Stigmaria Boulders > Camp 70 Boulders > Eastern WV > West Virginia,https://www.mountainproject.com/route/122633089/saralcc-pit-right,4,Boulder,V4,1,12,39.12299,-79.4326
Fruit Loops,J: 45 Deg Wall > J: Highlander Area > Main Area Bouldering > Bozoo Bouldering > Bozoo > Southern WV > West Virginia,https://www.mountainproject.com/route/108814306/fruit-loops,4,Boulder,V8,1,30,37.478,-80.8667
Zion Traverse,J: Zion Boulder > Zion > Bozoo Bouldering > Bozoo > Southern WV > West Virginia,https://www.mountainproject.com/route/108856187/zion-traverse,4,Boulder,V6,1,15,37.48375,-80.87442
The Flame,B. Hershey Boulder > Main Area Bouldering > Bozoo Bouldering > Bozoo > Southern WV > West Virginia,https://www.mountainproject.com/route/107966294/the-flame,4,Boulder,V7 R,1,25,37.4776,-80.8673
Nose Candy,Nose Candy Boulder > Stoned Hinge > Bozoo Bouldering > Bozoo > Southern WV > West Virginia,https://www.mountainproject.com/route/108890049/nose-candy,4,Boulder,V7,1,NA,37.49488,-80.87206
Flotation,H: Flow Boulder > Downstream Boulderfield > Bozoo Bouldering > Bozoo > Southern WV > West Virginia,https://www.mountainproject.com/route/107988209/flotation,4,Boulder,V5,1,14,37.48369,-80.8757
The Frenchman,Fayette Station Boulders > New River Gorge Proper > The New River Gorge Region > West Virginia,https://www.mountainproject.com/route/116218277/the-frenchman,3.7,Boulder,V8,1,15,38.068,-81.08255
I'm Paris,I'm Paris Crack > Site 6 Boulders > Rhododendron Campground Boulders > Coopers Rock State Forest > Northern WV > West Virginia,https://www.mountainproject.com/route/123384613/im-paris,4,Boulder,V3-4,1,NA,39.64051,-79.81326
Beg For You,Eldorado Roofs > Eldorado > Furnace Road Areas > Coopers Rock State Forest > Northern WV > West Virginia,https://www.mountainproject.com/route/123319379/beg-for-you,4,Boulder,V4-5,1,NA,39.65525,-79.80079
Casey Jones,Casey Jones Boulder > Casey Jones > Lower New River Gorge Bouldering > New River Gorge Proper > The New River Gorge Region > West Virginia,https://www.mountainproject.com/route/123338648/casey-jones,4,Boulder,V5-,1,NA,38.11356,-81.14335
Moon of Foul Magics,Game Trail Slab Boulder > Green Acres > Powerline South > Raven Rock Trail Areas > Coopers Rock State Forest > Northern WV > West Virginia,https://www.mountainproject.com/route/123229517/moon-of-foul-magics,4,Boulder,V5-6,1,NA,39.62553,-79.80088
Giant's Gift,Giant's Slab Area > Green Acres > Powerline South > Raven Rock Trail Areas > Coopers Rock State Forest > Northern WV > West Virginia,https://www.mountainproject.com/route/123229595/giants-gift,4,Boulder,V6-7 R,1,30,39.62553,-79.80104
Failed Expedition,Stream Boulder > Area 3 > Darnell Hollow > University Research Forest > Cheat Canyon > Northern WV > West Virginia,https://www.mountainproject.com/route/123380878/failed-expedition,3,Boulder,V7,1,NA,39.69117,-79.80647
I'm About to Crash,Eldorado Roofs > Eldorado > Furnace Road Areas > Coopers Rock State Forest > Northern WV > West Virginia,https://www.mountainproject.com/route/123319402/im-about-to-crash,4,Boulder,V7-8,1,NA,39.65525,-79.80079
Sleep to Dream,Shadow Boxer Boulder > Good Block Area > Tilted Tree > Coopers Rock State Forest > Northern WV > West Virginia,https://www.mountainproject.com/route/123352311/sleep-to-dream,2.5,Boulder,V10-,1,NA,39.633,-79.80485
Shadow Boxer,Shadow Boxer Boulder > Good Block Area > Tilted Tree > Coopers Rock State Forest > Northern WV > West Virginia,https://www.mountainproject.com/route/116203300/shadow-boxer,3.5,Boulder,V6,1,NA,39.633,-79.80485
Bizzaro,Bizzaro Boulder > First Set Boulders > Roadside > Coopers Rock State Forest > Northern WV > West Virginia,https://www.mountainproject.com/route/107035311/bizzaro,3.7,Boulder,V6,1,NA,39.63597,-79.81293
White Eyebrow,White Eyebrow Boulder > Hawk's Nest Proper > Lower New River Gorge Bouldering > New River Gorge Proper > The New River Gorge Region > West Virginia,https://www.mountainproject.com/route/107294383/white-eyebrow,3.6,Boulder,V7,1,NA,38.11781,-81.13181
Like Drops of Blood,Rhodo Cave > Rhododendron Trail Areas > Coopers Rock State Forest > Northern WV > West Virginia,https://www.mountainproject.com/route/120167986/like-drops-of-blood,3.8,Boulder,V10-11,1,25,39.64472,-79.82429
Brainstew,County Line South > County Line Boulders > Park Entrance Areas > Coopers Rock State Forest > Northern WV > West Virginia,https://www.mountainproject.com/route/118642839/brainstew,3.6,Boulder,V5,1,NA,39.64907,-79.78648
Way of the Gun,Fayette Station Boulders > New River Gorge Proper > The New River Gorge Region > West Virginia,https://www.mountainproject.com/route/116218267/way-of-the-gun,3.4,Boulder,V4,1,15,38.068,-81.08255
The Moe,Moe Boulder > Moe Area > Interp Boulders > New River Gorge Proper > The New River Gorge Region > West Virginia,https://www.mountainproject.com/route/115172943/the-moe,3.3,Boulder,V6,1,NA,38.07878,-81.07696
Flower Moon,Sector 1 > Cheat Canyon Wildlife Management Area > Cheat Canyon > Northern WV > West Virginia,https://www.mountainproject.com/route/120183543/flower-moon,3.7,Boulder,V4,1,12,39.51329,-79.65458
Wild Bill's Boulder | 5503,Wild Bill's Boulder > Bridge Boulders > Bridge Area > New River Gorge Proper > The New River Gorge Region > West Virginia,https://www.mountainproject.com/route/108575503/wild-bills-boulder-5503,3.8,Boulder,V5+,1,NA,38.07138,-81.07971
James Gnomerson,Gnome Boulder > 5th Pull Off (School Bus Area) > Darnell Hollow > University Research Forest > Cheat Canyon > Northern WV > West Virginia,https://www.mountainproject.com/route/120081696/james-gnomerson,3.7,Boulder,V7,1,NA,39.69069,-79.80237
Conquistador of the useless,Eldorado Roofs > Eldorado > Furnace Road Areas > Coopers Rock State Forest > Northern WV > West Virginia,https://www.mountainproject.com/route/123115126/conquistador-of-the-useless,3.2,Boulder,V6,1,15,39.65525,-79.80079
Brain Traverse,County Line South > County Line Boulders > Park Entrance Areas > Coopers Rock State Forest > Northern WV > West Virginia,https://www.mountainproject.com/route/118642872/brain-traverse,3.5,Boulder,V4,1,NA,39.64907,-79.78648
Lost My Keys,10. MacGuffin Boulder > Meadow Top Boulders > Meadow River Gorge > The New River Gorge Region > West Virginia,https://www.mountainproject.com/route/121003875/lost-my-keys,3.1,Boulder,V6 PG13,1,17,38.15371,-80.93505
Incident,Cotton Top > Cotton Hill > New River Gorge Proper > The New River Gorge Region > West Virginia,https://www.mountainproject.com/route/113896798/incident,3,Boulder,V7-,1,15,38.1151,-81.14094
D. The Pocket Problem,A: Pocket Boulder > Main Area Bouldering > Bozoo Bouldering > Bozoo > Southern WV > West Virginia,https://www.mountainproject.com/route/106531074/d-the-pocket-problem,3.2,Boulder,V4,1,8,37.4776,-80.8664
Moonshine,Moonchild Boulder > Sunset Wall Area > Roadside > Coopers Rock State Forest > Northern WV > West Virginia,https://www.mountainproject.com/route/122430051/moonshine,3.4,Boulder,V5,1,10,39.63494,-79.81085
Helgramite,“The Prize” Sector > Cheat Canyon Wildlife Management Area > Cheat Canyon > Northern WV > West Virginia,https://www.mountainproject.com/route/117114733/helgramite,3.6,Boulder,V5-6,1,NA,39.51394,-79.65676
Stick With It,Fiddle Rock > Fiddle Area > Tilted Tree > Coopers Rock State Forest > Northern WV > West Virginia,https://www.mountainproject.com/route/116209644/stick-with-it,3.2,Boulder,V5,1,NA,39.63378,-79.8061
The Beginning of the End,Final Fantasy Cave > Tilted Tree Area > Tilted Tree > Coopers Rock State Forest > Northern WV > West Virginia,https://www.mountainproject.com/route/118813621/the-beginning-of-the-end,3.7,Boulder,V9,1,30,39.6332,-79.805
Anaphylactic Arete,Eldorado Roofs > Eldorado > Furnace Road Areas > Coopers Rock State Forest > Northern WV > West Virginia,https://www.mountainproject.com/route/123115852/anaphylactic-arete,3.4,Boulder,V7,1,20,39.65525,-79.80079
Bubba Hotep,Ali Bubba Cave > Short Creek Bouldering > Beauty Mountain > New River Gorge Proper > The New River Gorge Region > West Virginia,https://www.mountainproject.com/route/111847847/bubba-hotep,3.4,Boulder,V10,1,NA,38.05628,-81.03456
False Start,Souvenir Roof Boulder > Interp Boulders > New River Gorge Proper > The New River Gorge Region > West Virginia,https://www.mountainproject.com/route/115172753/false-start,3.4,Boulder,V8,1,NA,38.0788,-81.07699
Porphyrion,Giant's Slab Boulder > 5th Pull Off (School Bus Area) > Darnell Hollow > University Research Forest > Cheat Canyon > Northern WV > West Virginia,https://www.mountainproject.com/route/120073864/porphyrion,3.3,Boulder,V6,1,NA,39.69077,-79.80159
Quote the Raven,Sector 1 > Cheat Canyon Wildlife Management Area > Cheat Canyon > Northern WV > West Virginia,https://www.mountainproject.com/route/117118809/quote-the-raven,3.5,Boulder,V8,1,NA,39.51329,-79.65458
Bowsprit,Bowsprit Boulders > McCollum Campground Boulders > Coopers Rock State Forest > Northern WV > West Virginia,https://www.mountainproject.com/route/118705951/bowsprit,3.7,Boulder,V5,1,12,39.64043,-79.7916
Get the Wood Out,P-Hole Boulder > Underlook Trail Boulders > Coopers Rock State Forest > Northern WV > West Virginia,https://www.mountainproject.com/route/122966609/get-the-wood-out,3.4,Boulder,V6,1,12,39.63684,-79.81682
Campfire Roof,Waiting Room/ Campfire > Darkside East > Darnell Hollow > University Research Forest > Cheat Canyon > Northern WV > West Virginia,https://www.mountainproject.com/route/120243226/campfire-roof,3.4,Boulder,V5,1,NA,39.69033,-79.8016
Ballad of the Chestnut Tree,Chestnut Tree Boulder > First Area Boulders > Rhododendron Trail Areas > Coopers Rock State Forest > Northern WV > West Virginia,https://www.mountainproject.com/route/122996655/ballad-of-the-chestnut-tree,3.5,Boulder,V4,1,12,39.64162,-79.81945
Jaws,Motorcycle Rocks > Haystack Area > Underlook Trail Boulders > Coopers Rock State Forest > Northern WV > West Virginia,https://www.mountainproject.com/route/123090987/jaws,3.3,Boulder,V6,1,10,39.6358,-79.81508
Striking Distance (Stand),Sector 1 > Cheat Canyon Wildlife Management Area > Cheat Canyon > Northern WV > West Virginia,https://www.mountainproject.com/route/117118801/striking-distance-stand,3.7,Boulder,V4-5,1,NA,39.51329,-79.65458
Mountaineer's Route (original),Tendon Repair Kit Area > Roadside > Coopers Rock State Forest > Northern WV > West Virginia,https://www.mountainproject.com/route/107035387/mountaineers-route-original,3.8,Boulder,V5+,1,NA,39.63561,-79.81205
Gator Skin Left,G:Alligator Skin Boulder > Downstream Boulderfield > Bozoo Bouldering > Bozoo > Southern WV > West Virginia,https://www.mountainproject.com/route/106607844/gator-skin-left,3.7,Boulder,V4+,1,17,37.48388,-80.87508
Brontes,Giant's Slab Boulder > 5th Pull Off (School Bus Area) > Darnell Hollow > University Research Forest > Cheat Canyon > Northern WV > West Virginia,https://www.mountainproject.com/route/119698805/brontes,3.6,Boulder,V5,1,NA,39.69077,-79.80159
Was That a Boob?,Breast Arête Boulder > Hawk's Nest Proper > Lower New River Gorge Bouldering > New River Gorge Proper > The New River Gorge Region > West Virginia,https://www.mountainproject.com/route/113931684/was-that-a-boob,3,Boulder,V6,1,10,38.11816,-81.13164
Bend It,Bendable Boulder > Greenbrier Boulders > Furnace Road Areas > Coopers Rock State Forest > Northern WV > West Virginia,https://www.mountainproject.com/route/120456316/bend-it,3.8,Boulder,V3-4,1,NA,39.6558,-79.81807
Damascus Road,Rhodo Cave > Rhododendron Trail Areas > Coopers Rock State Forest > Northern WV > West Virginia,https://www.mountainproject.com/route/120167899/damascus-road,3.4,Boulder,V4,1,15,39.64472,-79.82429
Pentagon,Forgotten Block > The Forgotten Block Area > Upper Rock City > Coopers Rock State Forest > Northern WV > West Virginia,https://www.mountainproject.com/route/114274278/pentagon,3.4,Boulder,V7,1,20,39.63784,-79.81715
Firepole,F. Firepole Boulder > Main Area Bouldering > Bozoo Bouldering > Bozoo > Southern WV > West Virginia,https://www.mountainproject.com/route/106536647/firepole,3.3,Boulder,V4-,1,12,37.4777,-80.8677
High Voltage,1. Powerline Boulders > Camp 70 Boulders > Eastern WV > West Virginia,https://www.mountainproject.com/route/119180321/high-voltage,3.5,Boulder,V4,1,9,39.13486,-79.43886
The Loving Arms Of A Man,P-Hole Boulder > Underlook Trail Boulders > Coopers Rock State Forest > Northern WV > West Virginia,https://www.mountainproject.com/route/122975319/the-loving-arms-of-a-man,3.4,Boulder,V7,1,10,39.63684,-79.81682
Big Alternative,Junkyard Cave > Junkyard Area > New River Gorge Proper > The New River Gorge Region > West Virginia,https://www.mountainproject.com/route/115177348/big-alternative,2.7,Boulder,V4,1,NA,38.08454,-81.08123
Ferrous Geode,Taper Point Boulder > Cotton Top > Lower New River Gorge Bouldering > New River Gorge Proper > The New River Gorge Region > West Virginia,https://www.mountainproject.com/route/119931712/ferrous-geode,3.6,Boulder,V6,1,13,38.11579,-81.14159
Heart Attack Jack,C2: 211 Spot Boulder > C: Talus Area > Downstream Boulderfield > Bozoo Bouldering > Bozoo > Southern WV > West Virginia,https://www.mountainproject.com/route/106590711/heart-attack-jack,3.5,Boulder,V5,1,14,37.4838,-80.87403
Grumpy,Mushroom Boulder (Picnic Table) > Upper Rock City > Coopers Rock State Forest > Northern WV > West Virginia,https://www.mountainproject.com/route/117564524/grumpy,3.1,Boulder,V5,1,13,39.63972,-79.81768
Roof Problem,Final Fantasy Cave > Tilted Tree Area > Tilted Tree > Coopers Rock State Forest > Northern WV > West Virginia,https://www.mountainproject.com/route/114613442/roof-problem,3,Boulder,V4,1,10,39.6332,-79.805
Balancing Act,Lost in Moss Boulder > Junction Boulders > Snake Hill Wildlife Management Area > Cheat Canyon > Northern WV > West Virginia,https://www.mountainproject.com/route/118835725/balancing-act,3.2,Boulder,V4,1,NA,39.62285,-79.8356
Uncle Dave's Porno Bin,03. Corsair Boulder > Meadow Top Boulders > Meadow River Gorge > The New River Gorge Region > West Virginia,https://www.mountainproject.com/route/121278900/uncle-daves-porno-bin,3.1,Boulder,V5,1,8,38.15325,-80.93077
Pocket Prow,Tilted Tree Corridor > Tilted Tree Area > Tilted Tree > Coopers Rock State Forest > Northern WV > West Virginia,https://www.mountainproject.com/route/107041815/pocket-prow,3.4,Boulder,V7,1,NA,39.63321,-79.80525
V9s,V9s Boulder > Cotton Bottom > Lower New River Gorge Bouldering > New River Gorge Proper > The New River Gorge Region > West Virginia,https://www.mountainproject.com/route/115127744/v9s,2.8,Boulder,V4,1,18,38.11547,-81.14354
Firepole Arete (Pinball),F. Firepole Boulder > Main Area Bouldering > Bozoo Bouldering > Bozoo > Southern WV > West Virginia,https://www.mountainproject.com/route/106536665/firepole-arete-pinball,3.2,Boulder,V4,1,12,37.4777,-80.8677
White Egret,Casey Jones Boulder > Casey Jones > Lower New River Gorge Bouldering > New River Gorge Proper > The New River Gorge Region > West Virginia,https://www.mountainproject.com/route/121529006/white-egret,3.7,Boulder,V10,1,10,38.11356,-81.14335
Buried Treasure,1. Powerline Boulders > Camp 70 Boulders > Eastern WV > West Virginia,https://www.mountainproject.com/route/119180517/buried-treasure,3.5,Boulder,V6,1,10,39.13486,-79.43886
The White One,County Line South > County Line Boulders > Park Entrance Areas > Coopers Rock State Forest > Northern WV > West Virginia,https://www.mountainproject.com/route/118643009/the-white-one,3.4,Boulder,V4,1,NA,39.64907,-79.78648
Triple H,1. Powerline Boulders > Camp 70 Boulders > Eastern WV > West Virginia,https://www.mountainproject.com/route/119180278/triple-h,3.8,Boulder,V6,1,10,39.13486,-79.43886
Road Rage (stand),East Block > Road Blocks (Route 73) > Park Entrance Areas > Coopers Rock State Forest > Northern WV > West Virginia,https://www.mountainproject.com/route/123183315/road-rage-stand,3.5,Boulder,V4,1,12,39.66111,-79.8051
The Excellent Adventure,1. Powerline Boulders > Camp 70 Boulders > Eastern WV > West Virginia,https://www.mountainproject.com/route/119180826/the-excellent-adventure,3.7,Boulder,V7,1,12,39.13486,-79.43886
Damascus Road Left Fork,Rhodo Cave > Rhododendron Trail Areas > Coopers Rock State Forest > Northern WV > West Virginia,https://www.mountainproject.com/route/121580752/damascus-road-left-fork,3.5,Boulder,V4,1,15,39.64472,-79.82429
Stupid Human Tricks aka Whale's Belly,Whale Boulder > Roundhouse Area > Upper Rock City > Coopers Rock State Forest > Northern WV > West Virginia,https://www.mountainproject.com/route/114355003/stupid-human-tricks-aka-whales-belly,3.1,Boulder,V4,1,8,39.63789,-79.81842
The Prize,“The Prize” Sector > Cheat Canyon Wildlife Management Area > Cheat Canyon > Northern WV > West Virginia,https://www.mountainproject.com/route/117114665/the-prize,3.5,Boulder,V7,1,15,39.51394,-79.65676
Feeble Wrath of Hell,Creekside Boulder > Deer Skull Boulders > University Research Forest > Cheat Canyon > Northern WV > West Virginia,https://www.mountainproject.com/route/119703987/feeble-wrath-of-hell,3.3,Boulder,V5,1,NA,39.66244,-79.81873
In a Big House Alone,Pendleton Point > Blackwater Falls State Park > Eastern WV > West Virginia,https://www.mountainproject.com/route/121786271/in-a-big-house-alone,3.5,Boulder,V5,1,12,39.11168,-79.49149
Canadian Bacon,Short Roof Boulder > The Forgotten Block Area > Upper Rock City > Coopers Rock State Forest > Northern WV > West Virginia,https://www.mountainproject.com/route/117539530/canadian-bacon,3.8,Boulder,V7,1,15,39.63784,-79.81725
Up in the Clouds,Highland Warrior Area > Bear Rocks Preserve > Dolly Sods Region > Eastern WV > West Virginia,https://www.mountainproject.com/route/122587975/up-in-the-clouds,3.5,"Boulder, Alpine",V6 R,1,15,39.06735,-79.29911
Tennessee whiskey,Dice Boulders > 1st pull off > Darnell Hollow > University Research Forest > Cheat Canyon > Northern WV > West Virginia,https://www.mountainproject.com/route/120735080/tennessee-whiskey,3.5,Boulder,V4-5,1,NA,39.69248,-79.81151
Eye Brow Trimmer,Eye Brow Boulders > Deer Skull Boulders > University Research Forest > Cheat Canyon > Northern WV > West Virginia,https://www.mountainproject.com/route/119703016/eye-brow-trimmer,3.3,Boulder,V5,1,NA,39.66396,-79.8153
Twisted Koolade,Blind Faith Boulder > Darnell Hollow > University Research Forest > Cheat Canyon > Northern WV > West Virginia,https://www.mountainproject.com/route/119703479/twisted-koolade,3.4,Boulder,V5,1,NA,39.69213,-79.80508
Threshold,Threshold Boulder > First Area Boulders > Rhododendron Trail Areas > Coopers Rock State Forest > Northern WV > West Virginia,https://www.mountainproject.com/route/123020344/threshold,3.7,Boulder,V5,1,NA,39.64218,-79.82027
Sophisticated Diplotech,Cellophane Boulder > First Area Boulders > Rhododendron Trail Areas > Coopers Rock State Forest > Northern WV > West Virginia,https://www.mountainproject.com/route/123114767/sophisticated-diplotech,3.6,Boulder,V4,1,NA,39.64268,-79.82037
Tensor,5. The Daisy Cave > Laurel Trail Boulders > Tomlinson Run State Park > Northern Panhandle > Northern WV > West Virginia,https://www.mountainproject.com/route/122727655/tensor,3.5,Boulder,V8,1,6,40.54721,-80.60521
Zugzwang,Lyman's Boulder > Bozooka Area > Bozoo Bouldering > Bozoo > Southern WV > West Virginia,https://www.mountainproject.com/route/106771645/zugzwang,3.5,Boulder,V8,1,15,37.4769,-80.8646
Boxer's Break,"1, 2 Punch Boulder > Sunshine Boulders > New River Gorge Proper > The New River Gorge Region > West Virginia",https://www.mountainproject.com/route/114232076/boxers-break,2.6,Boulder,V7,1,15,38.0738,-81.08513
Bubbles,Bubbles Boulder > Sunshine Boulders > New River Gorge Proper > The New River Gorge Region > West Virginia,https://www.mountainproject.com/route/117034273/bubbles,3.2,Boulder,V4,1,NA,38.07386,-81.08515
Mother Hucker,Fern Creek Boulders > New River Gorge Proper > The New River Gorge Region > West Virginia,https://www.mountainproject.com/route/118243824/mother-hucker,3.2,Boulder,V5,1,8,38.06019,-81.06851
Crimpciple of the Matter,10. MacGuffin Boulder > Meadow Top Boulders > Meadow River Gorge > The New River Gorge Region > West Virginia,https://www.mountainproject.com/route/121003783/crimpciple-of-the-matter,3,Boulder,V6 PG13,1,17,38.15371,-80.93505
Gaston LeGume,10. MacGuffin Boulder > Meadow Top Boulders > Meadow River Gorge > The New River Gorge Region > West Virginia,https://www.mountainproject.com/route/117332185/gaston-legume,3.3,Boulder,V9,1,NA,38.15371,-80.93505
50/50,50/50 Boulder > Roadside > Entryway Boulders > Bozoo Bouldering > Bozoo > Southern WV > West Virginia,https://www.mountainproject.com/route/106652141/5050,3.2,Boulder,V4+,1,13,37.4833,-80.8474
Ali Bubba Stand Start,Ali Bubba Cave > Short Creek Bouldering > Beauty Mountain > New River Gorge Proper > The New River Gorge Region > West Virginia,https://www.mountainproject.com/route/118247281/ali-bubba-stand-start,3.5,Boulder,V8,1,15,38.05628,-81.03456
The Firehose,F. Firepole Boulder > Main Area Bouldering > Bozoo Bouldering > Bozoo > Southern WV > West Virginia,https://www.mountainproject.com/route/107968804/the-firehose,3.3,Boulder,V4,1,15,37.4777,-80.8677
The Allusionist,Allusionist Boulder > Death Block Area > Tilted Tree > Coopers Rock State Forest > Northern WV > West Virginia,https://www.mountainproject.com/route/114306693/the-allusionist,3.5,Boulder,V7,1,NA,39.63376,-79.8074
Immaculate Connection,Immaculate Connection Boulder > Lower Hawk's Nest > Lower New River Gorge Bouldering > New River Gorge Proper > The New River Gorge Region > West Virginia,https://www.mountainproject.com/route/120233354/immaculate-connection,3.2,Boulder,V7,1,15,38.11616,-81.13176
Woody's Arete (sit start),Ceiling Block Area > Roadside > Coopers Rock State Forest > Northern WV > West Virginia,https://www.mountainproject.com/route/116628553/woodys-arete-sit-start,3.2,Boulder,V5,1,18,39.63559,-79.81191
Butcher Shop,Vámanos Boulder > Short Creek Right > Short Creek Bouldering > Beauty Mountain > New River Gorge Proper > The New River Gorge Region > West Virginia,https://www.mountainproject.com/route/120886011/butcher-shop,3.1,Boulder,V4,1,8,38.05496,-81.03566
Rain Line,Sector 1 > Cheat Canyon Wildlife Management Area > Cheat Canyon > Northern WV > West Virginia,https://www.mountainproject.com/route/117118785/rain-line,3.4,Boulder,V7-,1,NA,39.51329,-79.65458
Big Block Nose,Forgotten Block > The Forgotten Block Area > Upper Rock City > Coopers Rock State Forest > Northern WV > West Virginia,https://www.mountainproject.com/route/118911430/big-block-nose,3.1,Boulder,V4,1,NA,39.63784,-79.81715
G-String,Bear Rock Lake Bouldering (Wheeling) > Northern Panhandle > Northern WV > West Virginia,https://www.mountainproject.com/route/108084019/g-string,3.2,Boulder,V4,1,12,40.0763,-80.5333
Mini Skull Fuck,Cotton Bottom | 7012 > Cotton Bottom > Lower New River Gorge Bouldering > New River Gorge Proper > The New River Gorge Region > West Virginia,https://www.mountainproject.com/route/121595648/mini-skull-fuck,2.8,Boulder,V4+,1,8,38.1128,-81.1435
Macho Man Randy Savage,08. Egyptian Boulder > Meadow Top Boulders > Meadow River Gorge > The New River Gorge Region > West Virginia,https://www.mountainproject.com/route/116140322/macho-man-randy-savage,2.4,Boulder,V5,1,NA,38.15359,-80.93483
Wave Rider,Wave Rider Boulder > Fiddle Area > Tilted Tree > Coopers Rock State Forest > Northern WV > West Virginia,https://www.mountainproject.com/route/114227306/wave-rider,3.3,Boulder,V5+,1,16,39.63361,-79.80602
Throwing Stars,Vámanos Boulder > Short Creek Right > Short Creek Bouldering > Beauty Mountain > New River Gorge Proper > The New River Gorge Region > West Virginia,https://www.mountainproject.com/route/114210918/throwing-stars,3.3,Boulder,V5,1,NA,38.05496,-81.03566
Humility,Tier 2 Boulders > Moby Area > Tilted Tree > Coopers Rock State Forest > Northern WV > West Virginia,https://www.mountainproject.com/route/114306618/humility,2.7,Boulder,V5,1,11,39.6339,-79.80704
Fingers Malone,Malone Boulder > Cotton Bottom > Lower New River Gorge Bouldering > New River Gorge Proper > The New River Gorge Region > West Virginia,https://www.mountainproject.com/route/117033957/fingers-malone,3,Boulder,V8,1,15,38.11552,-81.14362
Stink Ray,Tier 2 Boulders > Moby Area > Tilted Tree > Coopers Rock State Forest > Northern WV > West Virginia,https://www.mountainproject.com/route/118909191/stink-ray,2.9,Boulder,V4,1,NA,39.6339,-79.80704
Silver Bullet,Fern Creek Boulders > New River Gorge Proper > The New River Gorge Region > West Virginia,https://www.mountainproject.com/route/120726374/silver-bullet,3.3,Boulder,V4,1,13,38.06019,-81.06851
