state,crag,region_1,region_2,example_location,x,y,n,n_boulder,n_routes,mean_rating,median_rating
Virginia,Virginia > DC & Northern VA Region > 06,DC & Northern VA Region,Thoroughfare Gap Boulders,D99999,-77.71065,38.82315,1,1,0,4,4
Maryland,Maryland > Dan's Mountain Wildlife Management Area > 00,Dan's Mountain Wildlife Management Area,Dan's Rock,-,-78.89771,39.58155,6,6,0,2.3333333333333335,2
New Hampshire,New Hampshire > Dartmouth / Lake Sunapee > 00,Dartmouth / Lake Sunapee,Bald Mountain Woods,-,-72.14691,43.38629,3,3,0,3.6666666666666665,4
New Hampshire,New Hampshire > Dartmouth / Lake Sunapee > 01,Dartmouth / Lake Sunapee,Lyme Hill,-,-72.1536475,43.789725,4,4,0,2.575,2.5
New Hampshire,New Hampshire > Dartmouth / Lake Sunapee > 02,Dartmouth / Lake Sunapee,Route 11 Boulder,-,-72.04684833333333,43.32839333333333,6,4,2,2.4333333333333336,2.05
Tennessee,Tennessee > Dayton Pocket/Laurel Falls Bouldering > 00,Dayton Pocket/Laurel Falls Bouldering,Riverdance Boulder,-,-85.03077666666667,35.54611666666667,3,3,0,2.2666666666666666,2.3
Tennessee,Tennessee > Deep Creek > 00,Deep Creek,Hemlock Block,Hemlock Block Proper,-85.1927175,35.296265,4,0,4,2.275,2.3
Tennessee,Tennessee > Denny Cove > 00,Denny Cove,Denny East,Salad Bar,-85.68266,35.15429,2,0,2,3.0999999999999996,3.0999999999999996
Colorado,Colorado > Denver South > 00,Denver South,Castlewood Canyon SP,C-Section,-104.75944875,39.34847625,8,0,8,2.3,2.2
Tennessee,Tennessee > Devil's Race Track > 00,Devil's Race Track,North Face,-,-84.22422666666667,36.32868333333334,3,0,3,2.7333333333333334,2.5
Wyoming,Wyoming > Devils Tower > 00,Devils Tower,Devil's Tower Bouldering,Entry Boulder,-104.717445,44.59019,2,1,1,2.7,2.7
Rhode Island,Rhode Island > Diamond Hill > 00,Diamond Hill,Diamond Mine,Lower Zales,-71.42848,42.00232,3,3,0,2.6666666666666665,3
Illinois,Illinois > Dixon Springs State Park > 00,Dixon Springs State Park,Ghost Dance Canyon,Lost Hallway,-88.67174916666667,37.38254833333333,12,12,0,2.3,2
Tennessee,Tennessee > Dogwood > 00,Dogwood,East Cliff,-,-85.07722749999999,35.499885,4,1,3,2.525,2.45
Wyoming,Wyoming > Dome Rock/Pedro Mountains > 00,Dome Rock/Pedro Mountains,-,-,-106.77144,42.29663,3,3,0,2.6666666666666665,3
New York,New York > Dorson's Rock > 00,Dorson's Rock,-,-,-73.56969,42.42855,6,6,0,2.55,2.65
Iowa,Iowa > Dows > 00,Dows,West Bluff,-,-91.50264,41.89758,7,7,0,4,4
Georgia,"Georgia > Dug Mountain (Hood Rock) Dalton, GA > 00","Dug Mountain (Hood Rock) Dalton, GA",-,-,-85.01534,34.743,4,4,0,2.5,2.5
Minnesota,Minnesota > Duluth Area > 00,Duluth Area,Beach Bouldering,26th St. Boulders,-92.17651068181819,46.76105909090909,44,43,1,2.5113636363636362,2.4
Minnesota,Minnesota > Duluth Area > 01,Duluth Area,Postpartum Wall,Upper Wall,-92.15769,46.7619725,4,4,0,2.325,2.25
Minnesota,Minnesota > Duluth Area > 02,Duluth Area,South Hartley Riverside,-,-92.089,46.9951,1,1,0,2,2
Minnesota,Minnesota > Duluth Area > 03,Duluth Area,Spirit Mountain boulders,Passion Pit,-92.22326,46.709646666666664,3,3,0,2.6666666666666665,3
Minnesota,Minnesota > Duluth Area > 04,Duluth Area,The Fox's Den,-,-92.089,46.9951,1,1,0,2,2
Minnesota,Minnesota > Duluth Area > 05,Duluth Area,The Hubers,Lower Huber,-92.15569333333333,46.75416333333333,3,3,0,2.6666666666666665,3
Colorado,Colorado > Dumont vicinity > 00,Dumont vicinity,Abattoir,-,-105.623802,39.783858,5,0,5,2.2600000000000002,2.1
Colorado,Colorado > Durango > 00,Durango,Cascade Canyon,F. Garden of Eden Wall (Pool Area),-107.80962,37.65773,3,0,3,2.4333333333333336,2.2
Colorado,Colorado > Durango > 01,Durango,East  Animas,I. Watch Crystal,-107.77588909090909,37.433873636363636,11,0,11,2.3727272727272726,2.3
Colorado,Colorado > Durango > 02,Durango,RV Wall,-,-107.77615,37.69904,1,0,1,2.9,2.9
Colorado,Colorado > Durango > 03,Durango,Sailing Hawks,Loiterland,-107.88309333333333,37.31039,3,0,3,2,2
Colorado,Colorado > Durango > 04,Durango,Vallecito Crags,Lakeview,-107.52819666666667,37.416893333333334,6,0,6,2.3666666666666667,2.3499999999999996
Colorado,Colorado > Durango > 05,Durango,X Rock,Sweet Sandstone,-107.86095,37.31119,1,0,1,2.4,2.4
Missouri,Missouri > EM: Al Foster Boulder > 00,EM: Al Foster Boulder,-,-,-90.62135,38.54329,4,4,0,2.55,2.6
Missouri,Missouri > EM: Amidon > 00,EM: Amidon,Bikini Bottom,-,-90.1497594117647,37.5677205882353,17,17,0,2.5588235294117645,2
Missouri,Missouri > EM: Astral Valley > 00,EM: Astral Valley,Billy Goat Bluff Wall,-,-90.40437833333334,38.026335,12,10,2,3.4166666666666665,4
Missouri,Missouri > EM: Boogerboo Bouldering > 00,EM: Boogerboo Bouldering,Creek Side Problems,-,-90.31455875,37.81487,8,8,0,3.5,4
Missouri,Missouri > EM: Chubb Trail Crag > 00,EM: Chubb Trail Crag,Chubb Trail Crack Wall,-,-90.57099,38.53108,2,0,2,2.2,2.2
Missouri,Missouri > EM: Creve Coeur Park > 00,EM: Creve Coeur Park,Littler Cliffs,-,-90.48772666666667,38.7002,3,3,0,2.8333333333333335,3
Missouri,Missouri > EM: Dutzow - Boulders > 00,EM: Dutzow - Boulders,Dutzow Boulders: Devil's Den Area,-,-90.99526125,38.598237499999996,8,8,0,2.5,2.4
Missouri,Missouri > EM: Elephant Rocks SP > 00,EM: Elephant Rocks SP,North Mountain,-,-90.68843090909091,37.653476363636365,22,22,0,2.840909090909091,2.8
Missouri,Missouri > EM: Franz Park Retaining Wall > 00,EM: Franz Park Retaining Wall,-,-,-90.30304,38.621,1,1,0,4,4
Missouri,Missouri > EM: Kirkwood Boulders > 00,EM: Kirkwood Boulders,West Side,-,-90.43897,38.56593,1,1,0,2,2
Missouri,Missouri > EM: Robinson Bluff > 00,EM: Robinson Bluff,"1: South, Climber's Left of Stairs",A: Lily Wall,-90.62641419354838,38.01186903225806,31,6,25,2.825806451612903,3
Missouri,Missouri > EM: Rockwoods Reservation > 00,EM: Rockwoods Reservation,Colony Wall,-,-90.64772,38.56144,2,0,2,2.5,2.5
Missouri,Missouri > EM: Sage Mountain Recreation Area > 00,EM: Sage Mountain Recreation Area,Mountain Left,03: Rabit Ear Boulder,-91.27727225806451,38.61638838709678,31,26,5,3.425806451612903,3.4
Missouri,Missouri > EM: Shepherd Mountain > 00,EM: Shepherd Mountain,Cannon Ball Boulder Wall,-,-90.64409818181818,37.61040272727273,11,11,0,2.727272727272727,3
Missouri,Missouri > EM: Silver Mines > 00,EM: Silver Mines,River Left (East Side),C: Little Roof,-90.441710625,37.558181875,16,15,1,3.525,4
Missouri,Missouri > EM: St. Francois State Park > 00,EM: St. Francois State Park,Boulders,East Bluff Bouldering,-90.53172216216217,37.97331513513514,37,36,1,2.4054054054054053,2.3
Colorado,Colorado > Eagle/Vail/Minturn/Red Cliff > 00,Eagle/Vail/Minturn/Red Cliff,Gilman Canyon,Napoleon Wall,-106.37622166666667,39.49916333333333,6,0,6,2.4166666666666665,2.3499999999999996
Colorado,Colorado > Eagle/Vail/Minturn/Red Cliff > 01,Eagle/Vail/Minturn/Red Cliff,Lime Park (a.k.a. Lime Creek),Team Wall,-106.65564666666667,39.40747333333333,6,0,6,2.4,2.3499999999999996
Colorado,Colorado > Eagle/Vail/Minturn/Red Cliff > 02,Eagle/Vail/Minturn/Red Cliff,Wolcott Crags and Boulders,Eagle Wall,-106.70158333333333,39.714875,6,0,6,2.5833333333333335,2.55
North Dakota,North Dakota > East Grand WALL > 00,East Grand WALL,-,-,-97.03191,47.93685,1,1,0,3,3
Idaho,Idaho > East Idaho > 00,East Idaho,Badger Creek Boulders,Free Bluff,-111.15123666666668,43.863524999999996,6,6,0,2.4166666666666665,2.4
Idaho,Idaho > East Idaho > 01,East Idaho,Bear Lake - Caribou Area,Bloomington Lake,-111.576075,42.14436,2,2,0,2.75,2.75
Idaho,Idaho > East Idaho > 02,East Idaho,Crank Cave,-,-112.03624,43.25773,1,0,1,2.5,2.5
Idaho,Idaho > East Idaho > 03,East Idaho,Darby Canyon,-,-111.0238,43.6769,3,0,3,2.2666666666666666,2.2
Idaho,Idaho > East Idaho > 04,East Idaho,Highway Pond,La Tasca Wall,-112.38027,42.81257,1,0,1,2,2
Idaho,Idaho > East Idaho > 05,East Idaho,Massacre Rocks,All American Area,-113.00560277777778,42.67688888888889,18,2,16,2.272222222222222,2
Idaho,Idaho > East Idaho > 06,East Idaho,Palisades Creek,The Pines,-111.201705,43.39842,2,0,2,2,2
Idaho,Idaho > East Idaho > 07,East Idaho,Paramount Rock,-,-111.6543,43.6379,5,0,5,2.36,2.4
Idaho,Idaho > East Idaho > 08,East Idaho,Playground pump station,-,-112.04574,43.26302,1,0,1,2.5,2.5
Idaho,Idaho > East Idaho > 09,East Idaho,Pocatello Area Bouldering,Massacre Rocks State Park,-112.987019,42.679362499999996,20,20,0,2.4,2.15
Idaho,Idaho > East Idaho > 10,East Idaho,Pocatello Area Bouldering,Redhill Trail Bouldering,-112.40706875,42.83116625,16,16,0,2.3625,2.25
Idaho,Idaho > East Idaho > 11,East Idaho,Pointless Crag,-,-111.64161,43.60011,2,0,2,2.75,2.75
Idaho,Idaho > East Idaho > 12,East Idaho,Ross Park,Sunny Side,-112.4178425,42.838,8,0,8,2.4875,2.45
Idaho,Idaho > East Idaho > 13,East Idaho,Teddy Bear Cove,02. The Head Wall,-113.06957857142856,42.719635,14,0,14,2.4642857142857144,2.5
Idaho,Idaho > East Idaho > 14,East Idaho,Teton Dam (Lower Teton River Canyon),Big Dam Boulder,-111.54748928571429,43.90465107142857,28,28,0,2.525,2.5
Idaho,Idaho > East Idaho > 15,East Idaho,The Playground,-,-112.01199666666666,43.26873,3,0,3,2.466666666666667,2.6
South Dakota,South Dakota > East Side SD > 00,East Side SD,Dells Of The Sioux River,Community Cove,-96.713195,43.809627,10,4,6,2.4,2.25
South Dakota,South Dakota > East Side SD > 01,East Side SD,Devils Gulch,Boulder Wall,-96.51582866666666,43.693297333333334,15,15,0,2.48,2.4
Wyoming,Wyoming > Eastern Big Horns > 00,Eastern Big Horns,Big Willow Crag and Bouldering,Kennel Boulders,-107.5475,44.76059,1,1,0,3,3
Wyoming,Wyoming > Eastern Big Horns > 01,Eastern Big Horns,Crazy Woman Crags,Crazy Woman Cliff,-106.87118,44.17185,2,0,2,2.4000000000000004,2.4000000000000004
Wyoming,Wyoming > Eastern Big Horns > 02,Eastern Big Horns,Highway 14a Boulders,Descent Boulders (aka Bluebell Boulders),-107.81416666666667,44.807473333333334,3,3,0,2.6666666666666665,3
Wyoming,Wyoming > Eastern Big Horns > 03,Eastern Big Horns,Highway 16 granite,The Enormodome,-106.98951500000001,44.31552000000001,2,0,2,2.5,2.5
Wyoming,Wyoming > Eastern Big Horns > 04,Eastern Big Horns,Piney Creek Canyon,Second Wind Wall,-106.93674999999999,44.55755125,8,0,8,2.45,2.4
Wyoming,Wyoming > Eastern Big Horns > 05,Eastern Big Horns,Sobchak Security Wall,-,-107.41542333333334,44.80119,3,0,3,2.8333333333333335,2.8
Wyoming,Wyoming > Eastern Big Horns > 06,Eastern Big Horns,Tie Hack Cliff,-,-106.92117,44.28497,1,1,0,4,4
Wyoming,Wyoming > Eastern Big Horns > 07,Eastern Big Horns,Tongue River Canyon,Happy Trails,-107.35804625,44.850733749999996,8,1,7,2.675,2.9
Connecticut,Connecticut > Eastern Coastal Slope > 00,Eastern Coastal Slope,9 Wall (Feather Ledges),-,-72.59182,41.35479,4,0,4,2.45,2.5
Connecticut,Connecticut > Eastern Highlands > 00,Eastern Highlands,Ross Rocks,5. Table Rock,-71.86603,41.7785,1,0,1,2.7,2.7
Nevada,Nevada > Eastern Nevada > 00,Eastern Nevada,Angel Lake,Water's Edge Crag,-115.08795,41.02534,1,0,1,2,2
Nevada,Nevada > Eastern Nevada > 01,Eastern Nevada,Cowboy,-,-115.82222,40.9005,1,0,1,2,2
Nevada,Nevada > Eastern Nevada > 02,Eastern Nevada,Lamoille Canyon,Dead Snag (aka Great White Wall),-115.42241,40.65804,1,0,1,2,2
Nevada,Nevada > Eastern Nevada > 03,Eastern Nevada,Toano Range,Hawk Rock,-114.31358,40.9893575,4,0,4,2.75,3
Nevada,Nevada > Eastern Nevada > 04,Eastern Nevada,Wheeler Peak,-,-114.31392,38.98578,1,1,0,2,2
Ohio,Ohio > Eastern Ohio > 00,Eastern Ohio,Long Run Boulders,The Anvil Boulder,-81.03320666666667,39.86597380952381,21,21,0,2.380952380952381,2
Ohio,Ohio > Eastern Ohio > 01,Eastern Ohio,Salt Fork State Park,Cabin Boulders,-81.5252611111111,40.11732333333333,27,27,0,2.411111111111111,2
California,California > Eastern Sierra > 00,Eastern Sierra,Bishop Area,Buttermilk Country,-118.6034807368421,37.46920989473684,95,0,95,2.5294736842105263,2.5
Colorado,Colorado > Eastern Sierra > 00,Eastern Sierra,Bishop Area,Buttermilk Country,-118.49222975609756,37.37799280487805,82,82,0,2.678048780487805,2.6500000000000004
California,California > Eastern Sierra > 01,Eastern Sierra,Eastern Hills,Benton Crags,-118.56658666666667,37.72872666666667,3,0,3,2.6,2.5
California,California > Eastern Sierra > 02,Eastern Sierra,Eastern Hills,Sagehen Summit Area,-118.8155775,37.908564999999996,4,0,4,2.8,2.5
Colorado,Colorado > Eastern Sierra > 01,Eastern Sierra,June Lake Area,* June Lake Bouldering,-119.05989076923076,37.813901538461536,13,13,0,2.830769230769231,2.8
California,California > Eastern Sierra > 03,Eastern Sierra,June Lake Area,Rush,-119.125418,37.828732,5,0,5,2.5,2.5
California,California > Eastern Sierra > 04,Eastern Sierra,Lone Pine Area,Alabama Hills,-118.12587571428571,36.59873306122449,49,0,49,2.453061224489796,2.4
Colorado,Colorado > Eastern Sierra > 02,Eastern Sierra,Mammoth Lakes Area,* Mammoth Lakes Bouldering,-118.94584894736842,37.63061421052632,19,19,0,2.6894736842105265,2.6
California,California > Eastern Sierra > 05,Eastern Sierra,Mammoth Lakes Area,Al's Garage,-118.92509,37.77473,1,0,1,2.7,2.7
California,California > Eastern Sierra > 06,Eastern Sierra,Mammoth Lakes Area,Casa Diablo Mountain,-118.55407,37.575712,5,0,5,2.38,2.3
California,California > Eastern Sierra > 07,Eastern Sierra,Mammoth Lakes Area,Clark Canyon,-118.95216428571429,37.71570857142857,21,0,21,2.4904761904761905,2.5
California,California > Eastern Sierra > 08,Eastern Sierra,Mammoth Lakes Area,Looking Wall,-118.7487,37.7554,1,0,1,2.3,2.3
Colorado,Colorado > Eastern Sierra > 03,Eastern Sierra,Mammoth Lakes Area,Rock Creek,-118.64137071428571,37.55734928571429,14,14,0,2.7071428571428573,2.6
California,California > Eastern Sierra > 09,Eastern Sierra,Mammoth Lakes Area,Rock Creek,-118.65854666666667,37.53831666666667,9,0,9,2.411111111111111,2.4
California,California > Eastern Sierra > 10,Eastern Sierra,Mammoth Lakes Area,Warming Wall,-119.003,37.6478,1,0,1,2.5,2.5
California,California > Eastern Sierra > 11,Eastern Sierra,Northern Area,Mono Diggins,-119.15415,38.0877,1,0,1,2,2
West Virginia,West Virginia > Eastern WV > 00,Eastern WV,Bear Haven,-,-79.38635868421053,39.069134210526315,38,38,0,2.7263157894736842,3
West Virginia,West Virginia > Eastern WV > 01,Eastern WV,Franklin Gorge,Main Wall,-79.31318363636363,38.71761,22,0,22,2.7,2.6500000000000004
West Virginia,West Virginia > Eastern WV > 02,Eastern WV,Smoke Hole Canyon,Copperhead Cove,-79.60281,38.08601,3,0,3,2.5,2.5
West Virginia,West Virginia > Eastern WV > 03,Eastern WV,Smoke Hole Canyon,Entrance Walls.,-79.27273846153847,38.84991,13,0,13,2.623076923076923,2.6
West Virginia,West Virginia > Eastern WV > 04,Eastern WV,Spruce Knob Bouldering,1 Entrance boulder,-79.53447666666666,38.698206666666664,3,3,0,3.1,2.8
Massachusetts,"Massachusetts > Eastern, MA > 00","Eastern, MA","Area 69, Beford, MA",-,-71.30431,42.47001,2,2,0,2.75,2.75
Massachusetts,"Massachusetts > Eastern, MA > 01","Eastern, MA",Ayer Boulders,Bullfrog Boulder,-71.61301909090909,42.47625818181818,22,22,0,2.331818181818182,2
Massachusetts,"Massachusetts > Eastern, MA > 02","Eastern, MA",Borderland State Park Easton,Ames Boulder,-71.1629,42.06479,5,5,0,2.26,2
Massachusetts,"Massachusetts > Eastern, MA > 03","Eastern, MA",Boulder Brook Reservation,Elephant Rock,-71.25235666666667,42.42402333333334,6,6,0,2.15,2.1
Massachusetts,"Massachusetts > Eastern, MA > 04","Eastern, MA",Cavern Rock Park,Cavern Area,-70.93240333333333,42.203406666666666,3,3,0,2.6,2.5
Massachusetts,"Massachusetts > Eastern, MA > 05","Eastern, MA",Chelmsford Lime Quarry,-,-71.36190500000001,42.585345000000004,4,4,0,2.125,2
Massachusetts,"Massachusetts > Eastern, MA > 06","Eastern, MA",College Rock,Graduate Boulder,-71.4998,42.1945,3,3,0,3,3
Massachusetts,"Massachusetts > Eastern, MA > 07","Eastern, MA",Danforth Falls,River Rock,-71.57644,42.40425,1,1,0,2,2
Massachusetts,"Massachusetts > Eastern, MA > 08","Eastern, MA",Devil's Rock,-,-71.27183416666666,42.0628175,12,12,0,2.175,2
Massachusetts,"Massachusetts > Eastern, MA > 09","Eastern, MA",Hammond Pond,Alcove Area,-71.16535882352942,42.30504705882353,17,17,0,2.347058823529412,2.1
Massachusetts,"Massachusetts > Eastern, MA > 10","Eastern, MA",Harvard Yard,-,-71.58682,42.50996,4,4,0,2.25,2
Massachusetts,"Massachusetts > Eastern, MA > 11","Eastern, MA",High Street bouldering,Summertime Boulder,-71.06948,41.78912666666667,3,3,0,2.566666666666667,2.7
Massachusetts,"Massachusetts > Eastern, MA > 12","Eastern, MA",Holbrook Town Forest,Pascal Wager,-70.98462,42.16836,2,2,0,2,2
Massachusetts,"Massachusetts > Eastern, MA > 13","Eastern, MA",Hopkinton State Park,-,-71.53066,42.24268,1,0,1,3,3
Massachusetts,"Massachusetts > Eastern, MA > 14","Eastern, MA",Lincoln Heights,-,-71.01878,42.2389,1,1,0,3,3
Massachusetts,"Massachusetts > Eastern, MA > 15","Eastern, MA",Lowell-Dracut-Tyngsboro State Forest,-,-71.36827,42.65712,3,3,0,2,2
Massachusetts,"Massachusetts > Eastern, MA > 16","Eastern, MA",Middlesex Fells,Black and White Rocks,-71.09800574074075,42.44090851851852,54,54,0,2.4703703703703703,2.45
Massachusetts,"Massachusetts > Eastern, MA > 17","Eastern, MA",Milford Bouldering,Atomic Boulder,-71.5152595,42.1652355,20,20,0,2.475,2.3
Massachusetts,"Massachusetts > Eastern, MA > 18","Eastern, MA",Needham Town Forest,Rainbow Rocks,-71.22166833333333,42.298455000000004,6,6,0,2.3166666666666664,2.2
Massachusetts,"Massachusetts > Eastern, MA > 19","Eastern, MA",Ponkapoag Pond,Hill Top Boulders,-71.047528,42.243677,10,9,1,2.45,2.5
Massachusetts,"Massachusetts > Eastern, MA > 20","Eastern, MA",Rocky Woods,Hemlock Knoll,-71.27686,42.20786,2,2,0,2,2
Massachusetts,"Massachusetts > Eastern, MA > 21","Eastern, MA",Rollstone Boulder,-,-71.80591,42.58665,1,1,0,3,3
Massachusetts,"Massachusetts > Eastern, MA > 22","Eastern, MA",Route 138 Boulder,-,-71.11905,42.20873,1,1,0,2,2
Massachusetts,"Massachusetts > Eastern, MA > 23","Eastern, MA",Shining Rock,Back Nine Boulder,-71.635625,42.151815,2,2,0,3,3
Massachusetts,"Massachusetts > Eastern, MA > 24","Eastern, MA",Smoke House Boulder,-,-71.06579,42.15733,1,1,0,2.5,2.5
Massachusetts,"Massachusetts > Eastern, MA > 25","Eastern, MA","Standing Rock, Harvard",-,-71.56069,42.48538,1,1,0,3.8,3.8
Massachusetts,"Massachusetts > Eastern, MA > 26","Eastern, MA",Stickney's Boulder,-,-71.0107,42.7557,1,1,0,2,2
Massachusetts,"Massachusetts > Eastern, MA > 27","Eastern, MA",Stony Brook Reservation,Banana Split,-71.1374,42.25097,1,1,0,2,2
Massachusetts,"Massachusetts > Eastern, MA > 28","Eastern, MA",Sunset Bay Boulder,-,-71.3415,42.55418,1,1,0,3,3
Massachusetts,"Massachusetts > Eastern, MA > 29","Eastern, MA",The Assonet Ledge,Assonet Ledge bouldering,-71.09063,41.76174,2,2,0,3,3
Massachusetts,"Massachusetts > Eastern, MA > 30","Eastern, MA","Townsend, MA Bouldering",Barker Hill,-71.7437675,42.684969583333334,24,24,0,2.1875,2
Massachusetts,"Massachusetts > Eastern, MA > 31","Eastern, MA",Upton Bouldering,Peppercorn Hill Central Area,-71.57191714285715,42.18975142857143,14,14,0,2.2714285714285714,2
Massachusetts,"Massachusetts > Eastern, MA > 32","Eastern, MA",Whipple Hill Conservation Area,Whipple Boulder,-71.20881333333332,42.458333333333336,9,9,0,2.2888888888888888,2
Massachusetts,"Massachusetts > Eastern, MA > 33","Eastern, MA",Wilson Mountain Reservation,Overshadowed,-71.199428,42.25911,5,5,0,2.66,3
Colorado,Colorado > Ebbets Pass Highway (4) > 00,Ebbets Pass Highway (4),Bear Valley,Hell's Kitchen,-120.040645,38.4260575,4,4,0,3,3
Maryland,Maryland > Eden Brook > 00,Eden Brook,-,-,-76.87397,39.1666,1,1,0,2.5,2.5
Texas,Texas > Eisenhower State Park > 00,Eisenhower State Park,Elm Point,Blood Boulder,-96.61847250000001,33.828615,4,4,0,2.25,2
New Mexico,New Mexico > El Rito > 00,El Rito,El Rito Sport Area,45 Degree Boulder,-106.20496523809524,36.393302380952385,21,1,20,2.3095238095238093,2.3
Kansas,Kansas > Elk City Area > 00,Elk City Area,Memorial Overlook,Breakfast Boulder,-95.77877777777778,37.27701,9,9,0,2.2222222222222223,2
Kansas,Kansas > Elk City Lake North Shore Boulders > 00,Elk City Lake North Shore Boulders,Fracker of the Choss,-,-95.81562500000001,37.262125,6,6,0,2,2
Minnesota,Minnesota > Ely Area > 00,Ely Area,Burntside Lake Climbing,Science Boulder,-92.02936,47.91087,1,1,0,3,3
California,California > Empire > 00,Empire,Junction Boulder,-,-105.78872700000001,39.778091,10,10,0,2.18,2
Colorado,Colorado > Empire > 00,Empire,The Halidome,Main Wall,-105.74482,39.76799,1,0,1,3,3
Texas,Texas > Enchanted Rock State Natural Area > 00,Enchanted Rock State Natural Area,Echo Canyon,Breakfast Boulder,-98.81966,30.50402,20,14,6,2.73,2.75
New Mexico,New Mexico > Enchanted Tower > 00,Enchanted Tower,Frog Prince,-,-107.9170775,34.23124,4,0,4,1.95,1.95
Colorado,Colorado > Estes Park Valley > 00,Estes Park Valley,Big Thompson Canyon,Beige Tube Area / The Narrows,-105.41575357142857,40.37877517857143,56,0,56,2.289285714285714,2.1500000000000004
California,California > Estes Park Valley > 00,Estes Park Valley,Big Thompson Canyon,Round Mountain,-105.22604,40.42152,1,1,0,2,2
California,California > Estes Park Valley > 01,Estes Park Valley,Box Prarie Boulders and Climbs-Dragon Scales Rock,-,-105.54524583333334,40.380098333333336,24,24,0,2.404166666666667,2
Colorado,Colorado > Estes Park Valley > 01,Estes Park Valley,Fall River Road (US 34 West),McGregor Slab,-105.5459625,40.392775,4,0,4,2.625,2.7
Maryland,Maryland > Fallston Boulder Garden > 00,Fallston Boulder Garden,Hollowdays,-,-76.43116888888889,39.50626888888889,9,9,0,2.4555555555555557,2.4
Illinois,Illinois > Ferne Clyffe & Cedar Bluff > 00,Ferne Clyffe & Cedar Bluff,Cedar Bluff Land and Water Reserve,A: Playground Wall -Detention Area,-89.00316,37.530561666666664,12,2,10,2.9166666666666665,3
Texas,Texas > Fiesta Wall > 00,Fiesta Wall,Right of The Bow,-,-98.60245,29.60195,3,3,0,2,2
Maryland,Maryland > Fork Run > 00,Fork Run,The Boulders,-,-79.40165999999999,39.52672333333333,3,2,1,3.1,3.3
California,California > Fort Collins > 00,Fort Collins,CSU Campus,NE sector,-105.08301777777777,40.572248888888886,9,9,0,2.6777777777777776,2.6
California,California > Fort Collins > 01,Fort Collins,Carter Lake,Chain Rock,-105.21368368421052,40.32013157894737,19,19,0,2.389473684210526,2.4
California,California > Fort Collins > 02,Fort Collins,Horsetooth Reservoir,Marina Ridge,-105.16217318181819,40.56695090909091,44,44,0,2.5090909090909093,2.5
Colorado,Colorado > Fort Collins > 00,Fort Collins,Horsetooth Reservoir,Torture Chamber,-105.32858875,40.65490625,8,0,8,2.475,2.55
Colorado,Colorado > Fort Collins > 01,Fort Collins,Poudre Canyon,Low Hanging Fruit Crag,-105.36247846153846,40.68673153846154,13,0,13,2.2846153846153845,2.4
California,California > Fort Collins > 03,Fort Collins,Poudre Canyon,Pingree Park Road,-105.49995,40.67215,1,1,0,2,2
California,California > Fort Collins > 04,Fort Collins,Poudre Canyon,Poudre Practice Rock,-105.26148,40.69255,1,1,0,2.3,2.3
California,California > Fort Collins > 05,Fort Collins,Poudre Canyon,Prione,-105.74885,40.71015,1,1,0,2.5,2.5
California,California > Fort Collins > 06,Fort Collins,Poudre Canyon,The Narrows,-105.73970464285715,40.67608857142857,28,28,0,2.5357142857142856,2.55
Colorado,Colorado > Fort Collins > 02,Fort Collins,Poudre Canyon,West of Rustic,-105.81793333333333,40.62036,3,0,3,2.2333333333333334,2.3
California,California > Fort Collins > 07,Fort Collins,Poudre Canyon,Young Gulch,-105.42366200000001,40.733914,5,5,0,2.6,2
Colorado,Colorado > Fort Collins > 03,Fort Collins,Red Feather Lakes,Boy Scout Road Areas,-105.52418666666667,40.810249999999996,3,0,3,2.3333333333333335,2
Louisiana,Louisiana > Fort Proctor > 00,Fort Proctor,-,-,-89.67839,29.86723,2,2,0,3,3
Tennessee,Tennessee > Foster Falls > 00,Foster Falls,03. So What Area,-,-85.68358227272726,35.17769863636364,22,1,21,2.5136363636363637,2.45
Illinois,Illinois > Fountain Bluff Land and Water Reserve > 00,Fountain Bluff Land and Water Reserve,C. The Big Wall,-,-89.49047833333333,37.70402833333333,6,0,6,3,3
Colorado,Colorado > Four Corners Area > 00,Four Corners Area,Dolores River Canyon (Dove Creek),B. Box Elder Crag,-108.82243,37.8061,2,0,2,2.4000000000000004,2.4000000000000004
Kentucky,Kentucky > Foxtown Boulders > 00,Foxtown Boulders,Biosphere,Darkness Sector,-83.9946398630137,37.499252739726025,73,73,0,2.4356164383561643,2
Texas,Texas > Franklin Mountain Range > 00,Franklin Mountain Range,Crazy Cat a.k.a. Palisades,-,-106.48961222222222,31.823945555555557,9,4,5,2.3222222222222224,2.2
Wyoming,Wyoming > Fremont Canyon > 00,Fremont Canyon,Brown's Park,Klettergarten,-106.80703083333333,42.48679916666667,12,6,6,2.591666666666667,2.55
Colorado,Colorado > Fremont Pass > 00,Fremont Pass,Cecilville Slab aka Cecil Rock,-,-106.21737,39.33014,3,0,3,2.433333333333333,2.4
Georgia,Georgia > G-wall > 00,G-wall,-,-,-83.9637,34.6465,1,0,1,2,2
New Mexico,New Mexico > Gallup Area > 00,Gallup Area,Mentmore,New Side,-108.86991,35.51233333333333,3,0,3,2.533333333333333,2.6
New Mexico,New Mexico > Gallup Area > 01,Gallup Area,Red Rock Park,-,-108.69067333333334,35.546734444444446,9,9,0,2.8222222222222224,3
California,California > Georgetown > 00,Georgetown,Guanella Pass,7 Mile Boulders,-105.70883133333334,39.635860666666666,15,15,0,2.38,2.4
