state,crag,region_1,region_2,example_location,x,y,n,n_boulder,n_routes,mean_rating,median_rating
Florida,Florida > *Artificial Boulders > 00,*Artificial Boulders,Broken Glass Bridge,-,-84.289254,30.419912,5,5,0,2.7,3
Florida,Florida > *Artificial Boulders > 01,*Artificial Boulders,Hollywood Holds,-,-80.11533,26.02192,1,1,0,2,2
Florida,Florida > *Artificial Boulders > 02,*Artificial Boulders,Lexington Crossing,-,-82.36415,29.6166,1,1,0,2.6,2.6
Florida,Florida > *Artificial Boulders > 03,*Artificial Boulders,Pcola,-,-87.23842,30.46787,1,1,0,3.5,3.5
Florida,Florida > *Artificial Boulders > 04,*Artificial Boulders,University of South Florida,-,-82.41421,28.06118,1,1,0,4,4
Illinois,Illinois > *Holy Boulders and Surrounding > 00,*Holy Boulders and Surrounding,Hagler Road,A. Hagler Roof,-89.40946472222222,37.617625277777776,108,108,0,2.714814814814815,2.6
Illinois,Illinois > *Jackson Falls > 00,*Jackson Falls,A. North Canyon,C. Beaver Wall Right,-88.68646653846153,37.50453923076923,26,4,22,2.5653846153846156,2.55
New Hampshire,New Hampshire > *Pawtuckaway > 00,*Pawtuckaway,Area 51,Bermuda Triangle Boulder,-71.17519291666666,43.1145759375,96,95,1,2.4229166666666666,2.3
New Hampshire,New Hampshire > *Rumney > 00,*Rumney,*Rumney Bouldering,Black Jack Boulders,-71.8399743678161,43.80464689655172,87,39,48,2.4091954022988507,2.3
New Hampshire,New Hampshire > *Whitehorse Ledge > 00,*Whitehorse Ledge,08) The Last Wave Slab,-,-71.16745333333334,44.05574333333333,3,2,1,2.1333333333333333,2
Maine,Maine > -Acadia National Park > 00,-Acadia National Park,-MDI Bouldering,Beech Cliff Bouldering,-68.24779411764706,44.31944411764706,17,17,0,2.6294117647058823,2.6
Maine,Maine > -Camden Hills > 00,-Camden Hills,02. The Verticals,-,-69.07373066666666,44.236644,15,11,4,2.493333333333333,2.3
Maine,Maine > -Clifton Crags > 00,-Clifton Crags,Big Chick Hill,Left End and Left Face,-68.48694952380953,44.81206619047619,21,4,17,2.6285714285714286,2.7
Maine,Maine > -Shagg Crag > 00,-Shagg Crag,-,-,-70.52741,44.43274,4,0,4,2.075,2.1
Vermont,Vermont > 1. Northern Vermont > 00,1. Northern Vermont,114 Boulders,The Capybara Boulder,-71.94860249999999,44.7917575,4,3,1,3,3
Vermont,Vermont > 1. Northern Vermont > 01,1. Northern Vermont,Bolton Area,82 Crag,-72.88331131147541,44.389629180327866,61,46,15,2.4688524590163934,2.4
Vermont,Vermont > 1. Northern Vermont > 02,1. Northern Vermont,Butchers Crag,Butchers Crag East,-72.7289,44.64681,2,1,1,2.4,2.4
Vermont,Vermont > 1. Northern Vermont > 03,1. Northern Vermont,Eagle Point Quarry,Sôskadabi Ledge,-72.20906,45.00489,1,1,0,3,3
Vermont,Vermont > 1. Northern Vermont > 04,1. Northern Vermont,Ethan Allen Park,Hillside Boulders,-73.24058,44.506510000000006,2,2,0,2.15,2.15
Vermont,Vermont > 1. Northern Vermont > 05,1. Northern Vermont,Groton,Kettle Pond Boulders,-72.306375,44.295075,10,10,0,2.85,2.65
Vermont,Vermont > 1. Northern Vermont > 06,1. Northern Vermont,Lone Rock Point,Lone Rock Bouldering,-73.24914,44.48805,2,2,0,3,3
Vermont,Vermont > 1. Northern Vermont > 07,1. Northern Vermont,Marshfield Ledge,Dragonfly Theater,-72.31234666666667,44.327639999999995,6,0,6,2.5666666666666664,2.6
Vermont,Vermont > 1. Northern Vermont > 08,1. Northern Vermont,Mount Hor,Red Light District,-72.02942714285714,44.71680857142857,7,7,0,2.9285714285714284,3
Vermont,Vermont > 1. Northern Vermont > 09,1. Northern Vermont,Prospect Rock,Main Cliff,-72.72316,44.65477,1,0,1,2,2
Vermont,Vermont > 1. Northern Vermont > 10,1. Northern Vermont,Sentinel Rock,-,-72.02851,44.79098,2,2,0,2,2
Vermont,Vermont > 1. Northern Vermont > 11,1. Northern Vermont,Smugglers' Notch,Bat Cave Buttress,-72.79248235294118,44.55324980392157,51,49,2,2.4823529411764707,2.2
Vermont,Vermont > 1. Northern Vermont > 12,1. Northern Vermont,Vermont's Lonely Rocks - Northern,Tree Farm Boulder,-73.11476,44.50913,2,2,0,2.5,2.5
Vermont,Vermont > 1. Northern Vermont > 13,1. Northern Vermont,Wheeler Mountain,e. The Great Corner,-72.09117,44.7326,1,0,1,2,2
Vermont,Vermont > 1. Northern Vermont > 14,1. Northern Vermont,Winooski Cut/Quarry,Winooski Cut,-73.163965,44.489915,2,0,2,2.2,2.2
Vermont,Vermont > 1. Northern Vermont > 15,1. Northern Vermont,Wounded Grouse Ledge,-,-72.02023,44.76515,1,1,0,3,3
North Carolina,North Carolina > 1. Southern Mountains Region > 00,1. Southern Mountains Region,107 Boulders,Front Door Boulder,-83.13872,35.195645,6,6,0,2.0833333333333335,2
North Carolina,North Carolina > 1. Southern Mountains Region > 01,1. Southern Mountains Region,Bradley Falls,-,-82.29155,35.26847,2,0,2,1.95,1.95
North Carolina,North Carolina > 1. Southern Mountains Region > 02,1. Southern Mountains Region,Buffalo Creek Park,Tatanka Boulder,-82.19065666666667,35.48609833333333,6,3,3,2.6,2.5
North Carolina,North Carolina > 1. Southern Mountains Region > 03,1. Southern Mountains Region,Cedar Rock,Cedar Rock - Main Wall,-82.80667,35.25532,1,0,1,2.4,2.4
North Carolina,North Carolina > 1. Southern Mountains Region > 04,1. Southern Mountains Region,Eagle Rock,Lower Tier,-82.236915,35.47396,2,1,1,3,3
North Carolina,North Carolina > 1. Southern Mountains Region > 05,1. Southern Mountains Region,Eagle Rock,Upper Tier,-79.27729,35.60369,2,2,0,3,3
North Carolina,North Carolina > 1. Southern Mountains Region > 06,1. Southern Mountains Region,Eagle Rock,Weed Patch Mountain Trail Boulders,-82.23175,35.47678,1,1,0,4,4
North Carolina,North Carolina > 1. Southern Mountains Region > 07,1. Southern Mountains Region,Horseshoe Rock,Camptown Races,-82.96245,35.24224,1,0,1,2,2
North Carolina,North Carolina > 1. Southern Mountains Region > 08,1. Southern Mountains Region,Little Bearwallow Falls,Main Wall,-82.3394,35.46771,1,0,1,3.8,3.8
North Carolina,North Carolina > 1. Southern Mountains Region > 09,1. Southern Mountains Region,Looking Glass Rock,Looking Glass Boulders,-82.79484500000001,35.3049625,4,4,0,2.7,2.4
North Carolina,North Carolina > 1. Southern Mountains Region > 10,1. Southern Mountains Region,Melrose Mtn. Climbing Park,Central Boulder Field,-82.28009714285714,35.201904285714285,7,1,6,2.2857142857142856,2
North Carolina,North Carolina > 1. Southern Mountains Region > 11,1. Southern Mountains Region,Panthertown Valley,Big Green,-83.0281,35.1562,1,0,1,2,2
North Carolina,North Carolina > 1. Southern Mountains Region > 12,1. Southern Mountains Region,Rumbling Bald,Cereal Wall,-82.21545904761905,35.449514761904766,21,18,3,2.557142857142857,2.5
North Carolina,North Carolina > 1. Southern Mountains Region > 13,1. Southern Mountains Region,Rumbling Bald,Rumbling Bald Bouldering,-82.04893,35.14451,1,1,0,2.7,2.7
North Carolina,North Carolina > 1. Southern Mountains Region > 14,1. Southern Mountains Region,Rumbling Bald,Rumbling Bald Bouldering,-82.20967461538461,35.43570692307692,13,12,1,2.6384615384615384,2.7
North Carolina,North Carolina > 1. Southern Mountains Region > 15,1. Southern Mountains Region,Stony Bald,First Boulders,-82.7291,35.4353,5,5,0,2.62,2.7
North Carolina,North Carolina > 1. Southern Mountains Region > 16,1. Southern Mountains Region,Sugar Creek Gap,-,-83.00681,35.29306,1,1,0,3,3
Colorado,Colorado > 10 Mile Canyon > 00,10 Mile Canyon,Halfway Rock,-,-106.12831285714286,39.554265,14,0,14,2.4785714285714286,2.4
Vermont,Vermont > 2. Central Vermont > 00,2. Central Vermont,Abbey Pond Bouldering,Talus Field Boulders,-73.08568666666667,44.03332,3,3,0,2.6,2.6
Vermont,Vermont > 2. Central Vermont > 01,2. Central Vermont,Chaffee Falls,Hidden Valley Boulder,-72.83123115384615,43.69464423076923,26,26,0,2.2423076923076923,2
Vermont,Vermont > 2. Central Vermont > 02,2. Central Vermont,Eagle Hollow,Eagle Ledge,-72.298075,43.978745,6,0,6,2.716666666666667,2.7
Vermont,Vermont > 2. Central Vermont > 03,2. Central Vermont,Gap Boulders,Moose on the Loose,-72.78624,44.1099,2,2,0,4,4
Vermont,Vermont > 2. Central Vermont > 04,2. Central Vermont,Lake Dunmore/Falls of Lana,Powerline Boulders,-73.02470285714286,43.957054285714285,7,7,0,3,3
Vermont,Vermont > 2. Central Vermont > 05,2. Central Vermont,Riverside Walls,Riverside Bouldering,-72.53887,43.82703,1,1,0,4,4
Vermont,Vermont > 2. Central Vermont > 06,2. Central Vermont,Sunny Valley,Bits and Pieces,-72.81763,43.70639,8,8,0,2.5,2.5
Vermont,Vermont > 2. Central Vermont > 07,2. Central Vermont,Vermont's Lonely Rocks - Central,Bartlett Falls,-73.04804399999999,44.127798,5,5,0,2.4,2
Vermont,Vermont > 2. Central Vermont > 08,2. Central Vermont,Vermont's Lonely Rocks - Central,Old Rt 12 River Boulders,-72.65216,43.7983,3,3,0,2.6666666666666665,3
North Carolina,North Carolina > 2. Northern Mountains Region > 00,2. Northern Mountains Region,Blowing Rock Boulders,Classic Boulder,-81.74990333333334,36.097076666666666,3,3,0,3.2666666666666666,3.5
North Carolina,North Carolina > 2. Northern Mountains Region > 01,2. Northern Mountains Region,Boone Greenway Trail Boulders,Greenway Block,-81.64718500000001,36.213,2,2,0,3.25,3.25
North Carolina,North Carolina > 2. Northern Mountains Region > 02,2. Northern Mountains Region,Greybeard Boulders,Rocky Head,-82.29428,35.654455,2,2,0,2,2
North Carolina,North Carolina > 2. Northern Mountains Region > 03,2. Northern Mountains Region,Hound Ears,-,-79.2773,35.6037,4,4,0,2.5,2.5
North Carolina,North Carolina > 2. Northern Mountains Region > 04,2. Northern Mountains Region,Linville Gorge,Gold Coast Cliffs,-81.88755363636363,35.897409090909086,11,9,2,2.6454545454545455,2.7
North Carolina,North Carolina > 2. Northern Mountains Region > 05,2. Northern Mountains Region,Little Wilson,-,-81.79303,36.0885,1,0,1,2.6,2.6
North Carolina,North Carolina > 2. Northern Mountains Region > 06,2. Northern Mountains Region,McKinney Gap Boulders,Baskin Shark Boulder,-82.46776,35.9597,1,1,0,2,2
North Carolina,North Carolina > 2. Northern Mountains Region > 07,2. Northern Mountains Region,Rocky Knob Park,Boat Rock Wall,-81.641465,36.1672625,4,4,0,2.575,2.65
North Carolina,North Carolina > 2. Northern Mountains Region > 08,2. Northern Mountains Region,Wall-K in the Park,-,-81.5244,35.90169,2,2,0,2,2
North Carolina,North Carolina > 2. Northern Mountains Region > 09,2. Northern Mountains Region,Weaver Knob Boulders,Mini Fin 2,-82.4707,35.96553,1,1,0,3,3
North Carolina,North Carolina > 2. Northern Mountains Region > 10,2. Northern Mountains Region,Wolf Branch/Rich Knob,Bob Fudge Boulder,-82.44686,35.669399999999996,2,2,0,3.5,3.5
North Carolina,North Carolina > 3. Piedmont Region > 00,3. Piedmont Region,Bold Moon preserve boulder,-,-79.65761,36.17114,2,2,0,3.35,3.35
North Carolina,North Carolina > 3. Piedmont Region > 01,3. Piedmont Region,Crowders Mountain,Dixon School Boulders,-81.35789107142857,35.177416071428574,28,27,1,2.460714285714286,2.45
North Carolina,North Carolina > 3. Piedmont Region > 02,3. Piedmont Region,Hanging Rock State Park,Cooks Wall,-80.28821394736842,36.39551842105263,38,34,4,2.721052631578947,2.6
North Carolina,North Carolina > 3. Piedmont Region > 03,3. Piedmont Region,Latta Nature Preserve,Wash Rock,-80.92179166666666,35.355533333333334,6,6,0,2.6833333333333336,2.95
North Carolina,North Carolina > 3. Piedmont Region > 04,3. Piedmont Region,Pilot Mountain,00. Pilot Mountain Boulders,-80.48050583333334,36.343495833333336,12,5,7,2.275,2.1500000000000004
North Carolina,North Carolina > 3. Piedmont Region > 05,3. Piedmont Region,Rocky Face Recreational Area,Section 1,-81.119881875,35.963595,16,0,16,2.3625,2.3499999999999996
North Carolina,North Carolina > 3. Piedmont Region > 06,3. Piedmont Region,Stone Mountain,Stone Mountain North Face,-81.04690000000001,36.39234,5,0,5,3.2,3.2
North Carolina,North Carolina > 3. Piedmont Region > 07,3. Piedmont Region,Stony Mountain Vineyards,Datsun Boulder,-80.0977,35.32883,1,1,0,3,3
North Carolina,North Carolina > 3. Piedmont Region > 08,3. Piedmont Region,University of North Carolina at Charlotte,-,-80.74231,35.30776,3,3,0,2.3333333333333335,2
North Carolina,North Carolina > 3. Piedmont Region > 09,3. Piedmont Region,Uwharrie National Forest,-,-79.67872,35.4861,1,1,0,2,2
Vermont,Vermont > 3. Southern Vermont > 00,3. Southern Vermont,Bromley Forest,Eastern Frontier,-72.97498576923077,43.207176153846156,26,26,0,2.4692307692307693,2.25
Vermont,Vermont > 3. Southern Vermont > 01,3. Southern Vermont,Jamaica,Jamaica Boulders,-72.734475,43.076785,4,4,0,3.15,3
North Carolina,North Carolina > 4. Eastern Region > 00,4. Eastern Region,Battle Park Boulders,-,-77.80224,35.96181,2,2,0,2,2
North Carolina,North Carolina > 4. Eastern Region > 01,4. Eastern Region,Big Godson,-,-79.3318,35.95559,1,1,0,2,2
North Carolina,North Carolina > 4. Eastern Region > 02,4. Eastern Region,Carrboro/University Lake boulders,Jolly Green Boulder,-79.058336,35.972972,5,5,0,2.4,2
North Carolina,North Carolina > 4. Eastern Region > 03,4. Eastern Region,Haw River Boulders,-,-79.10378,35.72747,2,2,0,2.5,2.5
North Carolina,North Carolina > 4. Eastern Region > 04,4. Eastern Region,Raleigh area climbing,Black Creek Kings,-78.73529578947368,35.78831263157895,19,19,0,2.873684210526316,2.6
North Carolina,North Carolina > 4. Eastern Region > 05,4. Eastern Region,The Trestle,Downstream (East) Side,-78.445544,36.168372000000005,5,0,5,2.6,2.4
Texas,Texas > Adair Springs > 00,Adair Springs,-,-,-97.41057,32.11221,1,1,0,2,2
New York,New York > Adirondacks > 00,Adirondacks,A: Lake Champlain Region,Poke-O-Moonshine,-73.5037,44.40782,1,0,1,2,2
New York,New York > Adirondacks > 01,Adirondacks,B: Chapel Pond Pass,Beer Walls,-73.75021,44.15528142857143,7,3,4,2.4571428571428573,2.4
New York,New York > Adirondacks > 02,Adirondacks,E: High Peaks Region,Big Slide Mtn.,-73.8364225,44.1844375,4,3,1,2.55,2.5
New York,New York > Adirondacks > 03,Adirondacks,F: Lake George Region,Ark Wall,-73.5939,43.56076,2,0,2,2.4,2.4
New York,New York > Adirondacks > 04,Adirondacks,F: Lake George Region,Cove Boulders,-73.47325,43.79578,2,2,0,3,3
New York,New York > Adirondacks > 05,Adirondacks,F: Lake George Region,Gull Pond,-73.7061,43.83282,1,1,0,3,3
New York,New York > Adirondacks > 06,Adirondacks,F: Lake George Region,Rogers Rock,-73.47622,43.79913,2,0,2,2,2
New York,New York > Adirondacks > 07,Adirondacks,F: Lake George Region,Shelving Rock,-73.607902,43.547746,5,0,5,2.24,2.4
New York,New York > Adirondacks > 08,Adirondacks,G: Indian Lake Region,Crane Mountain,-73.9677,43.5378,1,0,1,2.4,2.4
New York,New York > Adirondacks > 09,Adirondacks,G: Indian Lake Region,Lake Pleasant Quarry,-74.43685,43.46001,1,0,1,2.7,2.7
New York,New York > Adirondacks > 10,Adirondacks,G: Indian Lake Region,Rich Lake,-74.19036,43.9757,1,1,0,3,3
New York,New York > Adirondacks > 11,Adirondacks,G: Indian Lake Region,Snowy Mountain Bouldering,-74.37453333333333,43.69823,3,1,2,3.1666666666666665,3
New York,New York > Adirondacks > 12,Adirondacks,H: Southern Mountains,Canada Lake Boulders (aka Pinnacle Pull-Off),-74.53941291666666,43.19005,24,21,3,2.3833333333333333,2
New York,New York > Adirondacks > 13,Adirondacks,H: Southern Mountains,Woods Lake Bouldering,-74.305545,43.254775,4,4,0,3.375,3.25
New York,New York > Adirondacks > 14,Adirondacks,I: Old Forge Region,Eagle Falls,-75.1959,43.9051,1,0,1,3.4,3.4
New York,New York > Adirondacks > 15,Adirondacks,K: Northern Region,Bluff Island,-74.1110590909091,44.306509999999996,22,22,0,2.4136363636363636,2.2
New York,New York > Adirondacks > 16,Adirondacks,K: Northern Region,Silver Lake,-73.80476,44.516819999999996,4,0,4,2.875,3.1
New York,New York > Adirondacks > 17,Adirondacks,K: Northern Region,South Colton,-74.8517,44.4873,2,0,2,2.5,2.5
Delaware,Delaware > Alapocas Run State Park > 00,Alapocas Run State Park,Main Roped Climbing Wall,-,-75.55829,39.76909,1,1,0,2.8,2.8
New Mexico,New Mexico > Albuquerque Area > 00,Albuquerque Area,Big Block,Big Block,-106.362054,35.030972,5,2,3,2.2600000000000002,2.2
New Mexico,New Mexico > Albuquerque Area > 01,Albuquerque Area,Boot Hill,-,-106.45774707692308,35.14362769230769,65,43,22,2.526153846153846,2.5
Colorado,Colorado > Alpine Rock > 00,Alpine Rock,Gore Mountain Range,Sakkety Point,-106.55174,40.15442,2,0,2,2.35,2.35
California,California > Alpine Rock > 00,Alpine Rock,Indian Peaks,Crater Lake Bouldering,-105.67924000000001,40.09440333333333,3,3,0,2.3333333333333335,2
Colorado,Colorado > Alpine Rock > 01,Alpine Rock,Mt. Blue Sky (formerly Mt. Evans),Lincoln Lake Slabs,-105.6056,39.6178,2,0,2,2.4,2.4
California,California > Alpine Rock > 01,Alpine Rock,Mt. Blue Sky (formerly Mt. Evans),Mt. Blue Sky (formerly Mount Evans) Bouldering,-105.61692307692307,39.62854615384615,13,13,0,2.646153846153846,2.5
California,California > Alpine Rock > 02,Alpine Rock,RMNP - Rock,RMNP Bouldering Areas,-105.62560153846154,40.27860846153846,13,13,0,2.746153846153846,3
California,California > Alpine Rock > 03,Alpine Rock,San Juans,Uncompahgre/Big Blue Wilderness,-107.54697,38.09028,1,1,0,3,3
Illinois,Illinois > Alto Pass > 00,Alto Pass,A: Quetil Trail Bluff,-,-89.31523,37.5688275,4,3,1,2.65,2.3
Georgia,Georgia > Ansley Boulder > 00,Ansley Boulder,-,-,-83.35325,33.90594,3,3,0,2.4,2
Georgia,Georgia > Arabia Mountain > 00,Arabia Mountain,Eastwood,-,-84.1114,33.668115,2,2,0,2.85,2.85
Rhode Island,Rhode Island > Arcadia Management Area > 00,Arcadia Management Area,Escoheag,The Escoheag Boulder,-71.73461875,41.57588125,8,8,0,2.625,2.65
South Carolina,South Carolina > Asbury Hills > 00,Asbury Hills,Alliteration Wall,-,-82.64084,35.07793,1,1,0,2.5,2.5
Colorado,Colorado > Aspen > 00,Aspen,Gold Butte,Southwest TR,-106.79798,39.23024,2,0,2,3.05,3.05
Texas,Texas > Austin Area > 00,Austin Area,Barton Creek Greenbelt,Backyard Bouldering Wall,-97.79258431372548,30.28741137254902,51,38,13,2.623529411764706,2.6
Texas,Texas > Austin Area > 01,Austin Area,McKinney Falls State Park,Lower Falls,-97.72207857142857,30.186934285714287,7,7,0,2.7857142857142856,2.5
Texas,Texas > Austin Area > 02,Austin Area,Monster Rock,Dungeons and Dragons Wall & J.R.R. Tolkein Wall,-98.11248392857142,30.376310714285715,56,12,45,2.4160714285714286,2.3
Oklahoma,Oklahoma > BABBS > 00,BABBS,COWTOWN,SWERVE bloc,-98.91925,34.87393,2,2,0,2.5,2.5
Tennessee,Tennessee > Backbone Rock > 00,Backbone Rock,Backbone Boulders,Death Tree Boulder,-81.8151,36.594,2,2,0,2.5,2.5
Iowa,Iowa > Backbone State Park > 00,Backbone State Park,Bouldering,Devils Backbone West,-91.55108533333333,42.61107966666667,30,30,0,3.7666666666666666,4
Maryland,Maryland > Baltimore City Watershed > 00,Baltimore City Watershed,Loch Raven Reservoir,Coffland Point,-76.56036,39.444425,4,4,0,2.5,2.5
Minnesota,Minnesota > Banning State Park - Bouldering > 00,Banning State Park - Bouldering,Teacher's Overlook,-,-92.8395,46.16448,5,5,0,3,3
Wisconsin,Wisconsin > Baraboo Range > 00,Baraboo Range,Devil's Lake,Devil's Lake Bouldering,-89.72794229357798,43.41773995412844,218,218,0,2.4642201834862387,2.4
Wisconsin,Wisconsin > Baraboo Range > 01,Baraboo Range,Weidman Memorial Park,Northeast side of Narrows Creek,-89.952054,43.480894,5,5,0,2.56,2.3
New York,New York > Bard College - Bouldering > 00,Bard College - Bouldering,Bot-Rock,-,-73.90564,42.02358,1,1,0,2,2
Oklahoma,Oklahoma > Bartlesville > 00,Bartlesville,The Farm,Cheese Wedge Area,-96.06542,36.76982,1,1,0,2,2
Tennessee,Tennessee > Bays Mountain > 00,Bays Mountain,Main Wall,-,-82.610525,36.507580000000004,2,0,2,2.5,2.5
Rhode Island,Rhode Island > Beach Pond > 00,Beach Pond,Big 40 Wall,-,-71.77594896551724,41.56779724137931,29,29,0,2.5448275862068965,2.5
New York,New York > Beaver Creek State Forest > 00,Beaver Creek State Forest,Hell Spring Mountain,Big Beavers,-75.527095,44.410925,2,2,0,2,2
Tennessee,Tennessee > Bells Bend > 00,Bells Bend,-,-,-86.92197,36.15453,2,2,0,2,2
Iowa,Iowa > Bever Park > 00,Bever Park,-,-,-91.62621,41.98553,1,1,0,3,3
Texas,Texas > Big Bend National Park > 00,Big Bend National Park,Ernst Tinaja Canyon,Third World,-103.18526,29.395825,10,10,0,2.66,2.4
Texas,Texas > Big Bend National Park > 01,Big Bend National Park,Indian Head,-,-103.58135,29.220016666666666,3,3,0,2.6,2.8
South Carolina,South Carolina > Big Rock Mountain > 00,Big Rock Mountain,Arch Wall,-,-82.78929857142857,34.956806428571426,14,9,5,2.592857142857143,2.65
Tennessee,Tennessee > Big Soddy Gorge > 00,Big Soddy Gorge,Zombie Zone,-,-85.18952,35.29963,3,0,3,2.8333333333333335,3
Tennessee,Tennessee > Big South Fork > 00,Big South Fork,Blue Heron,Carolina Training Wall,-84.54431,36.6706,1,0,1,2.3,2.3
Minnesota,Minnesota > Big Stone National Wildlife Refuge > 00,Big Stone National Wildlife Refuge,Fat man & Little Boy,-,-96.404535,45.257335,4,4,0,3,3
New York,New York > Bike Trail Boulder > 00,Bike Trail Boulder,-,-,-73.66523,41.41662,1,1,0,3,3
Maryland,Maryland > Bikeside Boulders > 00,Bikeside Boulders,-,-,-76.68929,39.31115,1,1,0,2,2
Alabama,Alabama > Bishop Mountain > 00,Bishop Mountain,Middle Bishop,Arecibo Boulders,-86.37857076923076,34.454433076923074,13,13,0,2.6538461538461537,2.3
Rhode Island,Rhode Island > Black Hut Boulder > 00,Black Hut Boulder,-,-,-71.66989,41.98643,1,1,0,2.7,2.7
Tennessee,Tennessee > Black Mountain > 00,Black Mountain,Backyard,Tityos Block Area,-84.89378571428571,35.86653714285714,7,4,3,2.585714285714286,2.6
Georgia,Georgia > Blacks bluff preserve > 00,Blacks bluff preserve,-,-,-85.21838,34.21172,2,2,0,2,2
Georgia,Georgia > Blood Mountain > 00,Blood Mountain,-,-,-83.93738,34.73996,2,2,0,2,2
Iowa,Iowa > Bloody Run County Park > 00,Bloody Run County Park,Well's Hollow Trail,-,-91.21768,43.03999,1,1,0,4,4
Tennessee,Tennessee > Blue Hole Falls > 00,Blue Hole Falls,Highball Area,Tennessee Pusher Boulder,-82.73008,36.268535,2,2,0,2,2
Minnesota,Minnesota > Blue Mounds State Park (Luverne) > 00,Blue Mounds State Park (Luverne),Bouldering @ Blue Mounds,Bleak Boulders,-96.18852666666666,43.69537076923077,39,39,0,2.4256410256410255,2.3
New York,New York > Blue Mountain Park > 00,Blue Mountain Park,Fuhgeddaboudit Boulder,-,-73.916685,41.2653075,4,4,0,3.075,3
Georgia,Georgia > Boat Rock > 00,Boat Rock,Beam Me Up Scotty Area,Beam Me Up Scotty Area,-84.56394866666666,33.719912,30,30,0,2.4466666666666668,2.5
Colorado,Colorado > Boulder > 00,Boulder,Boulder Canyon,Across from The Bihedral aka Cascade Crag,-105.38963492753624,39.99086898550725,69,0,69,2.2666666666666666,2.2
California,California > Boulder > 00,Boulder,Boulder Canyon,Boulder Canyon Boulder (AKA Graham Boulder),-105.29844250000001,39.99380448529412,136,136,0,2.563970588235294,2.5
Delaware,Delaware > Brandywine Park > 00,Brandywine Park,Front and Center Boulder,-,-75.55106,39.75675,1,1,0,3,3
Texas,Texas > Brazos River Boulders > 00,Brazos River Boulders,-,-,-98.28027,32.882,1,1,0,4,4
Colorado,Colorado > Breckenridge > 00,Breckenridge,A Bug’s Crag,-,-106.0733,39.40378,2,0,2,3,3
Texas,Texas > Brownwood > 00,Brownwood,The Maze / Stairs,-,-99.0069,31.83665,3,3,0,2.5,2
Alabama,Alabama > Buck’s Pocket > 00,Buck’s Pocket,Northeast Section,Freebird Buttress,-86.049649,34.473372,10,1,9,2.42,2
California,California > Buena Vista > 00,Buena Vista,*Arkansas Valley Bouldering,East,-106.0468775,38.8475275,4,4,0,2.5,2
California,California > Buena Vista > 01,Buena Vista,*Arkansas Valley Bouldering,East,-106.14710933333333,38.87286066666667,60,60,0,2.4883333333333333,2.3
California,California > Buena Vista > 02,Buena Vista,*Arkansas Valley Bouldering,South,-106.15861142857143,38.73890142857143,7,7,0,2.6714285714285713,2.7
Colorado,Colorado > Buena Vista > 00,Buena Vista,Bob's Rock,-,-106.141918,38.886201,10,0,10,2.35,2.3
California,California > Buena Vista > 03,Buena Vista,Granite Campground Area,Jazzyland Boulders,-106.25402,39.03427,1,1,0,2,2
Colorado,Colorado > Buena Vista > 01,Buena Vista,St. Elmo,St. Elmo Slab,-106.13380615384615,38.86518769230769,13,0,13,2.4846153846153847,2.6
Tennessee,Tennessee > Buffalo Rock on French Broad River > 00,Buffalo Rock on French Broad River,-,-,-82.93149,35.93945,1,1,0,3,3
Georgia,Georgia > Buford Dam Boulders > 00,Buford Dam Boulders,Clearcut Wall,-,-84.08191333333333,34.14756,3,3,0,2.1,2
Wisconsin,Wisconsin > Buildering Sites (statewide) > 00,Buildering Sites (statewide),Appleton (Peabody Park),Bridge EAST,-88.3875,44.26758,3,3,0,2,2
Wisconsin,Wisconsin > Buildering Sites (statewide) > 01,Buildering Sites (statewide),Camp Randall Stadium Area,-,-89.44115428571429,43.06854714285714,7,7,0,2.2857142857142856,2
Wisconsin,Wisconsin > Buildering Sites (statewide) > 02,Buildering Sites (statewide),Marquette Campus,Memorial Library,-87.94437818181818,42.887626363636365,11,11,0,2.4909090909090907,2.8
Wisconsin,Wisconsin > Buildering Sites (statewide) > 03,Buildering Sites (statewide),Oak Leaf Bike Trail - Sidney,-,-87.91511,43.1081425,4,4,0,2.625,2.75
Wisconsin,Wisconsin > Buildering Sites (statewide) > 04,Buildering Sites (statewide),UW Madison Campus,-,-89.41169,43.07812,2,2,0,2,2
Wisconsin,Wisconsin > Buildering Sites (statewide) > 05,Buildering Sites (statewide),"University Of Wisconsin, Milwaukee",-,-87.88285,43.07531,2,2,0,2.75,2.75
Indiana,Indiana > Butler University > 00,Butler University,-,-,-86.17086,39.84064,1,1,0,2,2
Missouri,Missouri > CM: Andromeda > 00,CM: Andromeda,A: Sandstone Slab,-,-92.50906499999999,38.935959999999994,2,1,1,2.8,2.8
Missouri,Missouri > CM: Bald Ridge Boulders > 00,CM: Bald Ridge Boulders,-,-,-92.08033,37.63475,1,1,0,2,2
Missouri,Missouri > CM: Boulder Ridge-Haha Tonka SP > 00,CM: Boulder Ridge-Haha Tonka SP,-,-,-92.78133,37.97256,1,1,0,3,3
Missouri,Missouri > CM: Capen Park > 00,CM: Capen Park,Capen Main Wall,-,-92.32067,38.93032,2,2,0,2.5,2.5
Missouri,Missouri > CM: Columbia Area Bouldering > 00,CM: Columbia Area Bouldering,Three Creeks,Turkey Creek Trail,-92.28149333333333,38.842416666666665,3,3,0,2.3333333333333335,2
Missouri,Missouri > CM: Deadwood Boulder > 00,CM: Deadwood Boulder,-,-,-91.91833,37.85225,5,5,0,2.8,3
