105939182,Location,"Starts just left of Second Coming.  Rap from upper Gemini ring anchors to the Sentry Box Ledge, then a second rap to the ground.","Location`Starts just left of Second Coming.  Rap from upper Gemini ring anchors to the Sentry Box Ledge, then a second rap to the ground."
105939182,Protection,Small to medium nuts and cams.  No fixed gear.,Protection`Small to medium nuts and cams.  No fixed gear.
105939175,Description,"One of three routes starting from the Sentry Box Ledge, Gemini Crack is an excellent line with a thought-provoking but well-protected crux.  Though officially it's a two-pitch climb, there's no good reason not to do it in one long pitch.  Don't miss this classic if you're climbing the South Side.  P1 - Starting on the Sentry Ledge, climb a right-facing corner until you're just below a pair of left-angling vertical cracks on steeper ground.  Move right to the cracks and follow them up and left (crux).  When these cracks peter out, continue a short distance on easier terrain to a good horizontal gear belay (or to combine pitches, continue up to the anchors). 5.8, 100'  P2 - Continue up through eyebrows and some runout easier ground to the new ring anchors below the old Gemini rap tree. 5.6, 80'","Description`One of three routes starting from the Sentry Box Ledge, Gemini Crack is an excellent line with a thought-provoking but well-protected crux.  Though officially it's a two-pitch climb, there's no good reason not to do it in one long pitch.  Don't miss this classic if you're climbing the South Side.  P1 - Starting on the Sentry Ledge, climb a right-facing corner until you're just below a pair of left-angling vertical cracks on steeper ground.  Move right to the cracks and follow them up and left (crux).  When these cracks peter out, continue a short distance on easier terrain to a good horizontal gear belay (or to combine pitches, continue up to the anchors). 5.8, 100'  P2 - Continue up through eyebrows and some runout easier ground to the new ring anchors below the old Gemini rap tree. 5.6, 80'"
105939175,Location,"Starts on the Sentry Box Ledge just left of Zodiac.  An alleged 3rd class scramble (more of a 5.easy free solo) will get you to the ledge.  Double-rope rap from new ring bolts just below the old belay tree gets you back to the Sentry Ledge, then a single-rope rap to the ground.","Location`Starts on the Sentry Box Ledge just left of Zodiac.  An alleged 3rd class scramble (more of a 5.easy free solo) will get you to the ledge.  Double-rope rap from new ring bolts just below the old belay tree gets you back to the Sentry Ledge, then a single-rope rap to the ground."
105939175,Protection,"Medium gear; cams, tricams and nuts.","Protection`Medium gear; cams, tricams and nuts."
105874379,Description,"This climb has been the site of many broken ankle injuries due to a fall at the crux. It is advised that climbers should belay higher up in the crack below the crux to prevent rope stretch. The rope stretch if belayed from the ground, is enough that it almost guarantees the leader would strike the slab below.Pitch 1: Climb easy ground, allowing yourself to be funneled to the crux. As the crack reaches vertical you'll definitely begin to realize where the difficulty is. Immediately after the crux, belay on the ledge. Gear anchor. It looks like there were bolts there at one time. 30mPitch 2: Continue up the easing crack to a belay in some vegetation. 60m","Description`This climb has been the site of many broken ankle injuries due to a fall at the crux. It is advised that climbers should belay higher up in the crack below the crux to prevent rope stretch. The rope stretch if belayed from the ground, is enough that it almost guarantees the leader would strike the slab below.Pitch 1: Climb easy ground, allowing yourself to be funneled to the crux. As the crack reaches vertical you'll definitely begin to realize where the difficulty is. Immediately after the crux, belay on the ledge. Gear anchor. It looks like there were bolts there at one time. 30mPitch 2: Continue up the easing crack to a belay in some vegetation. 60m"
105874379,Location,This is one of two obvious right-arching dihedrals well to the left of Gemini Crack (the other is Rat's Ass).,Location`This is one of two obvious right-arching dihedrals well to the left of Gemini Crack (the other is Rat's Ass).
105874379,Protection,Standard rack. Rappel from either of two new sets of ring anchors (near the old rap tree) above Gemini Crack. Gemini can be crowded.,Protection`Standard rack. Rappel from either of two new sets of ring anchors (near the old rap tree) above Gemini Crack. Gemini can be crowded.
105950764,Description,"Unfinished Concerto provides the meat of the route in the first pitch - nice crack climbing to a very balancy mantel on to a ledge with bolts.  From here, 2-3 pitches of easier climbing takes you to the Gemini Rappel Anchors.  Double ropes are needed to rap to Sentry Box ledge and one single rope rappel (or down climb) gets you to the ground.","Description`Unfinished Concerto provides the meat of the route in the first pitch - nice crack climbing to a very balancy mantel on to a ledge with bolts.  From here, 2-3 pitches of easier climbing takes you to the Gemini Rappel Anchors.  Double ropes are needed to rap to Sentry Box ledge and one single rope rappel (or down climb) gets you to the ground."
105950764,Location,Located on a tree covered ledge to the left of Rat's Ass and Second Coming.  Look for the great hand size crack on the first pitch.,Location`Located on a tree covered ledge to the left of Rat's Ass and Second Coming.  Look for the great hand size crack on the first pitch.
105950764,Protection,"Standard NC rack.  Double ropes, long runners.","Protection`Standard NC rack.  Double ropes, long runners."
105894448,Description,"After you've done the Tree Ledge classics like the Great Arch and No Alternative, you'll probably be ready to take a bigger bite out of Stone Mountain. The Pulpit is a great choice for a long, bottom-to-top moderate lead, with some interesting variety beyond straight-ahead friction. The climbing is exciting enough to get your blood pumping but never really desperate. Though the ""Selected Climbs"" guidebook comment on this being the mountain's best protected route isn't really accurate (the Arch takes that honor), the Pulpit is definitely well-protected by Stone Mountain standards.P1 -- starting at an arching, left-facing corner, climb the corner to its end, then straight up on good friction to the left end of a sloping ledge. Clip a bolt above the ledge and traverse right to the end of the ledge (good pro along the way in a horizontal feature). Climb straight up to another bolt, then follow a steep but featured shallow groove (crux) to a third bolt. At the end of the groove, trend up and right past a fourth bolt to bolted anchors (hanging belay). 5.8, ~160'P2 -- continue friction climbing straight up past two bolts, about 60'. At the second bolt, traverse left following the path of least resistance until you're below the obvious anchors; a fixed pin that once was a landmark here is gone. Easy climbing on scoops and actual holds leads you to the belay. This is probably the only pitch where there's no real opportunity for gear placements. 5.8, ~120'P3 -- diagonal up and right on easy ground to an obvious shallow left-facing corner; small brass and/or a pink tricam may come in handy. Step up onto the corner and delicately traverse right for about 50' (no protection), crossing a shallow water groove that may or may not be dry. Finish at a spacious and comfortable alcove known as the Oasis -- a nice spot for a lunch break if no other climbers are coming up behind you. 5.8, ~150'P4 -- from the Oasis, climb up and right to the parallel dikes that form Grand Funk Railroad; a small overlap before the dikes offers a possible gear placement. Follow the Grand Funk dikes up to that route's P4 belay anchors; clip the anchor for pro, then leave the dikes and continue more or less straight up to a large flake (the Pulpit). This pitch is a rope-stretcher. Belay at anchors above the flake. 5.8-, 180'P5 -- continue up on easier terrain to the top; an overlap maybe halfway up the pitch can be used for pro to increase your comfort level. Belay at anchors 5.3, 110'","Description`After you've done the Tree Ledge classics like the Great Arch and No Alternative, you'll probably be ready to take a bigger bite out of Stone Mountain. The Pulpit is a great choice for a long, bottom-to-top moderate lead, with some interesting variety beyond straight-ahead friction. The climbing is exciting enough to get your blood pumping but never really desperate. Though the ""Selected Climbs"" guidebook comment on this being the mountain's best protected route isn't really accurate (the Arch takes that honor), the Pulpit is definitely well-protected by Stone Mountain standards.P1 -- starting at an arching, left-facing corner, climb the corner to its end, then straight up on good friction to the left end of a sloping ledge. Clip a bolt above the ledge and traverse right to the end of the ledge (good pro along the way in a horizontal feature). Climb straight up to another bolt, then follow a steep but featured shallow groove (crux) to a third bolt. At the end of the groove, trend up and right past a fourth bolt to bolted anchors (hanging belay). 5.8, ~160'P2 -- continue friction climbing straight up past two bolts, about 60'. At the second bolt, traverse left following the path of least resistance until you're below the obvious anchors; a fixed pin that once was a landmark here is gone. Easy climbing on scoops and actual holds leads you to the belay. This is probably the only pitch where there's no real opportunity for gear placements. 5.8, ~120'P3 -- diagonal up and right on easy ground to an obvious shallow left-facing corner; small brass and/or a pink tricam may come in handy. Step up onto the corner and delicately traverse right for about 50' (no protection), crossing a shallow water groove that may or may not be dry. Finish at a spacious and comfortable alcove known as the Oasis -- a nice spot for a lunch break if no other climbers are coming up behind you. 5.8, ~150'P4 -- from the Oasis, climb up and right to the parallel dikes that form Grand Funk Railroad; a small overlap before the dikes offers a possible gear placement. Follow the Grand Funk dikes up to that route's P4 belay anchors; clip the anchor for pro, then leave the dikes and continue more or less straight up to a large flake (the Pulpit). This pitch is a rope-stretcher. Belay at anchors above the flake. 5.8-, 180'P5 -- continue up on easier terrain to the top; an overlap maybe halfway up the pitch can be used for pro to increase your comfort level. Belay at anchors 5.3, 110'"
105894448,Location,Starts at ground level just right of the Dirty Crack corner. Rap from the anchors or walk off using the summit trail.,Location`Starts at ground level just right of the Dirty Crack corner. Rap from the anchors or walk off using the summit trail.
105894448,Protection,"A light rack of mostly smaller cams and passive gear. The first pitch protects well; after that, you may have opportunities for one or two placements at most on each pitch. All belays have bolted anchors.","Protection`A light rack of mostly smaller cams and passive gear. The first pitch protects well; after that, you may have opportunities for one or two placements at most on each pitch. All belays have bolted anchors."
106101415,Description,"Grunt your way up the splitter chimney. Feel the exposure as you worm your way past overhangs, teetering close to edge of the chimney. As you near the top, you can either roll out left onto the steep, sharp face and head up to a small tree (better for toproping), or continue to tunnel your way up the chimney to the top.","Description`Grunt your way up the splitter chimney. Feel the exposure as you worm your way past overhangs, teetering close to edge of the chimney. As you near the top, you can either roll out left onto the steep, sharp face and head up to a small tree (better for toproping), or continue to tunnel your way up the chimney to the top."
106101415,Location,The obvious chimney that runs the entire height of David's Castle Wall.,Location`The obvious chimney that runs the entire height of David's Castle Wall.
106101415,Protection,"standard rack, sling trees for toproping","Protection`standard rack, sling trees for toproping"
105925443,Description,"A Table Rock classic that roasts in the sun on the south face.  The bombay chimney on the last pitch is a delightful squirm.  This is the obvious corner/crack/chimney system that splits the south face of Table Rock.  Start: Beneath the obvious corner system.  There is often a cheater stack at the base to help folks through the hard first move.  P1: Make a hard high step (perhaps the crux of the  route), then wander up the crack in the corner to below the big roof (older anchor below roof).  Exit right (5.7) through steep ground on good holds and belay above.  NOTE: If you don't want to bring big cams (4"" or so) to belay in the main crack, there is a stance up and right on a block.  The pro for this second anchor is good but tricky to find.) EDIT: Apparently there are bolts here now. Who knows how long they will last.  P2:  Move up the widening crack.  Navigate a bulge  (great hand jams in the back) and pull into an alcove atop a chockstone in the chimney (possible belay).  Squirm up the chimney above.","Description`A Table Rock classic that roasts in the sun on the south face.  The bombay chimney on the last pitch is a delightful squirm.  This is the obvious corner/crack/chimney system that splits the south face of Table Rock.  Start: Beneath the obvious corner system.  There is often a cheater stack at the base to help folks through the hard first move.  P1: Make a hard high step (perhaps the crux of the  route), then wander up the crack in the corner to below the big roof (older anchor below roof).  Exit right (5.7) through steep ground on good holds and belay above.  NOTE: If you don't want to bring big cams (4"" or so) to belay in the main crack, there is a stance up and right on a block.  The pro for this second anchor is good but tricky to find.) EDIT: Apparently there are bolts here now. Who knows how long they will last.  P2:  Move up the widening crack.  Navigate a bulge  (great hand jams in the back) and pull into an alcove atop a chockstone in the chimney (possible belay).  Squirm up the chimney above."
105925443,Location,"This is the obvious corner/crack/chimney system that splits the south face of Table Rock.  It is visible from the parking lot.    Approach by hiking the TR summit trail a few hundred yards until the East Face climber's trail cuts right.  Go ~200 feet along the East face trail, then look for a small trail heading uphill.  Follow this small trail for ~100 yards.  The climb starts below the obvious corner.  Look for a cheater stack that often helps folks through the challenging first move.","Location`This is the obvious corner/crack/chimney system that splits the south face of Table Rock.  It is visible from the parking lot.    Approach by hiking the TR summit trail a few hundred yards until the East Face climber's trail cuts right.  Go ~200 feet along the East face trail, then look for a small trail heading uphill.  Follow this small trail for ~100 yards.  The climb starts below the obvious corner.  Look for a cheater stack that often helps folks through the challenging first move."
105925443,Protection,"Nuts and cams to 3""; optional 4"" piece for the belay atop P1.","Protection`Nuts and cams to 3""; optional 4"" piece for the belay atop P1."
105887719,Description,"At the very top of the main tier you can find this obvious left-leaning crack that climbs into an alcove.  Climb the cracks, through the thin crux up to a nice horizontal and then stand up into an alcove. Exiting the alcove you will find coldshut anchors.","Description`At the very top of the main tier you can find this obvious left-leaning crack that climbs into an alcove.  Climb the cracks, through the thin crux up to a nice horizontal and then stand up into an alcove. Exiting the alcove you will find coldshut anchors."
105887719,Protection,A couple small cams for the bottom and then a few hand-sized pieces for the top.,Protection`A couple small cams for the bottom and then a few hand-sized pieces for the top.
105941036,Description,"Hindu Kush is another classic Ship Rock moderate. A taste of North Carolina steep burl with absolutely gigantic holds!Pitch 1: There are a couple of variations, all of which funnel into the intimidating roof above. The standard follows the obvious but hard to protect low-angle corner, which comes into the roof from the right, 5.8. The second (my favorite) starts left of the corner and climbs a two-bolt slab to the roof, which is 5.9. The final, which would make for a heady lead, starts directly beneath the roof in a gorgeous left-facing corner at .10+. After pulling a ""topout"" move onto the ledge above the roof, belay from bolts or rap off. 70'Pitch 2: Head right to an obvious easy corner and wander up the path of least resistance, 5.8, or climb the roof directly off the belay and continue up a system of corners and bulges, 5.10a.  Belay at the clifftop. 110'Old guidebooks show pitch 2 being split into two which will help with rope drag.NOTE: One can also traverse left to the second pitch of KB Capers.","Description`Hindu Kush is another classic Ship Rock moderate. A taste of North Carolina steep burl with absolutely gigantic holds!Pitch 1: There are a couple of variations, all of which funnel into the intimidating roof above. The standard follows the obvious but hard to protect low-angle corner, which comes into the roof from the right, 5.8. The second (my favorite) starts left of the corner and climbs a two-bolt slab to the roof, which is 5.9. The final, which would make for a heady lead, starts directly beneath the roof in a gorgeous left-facing corner at .10+. After pulling a ""topout"" move onto the ledge above the roof, belay from bolts or rap off. 70'Pitch 2: Head right to an obvious easy corner and wander up the path of least resistance, 5.8, or climb the roof directly off the belay and continue up a system of corners and bulges, 5.10a.  Belay at the clifftop. 110'Old guidebooks show pitch 2 being split into two which will help with rope drag.NOTE: One can also traverse left to the second pitch of KB Capers."
105941036,Location,"The route is just right of KB Capers. Look for a clean, left facing corner. This is the direct variation (5.10+). Just right is the slab variation (5.9). And just right of that is the standard corner (5.8).To descend, rappel off the Boardwalk anchors.","Location`The route is just right of KB Capers. Look for a clean, left facing corner. This is the direct variation (5.10+). Just right is the slab variation (5.9). And just right of that is the standard corner (5.8).To descend, rappel off the Boardwalk anchors."
105941036,Protection,"A single rack should see you through any of the variations. A #4 Camalot protects the heel-hook/topout move onto the ledge on P. 1. It might be nice, if you're unfamiliar with heel-hooking and the mantle, techniques not common on 5.8 routes.","Protection`A single rack should see you through any of the variations. A #4 Camalot protects the heel-hook/topout move onto the ledge on P. 1. It might be nice, if you're unfamiliar with heel-hooking and the mantle, techniques not common on 5.8 routes."
106135806,Description,This is the first sharp arete you see when you reach the landing after the short rock tunnel.  The first 30' start out as an arete and then transitions into a corner for the last 25'.  Start on the left side of the arete and move up to the roof.  Step right around the arete and continue up the face until you reach the corner.  Follow the corner to a short face to the bolted anchors.  Use long runners in the first section of the climb to prevent wearing the rope over the arete.  Enjoy the exposure on this one!,Description`This is the first sharp arete you see when you reach the landing after the short rock tunnel.  The first 30' start out as an arete and then transitions into a corner for the last 25'.  Start on the left side of the arete and move up to the roof.  Step right around the arete and continue up the face until you reach the corner.  Follow the corner to a short face to the bolted anchors.  Use long runners in the first section of the climb to prevent wearing the rope over the arete.  Enjoy the exposure on this one!
106135806,Protection,TCU's to #2 Camalot and a few long runners.,Protection`TCU's to #2 Camalot and a few long runners.
105899475,Description,"Though not quite as well-known as routes like Fathom and Groover, Seconds is an excellent moderate with good protection and runouts maybe a little more generously bolted than you might expect of a typical North Carolina slab route.  For most of its seven-pitch length, Seconds follows water grooves that steadily cut deeper into the face until you find yourself in what's practically a chimney near the top.  The route goes like this:  P1 - (Direct) Slab up to roof and pull it on good gear to the right or left then move up to bolted belay.  P1 - (Original) Climb up the hill to the climber's left of the clearingto the base of the rock, but directly left of the P1 anchors...traverse easy ground right and up to the anchors above the roof.  P2 - Head up water groove for the original Wild Turkey route (10PG13/R) or move left and up more featured, better protected, crack and slab climbing (5.8+) over a couple bolts and some good gear placements, regaining the groove above. Climb straight up to a bolted belay.  P3 - From the belay, climb straight up the groove past a bolt and upwards. Either continue up on the left following features and gear until possible to move right to the spacious belay...or up the groove and right over face and two bolts to the good belay ledge with bolted belay.  P4 - Climb striaght up the well protected rightmost flaring crack until possible to move right to the semi hanging belay at the top of P4.  P5 - From the semihanging belay at the top of P4, make some thin moves up and right to gain a slight scoop left of the water groove...streeeetch out left to clip the bolt...slab up and into the groove and follow this up to a prominent quartz dike on the right...move out of the groove along this dike and do one of two things...OPTION 1: before the next groove, slab straight up the face with no pro to the anchors. OPTION 2: follow the dike into the next grooove for a couple placements, move up then back left to anchors...this belay is pretty comfortable.  P6 - CRUX - move right from the belay and up following flaring cracks back into the water groove...follow this up to a bolt on the left. Clip this and prepare to pull the crux bulge. There is a good blue TCU placement above the bulge that can be placed from the stance below. Follow the groove on up to anchors on the left.  P7 - Follow the groove on up for one last semi-clean pitch to anchors out and right. Most rap from here.  P8 - Dirty. Head up the groove then out and right on the face to two old, manky bolts...rap.  Rappel the route with two ropes from belay anchor to belay anchor. Two ropes mandatory.","Description`Though not quite as well-known as routes like Fathom and Groover, Seconds is an excellent moderate with good protection and runouts maybe a little more generously bolted than you might expect of a typical North Carolina slab route.  For most of its seven-pitch length, Seconds follows water grooves that steadily cut deeper into the face until you find yourself in what's practically a chimney near the top.  The route goes like this:  P1 - (Direct) Slab up to roof and pull it on good gear to the right or left then move up to bolted belay.  P1 - (Original) Climb up the hill to the climber's left of the clearingto the base of the rock, but directly left of the P1 anchors...traverse easy ground right and up to the anchors above the roof.  P2 - Head up water groove for the original Wild Turkey route (10PG13/R) or move left and up more featured, better protected, crack and slab climbing (5.8+) over a couple bolts and some good gear placements, regaining the groove above. Climb straight up to a bolted belay.  P3 - From the belay, climb straight up the groove past a bolt and upwards. Either continue up on the left following features and gear until possible to move right to the spacious belay...or up the groove and right over face and two bolts to the good belay ledge with bolted belay.  P4 - Climb striaght up the well protected rightmost flaring crack until possible to move right to the semi hanging belay at the top of P4.  P5 - From the semihanging belay at the top of P4, make some thin moves up and right to gain a slight scoop left of the water groove...streeeetch out left to clip the bolt...slab up and into the groove and follow this up to a prominent quartz dike on the right...move out of the groove along this dike and do one of two things...OPTION 1: before the next groove, slab straight up the face with no pro to the anchors. OPTION 2: follow the dike into the next grooove for a couple placements, move up then back left to anchors...this belay is pretty comfortable.  P6 - CRUX - move right from the belay and up following flaring cracks back into the water groove...follow this up to a bolt on the left. Clip this and prepare to pull the crux bulge. There is a good blue TCU placement above the bulge that can be placed from the stance below. Follow the groove on up to anchors on the left.  P7 - Follow the groove on up for one last semi-clean pitch to anchors out and right. Most rap from here.  P8 - Dirty. Head up the groove then out and right on the face to two old, manky bolts...rap.  Rappel the route with two ropes from belay anchor to belay anchor. Two ropes mandatory."
105899475,Location,"The direct start is just above the wooden footbridge. Take a number 4 for under the roof.  The original start is up and left 100'. From the upper right shoulder of the earthen bank, slab out and right to the first set of anchors. Short and easy.","Location`The direct start is just above the wooden footbridge. Take a number 4 for under the roof.  The original start is up and left 100'. From the upper right shoulder of the earthen bank, slab out and right to the first set of anchors. Short and easy."
105899475,Protection,"Single rack of Stoppers, Tricams, TCUs, Camalots to #3 with lots of runners, draws, etc.  Doubles in small to mid may be handy but not mandatory and offsets are always nice at LK.   Bolts protect the most runout sections...more or less.   Belays are bolted all the way to the top.","Protection`Single rack of Stoppers, Tricams, TCUs, Camalots to #3 with lots of runners, draws, etc.  Doubles in small to mid may be handy but not mandatory and offsets are always nice at LK.   Bolts protect the most runout sections...more or less.   Belays are bolted all the way to the top."
106101924,Description,"This is a 10-bolt sport climb.Nice little ledges and crimps lead you up the face, past a small seam and a flake to the ledge. Pull up onto the face above the ledge and head for the top. Consistent 5.7, with great moves and good exposure for Pilot.","Description`This is a 10-bolt sport climb.Nice little ledges and crimps lead you up the face, past a small seam and a flake to the ledge. Pull up onto the face above the ledge and head for the top. Consistent 5.7, with great moves and good exposure for Pilot."
106101924,Location,"Starts about 10 feet right of Vegomatic, at a small overhang.","Location`Starts about 10 feet right of Vegomatic, at a small overhang."
106101924,Protection,Sport- 10 bolts and anchors at the top.,Protection`Sport- 10 bolts and anchors at the top.
106562237,Description,This climb gets progressively harder the higher you go up on it.  Some say the route is 10a because it gets thin at the last bolt.,Description`This climb gets progressively harder the higher you go up on it.  Some say the route is 10a because it gets thin at the last bolt.
106562237,Location,At the far right of the cliff near a water source.  It's the second route from the left on that wall.,Location`At the far right of the cliff near a water source.  It's the second route from the left on that wall.
106562237,Protection,6 bolts and Anchors,Protection`6 bolts and Anchors
105923513,Description,"Like Harrison Shull says in the guidebook, you should be solid at the grade before jumping on this one. I think the hardest moves come before you get any gear in. The potential fall is hard to describe, but you'll see it when you're looking at the route.   That said, Granola is a pretty fun undercling/crack route once you pull those first moves. And they're not that hard...","Description`Like Harrison Shull says in the guidebook, you should be solid at the grade before jumping on this one. I think the hardest moves come before you get any gear in. The potential fall is hard to describe, but you'll see it when you're looking at the route.   That said, Granola is a pretty fun undercling/crack route once you pull those first moves. And they're not that hard..."
105923513,Location,"The route is just right of Fruit Loops. Scramble up the large detached flake and belay from here. The ""opening moves"" involve a mantel on good holds up another flake.   Double-bolt rap anchor.   (The guidebook describes a second pitch, but I haven't done it. Most people don't. It looks fun, though.)","Location`The route is just right of Fruit Loops. Scramble up the large detached flake and belay from here. The ""opening moves"" involve a mantel on good holds up another flake.   Double-bolt rap anchor.   (The guidebook describes a second pitch, but I haven't done it. Most people don't. It looks fun, though.)"
105923513,Protection,Take a variety of smaller stuff (up to a #2 camalot). Anything you place under the initial undercling roof should be slung long.,Protection`Take a variety of smaller stuff (up to a #2 camalot). Anything you place under the initial undercling roof should be slung long.
105882386,Description,"Climb the obvious right-facing dihedral using locks, crimps and stemming.  Mantle onto a ledge to find fixed rappel anchors.","Description`Climb the obvious right-facing dihedral using locks, crimps and stemming.  Mantle onto a ledge to find fixed rappel anchors."
105882386,Protection,"Small cams and stoppers, cams up to 2"".","Protection`Small cams and stoppers, cams up to 2""."
108364371,Description,"Start up the clean, prominent dihedral for a few feet. Then follow bolts up and right to the arete. Climb the arete until its possible to step left and climb up the face just over a roof. Finish at bolted rings. (These are out of sight around to the right)","Description`Start up the clean, prominent dihedral for a few feet. Then follow bolts up and right to the arete. Climb the arete until its possible to step left and climb up the face just over a roof. Finish at bolted rings. (These are out of sight around to the right)"
108364371,Location,Start at the bottom of the prominent dihedral just right of SHRIMPS. Same start as SINGLE HANDED SAILOR.,Location`Start at the bottom of the prominent dihedral just right of SHRIMPS. Same start as SINGLE HANDED SAILOR.
108364371,Protection,7 bolts and bolted anchors with rings.,Protection`7 bolts and bolted anchors with rings.
105950799,Description,Thin moves down low lead past the crux and to a thin corner. Climb this corner aiming for the larger corner system. Follow up and to the right to the Gemini Rappel anchors. While a double rope rappel puts you back on Sentry Box Ledge you can also rap with a single 60m rope. Use the bolts to the left of the Gemini Crack tree to reach the anchors for The Legacy which are almost plumb below these bolts.,Description`Thin moves down low lead past the crux and to a thin corner. Climb this corner aiming for the larger corner system. Follow up and to the right to the Gemini Rappel anchors. While a double rope rappel puts you back on Sentry Box Ledge you can also rap with a single 60m rope. Use the bolts to the left of the Gemini Crack tree to reach the anchors for The Legacy which are almost plumb below these bolts.
105950799,Location,First Return is the left most route of the three routes (Gemini Crack and Zodiac) located on Sentry Box Ledge.,Location`First Return is the left most route of the three routes (Gemini Crack and Zodiac) located on Sentry Box Ledge.
105950799,Protection,"Standard NC rack with some small gear (aliens, nuts), long runners, double ropes.  Rap anchors at top.","Protection`Standard NC rack with some small gear (aliens, nuts), long runners, double ropes.  Rap anchors at top."
105936891,Description,"Lots of great climbing w/ a short crux.   P1: Many options: The original follows P1 of Boardwalk for about 30-40', then cuts hard right and pulls around the arete underneath a roof. Continue climbing on or near the arete until you reach a good belay ledge beneath a right-facing corner. Build a belay here. (look at the guidebook for alternatives to this pitch)  70', 5.9  p2: Climb the corner to a roof (crux). Pull the roof by some contortion, and follow easier ground to the top. 70', 5.10a.","Description`Lots of great climbing w/ a short crux.   P1: Many options: The original follows P1 of Boardwalk for about 30-40', then cuts hard right and pulls around the arete underneath a roof. Continue climbing on or near the arete until you reach a good belay ledge beneath a right-facing corner. Build a belay here. (look at the guidebook for alternatives to this pitch)  70', 5.9  p2: Climb the corner to a roof (crux). Pull the roof by some contortion, and follow easier ground to the top. 70', 5.10a."
105936891,Location,"The route follows the right side of a prominent arete, just to the right of Boardwalk. Rap from the anchors atop Boardwalk.","Location`The route follows the right side of a prominent arete, just to the right of Boardwalk. Rap from the anchors atop Boardwalk."
105936891,Protection,"to 2"".","Protection`to 2""."
106101938,Description,Climb the positive crack in the corner up and to the right. The climb ends at bolted anchors beneath the large roof. A good beginner lead.,Description`Climb the positive crack in the corner up and to the right. The climb ends at bolted anchors beneath the large roof. A good beginner lead.
106101938,Location,A right-facing corner on the left side of the center wall of the Amphitheater.,Location`A right-facing corner on the left side of the center wall of the Amphitheater.
106101938,Protection,"standard rack, bolts w/rings at the top","Protection`standard rack, bolts w/rings at the top"
106820153,Description,"P1: Climb sentinel chimney to a big ledge.  The kind of wide crack right in front of your face is Air Show. It is easy to build a belay here with big nuts/tricams.  P2: From the belay climb right on horizontals until you hit a weird, quartzy crack/corner feature.  Blast up this . . . . it stays steep for quite a while.  When the angle eases, aim up and a little left towards a crack in the big roof.  Cutting feet when you stick the jug earns extra style points.  Continue up on easier ground but with a few more steep spots.","Description`P1: Climb sentinel chimney to a big ledge.  The kind of wide crack right in front of your face is Air Show. It is easy to build a belay here with big nuts/tricams.  P2: From the belay climb right on horizontals until you hit a weird, quartzy crack/corner feature.  Blast up this . . . . it stays steep for quite a while.  When the angle eases, aim up and a little left towards a crack in the big roof.  Cutting feet when you stick the jug earns extra style points.  Continue up on easier ground but with a few more steep spots."
106820153,Location,Circus Wall,Location`Circus Wall
106820153,Protection,Standard Moore's dealio,Protection`Standard Moore's dealio
106100002,Description,"A balancy, slabby start soon turns to steep crimping as you yard up this amazing sport climb. Long(for Crowders) and sustained. Hope you had your Red Bull!","Description`A balancy, slabby start soon turns to steep crimping as you yard up this amazing sport climb. Long(for Crowders) and sustained. Hope you had your Red Bull!"
106100002,Location,Look for a bolt line to the left of a large depression in the upper part of the middle of the wall.,Location`Look for a bolt line to the left of a large depression in the upper part of the middle of the wall.
106100002,Protection,"6 bolts, anchors w/ rings","Protection`6 bolts, anchors w/ rings"
105972319,Description,"P1- 5.8: Start from the top of a 10'-high block and climb the wide chimney using face holds until it is possible to gain the arete. Continue up the arete for a short ways and then start trending left and up aiming for the left-facing corner/crack system. Once in the corner continue to the just below the prominent bomb-bay roof. (100 feet)  P2- 5.8: Climb up to and out of the bomb-bay roof, follow the crack and corner system through a couple more bulges until a large ledge is reached. (100 feet)  P3- 5.8: Climb on top of a large block to gain the face. Climb the face, traversing a good distance to the right and then shoot up through the right-side of the bulge, continue up via good holds to a large ledge. At first glance this pitch seems in obvious, but following the holds and the gear placements will lead you up and over the bulge in the right place. (100')  P4- 5.5 Climb the face to the top. (150')  From the top follow a faint trail that is marked with orange blaze back to the main MTS trail.","Description`P1- 5.8: Start from the top of a 10'-high block and climb the wide chimney using face holds until it is possible to gain the arete. Continue up the arete for a short ways and then start trending left and up aiming for the left-facing corner/crack system. Once in the corner continue to the just below the prominent bomb-bay roof. (100 feet)  P2- 5.8: Climb up to and out of the bomb-bay roof, follow the crack and corner system through a couple more bulges until a large ledge is reached. (100 feet)  P3- 5.8: Climb on top of a large block to gain the face. Climb the face, traversing a good distance to the right and then shoot up through the right-side of the bulge, continue up via good holds to a large ledge. At first glance this pitch seems in obvious, but following the holds and the gear placements will lead you up and over the bulge in the right place. (100')  P4- 5.5 Climb the face to the top. (150')  From the top follow a faint trail that is marked with orange blaze back to the main MTS trail."
