route_id,route,location,url,avg_stars,rating,rating_simple,rating_int,pitches,length,x,y,region_1,region_2,region_3,region_4,x_diff,y_diff,description,protection,text,feature_tags,good_tags,other_tags,bad_tags,skill,bad_ind,good_ind,fun_ind,pretty_ind,boulder_ind,rope_ind,tr_ind,trad_ind,sport_ind
107844230,New High Score,Eastern WV > Bear Haven,https://www.mountainproject.com/route/107844230/new-high-score,4,V2-3 PG13,v3,3,1,20,-79.6795,38.9293,Eastern WV,Bear Haven,-,NA,0,0,"This is a traverse. Start on the right side before the rock blocking the path. Traverse left using any of the very abundant hand holds and go as far as you can, or around the corner past the dead tree. Make your own routine.","Pads are optional, but never a bad idea. The ground is mostly flat with the exception of a few protruding rocks.","new high score: this is a traverse. start on the right side before the rock blocking the path. traverse left using any of the very abundant hand holds and go as far as you can, or around the corner past the dead tree. make your own routine.",traverse,-,-,-,-,0,0,0,0,1,0,0,0,0
107760199,Bear Haven Hanger,Eastern WV > Bear Haven,https://www.mountainproject.com/route/107760199/bear-haven-hanger,2.8,V1-2 PG13,v2,2,1,12,-79.6795,38.9293,Eastern WV,Bear Haven,-,NA,0,0,"Start low and to the left of the problem. Match both hands in the bottom of the crack for a sit start. Reach, with your right hand, to the small horizontal ridge where the over-hang meets the vertical rock. Match your hands to reposition your feet and body to get fully under the over-hang. Reposition again. Once comfortable, utilize the small left hand above your head to reach the 'fold' in the rock with an out turned right hand. From there, go to the left hand pocket above the over-hang. Set your right hand where you like, then bump your left hand to the small vertical lip. Lay back on your left hand and bring your feet up. Balance and finish with the large overhanging hold above your head.  Implement your own style... That's what climbing is all about.",The ground is flat so spotting is fairly easy. Pads are recommended.,"bear haven hanger: start low and to the left of the problem. match both hands in the bottom of the crack for a sit start. reach, with your right hand, to the small horizontal ridge where the over-hang meets the vertical rock. match your hands to reposition your feet and body to get fully under the over-hang. reposition again. once comfortable, utilize the small left hand above your head to reach the 'fold' in the rock with an out turned right hand. from there, go to the left hand pocket above the over-hang. set your right hand where you like, then bump your left hand to the small vertical lip. lay back on your left hand and bring your feet up. balance and finish with the large overhanging hold above your head.  implement your own style... that's what climbing is all about.","crack, pocket",-,-,-,balance,0,0,0,0,1,0,0,0,0
109225527,Deek,Eastern WV > Bear Haven,https://www.mountainproject.com/route/109225527/deek,2.7,V1 PG13,v1,1,1,NA,-79.6795,38.9293,Eastern WV,Bear Haven,-,NA,0,0,"Shares the same start as Lucky Pierre. Low two-handed start. Instead of heading straight up the arete, move into the crack system to the right and make your way up. Solid holds, one large sloper. The top out is covered in lichen.  The conglomerate rock can crumble and tear your hands, but this is still a great route.",Crash pad and spotter to make sure you don't fall off the nearby cliff.,"deek: shares the same start as lucky pierre. low two-handed start. instead of heading straight up the arete, move into the crack system to the right and make your way up. solid holds, one large sloper. the top out is covered in lichen.  the conglomerate rock can crumble and tear your hands, but this is still a great route.","arete, crack, sloper",great,-,-,-,0,1,1,0,1,0,0,0,0
111454025,It's All Ogre Now,Eastern WV > Bear Haven,https://www.mountainproject.com/route/111454025/its-all-ogre-now,2,V0 PG13,v0,0,1,15,-79.6795,38.9293,Eastern WV,Bear Haven,-,NA,0,0,Start slightly left of the crack and work your way right and move up. The ledge at the top of the crack has limited hand holds but there is a blind hand slap sidepull above and to the right. Use it to pull your feet up to the ledge. Shrek appears and puts you on your hands and knees. Escape his swamp by moving along the ledge and topping out to the Frenchy Boulder before his powerful ogre hands get you.,Bottle of Jergens,it's all ogre now: start slightly left of the crack and work your way right and move up. the ledge at the top of the crack has limited hand holds but there is a blind hand slap sidepull above and to the right. use it to pull your feet up to the ledge. shrek appears and puts you on your hands and knees. escape his swamp by moving along the ledge and topping out to the frenchy boulder before his powerful ogre hands get you.,"crack, ledge",-,-,-,powerful,0,0,0,0,1,0,0,0,0
109223033,Lucky Pierre,Eastern WV > Bear Haven,https://www.mountainproject.com/route/109223033/lucky-pierre,3,V4+ PG13,v4,4,1,15,-79.6795,38.9293,Eastern WV,Bear Haven,-,NA,0,0,"Start low on a two hand start - Make a move to a small rail and a right hand sloper. Throw big to a pocket (crux), hold the swing, bump the right hand up marginal pockets, and top out on the arete","Crash pad and a good spotter. If you don't hold the swing, you may be going for a 30+ foot fall down a nearby ledge.","lucky pierre: start low on a two hand start - make a move to a small rail and a right hand sloper. throw big to a pocket (crux), hold the swing, bump the right hand up marginal pockets, and top out on the arete","arete, crux, pocket, sloper",-,-,-,-,0,0,0,0,1,0,0,0,0
107551181,The Arsonist has Oddly-Shaped Feet,Eastern WV > Bear Haven,https://www.mountainproject.com/route/107551181/the-arsonist-has-oddly-shaped-feet,3,5.9+ PG13,5.9,9,1,35,-79.6795,38.9293,Eastern WV,Bear Haven,-,NA,0,0,The landing for your belay buddy offers a place to sit.  From the of the route there are descent hand holds.  If possible rap down first and brush out alot of the cracks and obvious hand holds.  Work up the route to the left and some simple lay backs will eventually get you to a rest spot in a big crack about 2/3 up the way up the rock.  The crux moves are about two feet off the ground when trying to get started.  Cleaning the route can greatly help you hold your grip until you get your footing.  The hardest move of the route is about half was up when moving left. Hand holds begin to slope and the slight over hanging angle of the rock makes this a bit tricky.  Cleaning in the this area of the rock can offer more hand holds because the amount of spider nests in some smaller huecos.,Anchor to the large rock on top of the High Wall. With long enough slings this also be used for additional routes.,the arsonist has oddly-shaped feet: the landing for your belay buddy offers a place to sit.  from the of the route there are descent hand holds.  if possible rap down first and brush out alot of the cracks and obvious hand holds.  work up the route to the left and some simple lay backs will eventually get you to a rest spot in a big crack about 2/3 up the way up the rock.  the crux moves are about two feet off the ground when trying to get started.  cleaning the route can greatly help you hold your grip until you get your footing.  the hardest move of the route is about half was up when moving left. hand holds begin to slope and the slight over hanging angle of the rock makes this a bit tricky.  cleaning in the this area of the rock can offer more hand holds because the amount of spider nests in some smaller huecos.,"crack, crux, hueco, sloper",great,tricky,-,-,0,1,1,0,0,1,1,0,0
124432207,Dobbin’s Porch,Eastern WV > Blackwater Falls State Park > Dobbin’s House,https://www.mountainproject.com/route/124432207/dobbins-porch,3,V1-,v1,1,1,12,-79.50971,39.11232,Eastern WV,Blackwater Falls State Park,Dobbin’s House,NA,0,0,"A fun, safe slab for beginners. Start just to the left of the nearest arete (from the trail) and make your way to the top on great hands and feet.",crashpad,"dobbin’s porch: a fun, safe slab for beginners. start just to the left of the nearest arete (from the trail) and make your way to the top on great hands and feet.","arete, slab","fun, great",-,-,-,0,1,1,0,1,0,0,0,0
121786645,Camp 4 Crack,Eastern WV > Blackwater Falls State Park > Granite Boulder,https://www.mountainproject.com/route/121786645/camp-4-crack,3,V5-6,v6,6,1,12,-79.48277,39.10938,Eastern WV,Blackwater Falls State Park,Granite Boulder,NA,0,0,"Ascend the obvious layback crack on the left side of the boulder. Begin with desperate smearing to establish into the layback, and finish with a desperate throw to the top. Feels just like a chunk of granite.",-,"camp 4 crack: ascend the obvious layback crack on the left side of the boulder. begin with desperate smearing to establish into the layback, and finish with a desperate throw to the top. feels just like a chunk of granite.",crack,-,smear,-,-,0,0,0,0,1,0,0,0,0
121786674,Stand Tall,Eastern WV > Blackwater Falls State Park > Granite Boulder,https://www.mountainproject.com/route/121786674/stand-tall,3,V7,v7,7,1,NA,-79.48277,39.10938,Eastern WV,Blackwater Falls State Park,Granite Boulder,NA,0,0,"Climb the blank looking grey face. Begin with stand start on a left hand edge and a right hand undercling. Stand tall to a very small left hand crimp, lockoff to a funky pinch on the arete, and stretch out for a huge move to a sloper. A sit start can also be done to add a grade. It has not been done, but it is a little lower in quality.",-,"stand tall: climb the blank looking grey face. begin with stand start on a left hand edge and a right hand undercling. stand tall to a very small left hand crimp, lockoff to a funky pinch on the arete, and stretch out for a huge move to a sloper. a sit start can also be done to add a grade. it has not been done, but it is a little lower in quality.","arete, crimp, face, sloper",fun,-,-,-,0,1,1,0,1,0,0,0,0
121786549,Cartoon Sized Hammer,Eastern WV > Blackwater Falls State Park > Pendleton Point,https://www.mountainproject.com/route/121786549/cartoon-sized-hammer,4,V6,v6,6,1,15,-79.49149,39.11168,Eastern WV,Blackwater Falls State Park,Pendleton Point,NA,0,0,The smack down you weren’t ready for. This is an absolutely amazing line squeezing up the right side of the stand alone boulder located skier’s left/climber’s right of the small cliff. Slap your way up the wide squeeze and ride the arete along easier terrain for a highball topout. This is one of the best lines around- a must do!,-,cartoon sized hammer: the smack down you weren’t ready for. this is an absolutely amazing line squeezing up the right side of the stand alone boulder located skier’s left/climber’s right of the small cliff. slap your way up the wide squeeze and ride the arete along easier terrain for a highball topout. this is one of the best lines around- a must do!,arete,"best, easier",-,-,-,0,1,0,0,1,0,0,0,0
121786313,Big House Extension,Eastern WV > Blackwater Falls State Park > Pendleton Point,https://www.mountainproject.com/route/121786313/big-house-extension,4,V6,v6,6,1,15,-79.49149,39.11168,Eastern WV,Blackwater Falls State Park,Pendleton Point,NA,0,0,"Begin with a sit start under the V5 crack/seam to the right of “In a Big House Alone”. Hit some slopers on the lip of the roof, and trend left, riding the arete on perfect pockets and crimps. Classic.",-,"big house extension: begin with a sit start under the v5 crack/seam to the right of “in a big house alone”. hit some slopers on the lip of the roof, and trend left, riding the arete on perfect pockets and crimps. classic.","arete, crack, crimp, pocket, roof, sloper",classic,-,-,-,0,1,0,0,1,0,0,0,0
121786271,In a Big House Alone,Eastern WV > Blackwater Falls State Park > Pendleton Point,https://www.mountainproject.com/route/121786271/in-a-big-house-alone,3.5,V5,v5,5,1,12,-79.49149,39.11168,Eastern WV,Blackwater Falls State Park,Pendleton Point,NA,0,0,"An absolutely incredible compression boulder that would be sought after anywhere! Sit start and squeeze your way out using perfect holds on the arete, then perform a tough finishing move to a jug to topout.",-,"in a big house alone: an absolutely incredible compression boulder that would be sought after anywhere! sit start and squeeze your way out using perfect holds on the arete, then perform a tough finishing move to a jug to topout.","arete, jug",-,tough,-,-,0,0,0,0,1,0,0,0,0
121786411,Seam Mantle,Eastern WV > Blackwater Falls State Park > Pendleton Point,https://www.mountainproject.com/route/121786411/seam-mantle,3,V5,v5,5,1,10,-79.49149,39.11168,Eastern WV,Blackwater Falls State Park,Pendleton Point,NA,0,0,Sit start right of “In a Big House Alone” and ascend the seam with a funky bit of climbing establishing on the face and hitting the finishing jugs. Topout from there.,-,seam mantle: sit start right of “in a big house alone” and ascend the seam with a funky bit of climbing establishing on the face and hitting the finishing jugs. topout from there.,"face, jug",fun,-,-,mantle,0,1,1,0,1,0,0,0,0
121786599,The Double Slit Experiment,Eastern WV > Blackwater Falls State Park > Pendleton Point,https://www.mountainproject.com/route/121786599/the-double-slit-experiment,3,V5,v5,5,1,20,-79.49149,39.11168,Eastern WV,Blackwater Falls State Park,Pendleton Point,NA,0,0,A bizarre climb requiring different styles of movement. Start stemmed out in an alcove left of “Cartoon Sized Hammer” and find a way to establish into the slabby face. Pull around the lip of a small roof and use some finger locking in a small crack to establish on the face above. Complete the highball topout using some comfy slopers. Weirdness.,-,the double slit experiment: a bizarre climb requiring different styles of movement. start stemmed out in an alcove left of “cartoon sized hammer” and find a way to establish into the slabby face. pull around the lip of a small roof and use some finger locking in a small crack to establish on the face above. complete the highball topout using some comfy slopers. weirdness.,"crack, face, roof, slab, sloper",-,-,-,-,0,0,0,0,1,0,0,0,0
119180356,The Powerline,Eastern WV > Camp 70 Boulders > 1. Powerline Boulders,https://www.mountainproject.com/route/119180356/the-powerline,3.6,V3,v3,3,1,8,-79.43886,39.13486,Eastern WV,Camp 70 Boulders,1. Powerline Boulders,NA,0,0,Sit Start matched in the low crack and climb straight up.,Rehab,the powerline: sit start matched in the low crack and climb straight up.,crack,-,-,-,-,0,0,0,0,1,0,0,0,0
119180454,Cape Town to Cairo,Eastern WV > Camp 70 Boulders > 1. Powerline Boulders,https://www.mountainproject.com/route/119180454/cape-town-to-cairo,3.3,V0,v0,0,1,15,-79.43886,39.13486,Eastern WV,Camp 70 Boulders,1. Powerline Boulders,NA,0,0,Sit start in Cape Town (same as West Africa) and climb straight up the face of Africa through big juggy ledges to topout near Cairo.,Pads,cape town to cairo: sit start in cape town (same as west africa) and climb straight up the face of africa through big juggy ledges to topout near cairo.,"face, jug, ledge",-,-,-,-,0,0,0,0,1,0,0,0,0
119180710,Straight Shooter,Eastern WV > Camp 70 Boulders > 1. Powerline Boulders,https://www.mountainproject.com/route/119180710/straight-shooter,3.3,V2,v2,2,1,12,-79.43886,39.13486,Eastern WV,Camp 70 Boulders,1. Powerline Boulders,NA,0,0,Sit start at the lowest point of the dark brown crimp rail (same as Hot Railz) and climb straight up using sidepulls and whatever else you find.,A pad,straight shooter: sit start at the lowest point of the dark brown crimp rail (same as hot railz) and climb straight up using sidepulls and whatever else you find.,crimp,-,-,-,-,0,0,0,0,1,0,0,0,0
119218557,Back Off,Eastern WV > Camp 70 Boulders > 1. Powerline Boulders,https://www.mountainproject.com/route/119218557/back-off,3,V3,v3,3,1,10,-79.43886,39.13486,Eastern WV,Camp 70 Boulders,1. Powerline Boulders,NA,0,0,"Start lying down matched on lowest shelf under roof. Avoid using the ground level rocks as feet and climb straight up using another shelf, a pocket, and some jugs to the top",Pads,"back off: start lying down matched on lowest shelf under roof. avoid using the ground level rocks as feet and climb straight up using another shelf, a pocket, and some jugs to the top","jug, pocket, roof",-,-,-,-,0,0,0,0,1,0,0,0,0
119180427,West Africa,Eastern WV > Camp 70 Boulders > 1. Powerline Boulders,https://www.mountainproject.com/route/119180427/west-africa,3,V-easy,v0,0,1,15,-79.43886,39.13486,Eastern WV,Camp 70 Boulders,1. Powerline Boulders,NA,0,0,Start in South Africa and take the western coast all the way to Morocco. (Follow the crack up and left),A passport. Buuuut probably some pads too cause it's tall.,west africa: start in south africa and take the western coast all the way to morocco. (follow the crack up and left),crack,-,-,-,-,0,0,0,0,1,0,0,0,0
119180984,The Danger Zone,Eastern WV > Camp 70 Boulders > 1. Powerline Boulders,https://www.mountainproject.com/route/119180984/the-danger-zone,3,V-easy,v0,0,1,12,-79.43886,39.13486,Eastern WV,Camp 70 Boulders,1. Powerline Boulders,NA,0,0,Sit start on jugs just beneath the large crack. Climb straight up.,Pads,the danger zone: sit start on jugs just beneath the large crack. climb straight up.,"crack, jug",-,-,danger,-,1,0,0,0,1,0,0,0,0
119177500,Eye Opener,Eastern WV > Camp 70 Boulders > 1. Powerline Boulders,https://www.mountainproject.com/route/119177500/eye-opener,3,V3,v3,3,1,8,-79.43886,39.13486,Eastern WV,Camp 70 Boulders,1. Powerline Boulders,NA,0,0,"Stand start by making the namesake move and underclinging the eye shaped hold with small smeary feet. Use the little slopers to get to the top.Right Arete is off. Only gave it 2 stars since the beta is a bit contrived, but really a fun line!",A pad. Or not a pad.,"eye opener: stand start by making the namesake move and underclinging the eye shaped hold with small smeary feet. use the little slopers to get to the top.right arete is off. only gave it 2 stars since the beta is a bit contrived, but really a fun line!","arete, sloper",fun,smear,-,-,0,1,1,0,1,0,0,0,0
119180228,High Step Arete,Eastern WV > Camp 70 Boulders > 1. Powerline Boulders,https://www.mountainproject.com/route/119180228/high-step-arete,3,V1,v1,1,1,10,-79.43886,39.13486,Eastern WV,Camp 70 Boulders,1. Powerline Boulders,NA,0,0,Sit start on jugs underneath the rounded arete and climb it straight up.,Flexibility,high step arete: sit start on jugs underneath the rounded arete and climb it straight up.,"arete, jug",-,-,-,-,0,0,0,0,1,0,0,0,0
119181056,Paul Bunyan's Axe,Eastern WV > Camp 70 Boulders > 1. Powerline Boulders,https://www.mountainproject.com/route/119181056/paul-bunyans-axe,3,V-easy,v0,0,1,9,-79.43886,39.13486,Eastern WV,Camp 70 Boulders,1. Powerline Boulders,NA,0,0,"Start on low, downward hanging hold and climb up through Paul Bunyan's axe scar in the rock.",A pad,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0
119181026,Into The Jungle,Eastern WV > Camp 70 Boulders > 1. Powerline Boulders,https://www.mountainproject.com/route/119181026/into-the-jungle,3,V-easy,v0,0,1,14,-79.43886,39.13486,Eastern WV,Camp 70 Boulders,1. Powerline Boulders,NA,0,0,Sit start under the right facing sidepull rail and climb it straight up.,A pad,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0
119180997,Black Lung,Eastern WV > Camp 70 Boulders > 1. Powerline Boulders,https://www.mountainproject.com/route/119180997/black-lung,2.7,V0,v0,0,1,13,-79.43886,39.13486,Eastern WV,Camp 70 Boulders,1. Powerline Boulders,NA,0,0,Sit start right underneath the middle of the large brown face and climb it straight up through the big black hole.,Pads,black lung: sit start right underneath the middle of the large brown face and climb it straight up through the big black hole.,face,-,-,-,-,0,0,0,0,1,0,0,0,0
119180464,The Horn Arete,Eastern WV > Camp 70 Boulders > 1. Powerline Boulders,https://www.mountainproject.com/route/119180464/the-horn-arete,2.5,V2,v2,2,1,12,-79.43886,39.13486,Eastern WV,Camp 70 Boulders,1. Powerline Boulders,NA,0,0,Sit start matched on obvious jug just right of the arete and climb it straight to the top.,-,the horn arete: sit start matched on obvious jug just right of the arete and climb it straight to the top.,"arete, jug",-,-,-,-,0,0,0,0,1,0,0,0,0
119180061,Cheat,Eastern WV > Camp 70 Boulders > 1. Powerline Boulders,https://www.mountainproject.com/route/119180061/cheat,2.5,V1,v1,1,1,10,-79.43886,39.13486,Eastern WV,Camp 70 Boulders,1. Powerline Boulders,NA,0,0,Sit start in the good seam on the left side of the sandy face. Climb straight up.,Pad,cheat: sit start in the good seam on the left side of the sandy face. climb straight up.,face,good,-,sandy,-,1,1,0,0,1,0,0,0,0
119180174,Swamp Ass,Eastern WV > Camp 70 Boulders > 1. Powerline Boulders,https://www.mountainproject.com/route/119180174/swamp-ass,2,V2,v2,2,1,12,-79.43886,39.13486,Eastern WV,Camp 70 Boulders,1. Powerline Boulders,NA,0,0,Sit start by hovering your butt above the swamp under the mini roof on obvious holds and feet on the back wall. Make a move to the lip and climb straight up.,A change of underwear.,swamp ass: sit start by hovering your butt above the swamp under the mini roof on obvious holds and feet on the back wall. make a move to the lip and climb straight up.,roof,-,-,-,-,0,0,0,0,1,0,0,0,0
119180680,Hot Railz,Eastern WV > Camp 70 Boulders > 1. Powerline Boulders,https://www.mountainproject.com/route/119180680/hot-railz,2,V1,v1,1,1,10,-79.43886,39.13486,Eastern WV,Camp 70 Boulders,1. Powerline Boulders,NA,0,0,Sit start at the lowest point of the dark brown crimp rail and follow it to the left until it runs out. Tops out just right of the arete.,"Another go at rehab, as well as a couple pads.",hot railz: sit start at the lowest point of the dark brown crimp rail and follow it to the left until it runs out. tops out just right of the arete.,"arete, crimp",-,-,-,-,0,0,0,0,1,0,0,0,0
119180082,Summersville,Eastern WV > Camp 70 Boulders > 1. Powerline Boulders,https://www.mountainproject.com/route/119180082/summersville,2,V1,v1,1,1,11,-79.43886,39.13486,Eastern WV,Camp 70 Boulders,1. Powerline Boulders,NA,0,0,Sit start in the middle of the sandy face with a big right hand pocket and left hand gaston. Climb straight up.,Pad,summersville: sit start in the middle of the sandy face with a big right hand pocket and left hand gaston. climb straight up.,"face, pocket",-,-,sandy,-,1,0,0,0,1,0,0,0,0
119180202,Djembe Downclimb,Eastern WV > Camp 70 Boulders > 1. Powerline Boulders,https://www.mountainproject.com/route/119180202/djembe-downclimb,2,V-easy,v0,0,1,10,-79.43886,39.13486,Eastern WV,Camp 70 Boulders,1. Powerline Boulders,NA,0,0,Stand start on the lowest jugs in the crack. Climb up the slab on megajugs. The holds near the top sound like a djembe when you hit them! This is also the easiest downclimb on the boulder.,Drum Lessons,djembe downclimb: stand start on the lowest jugs in the crack. climb up the slab on megajugs. the holds near the top sound like a djembe when you hit them! this is also the easiest downclimb on the boulder.,"crack, jug, slab",-,-,-,-,0,0,0,0,1,0,0,0,0
119180128,Tygart,Eastern WV > Camp 70 Boulders > 1. Powerline Boulders,https://www.mountainproject.com/route/119180128/tygart,2,V0,v0,0,1,12,-79.43886,39.13486,Eastern WV,Camp 70 Boulders,1. Powerline Boulders,NA,0,0,"Sit start under the strange dark brown hold on the right side of the sandy face, using 2 black pockets. Large left hand pocket and smaller right hand. Climb straight up.",Pad,"tygart: sit start under the strange dark brown hold on the right side of the sandy face, using 2 black pockets. large left hand pocket and smaller right hand. climb straight up.","face, pocket",-,-,sandy,-,1,0,0,0,1,0,0,0,0
119180321,High Voltage,Eastern WV > Camp 70 Boulders > 1. Powerline Boulders,https://www.mountainproject.com/route/119180321/high-voltage,3.5,V4,v4,4,1,9,-79.43886,39.13486,Eastern WV,Camp 70 Boulders,1. Powerline Boulders,NA,0,0,Sit start matched in the large jug and climb the arete.Really cool line with great selection of holds!,Pad,high voltage: sit start matched in the large jug and climb the arete.really cool line with great selection of holds!,"arete, jug","cool, great",-,-,-,0,1,1,0,1,0,0,0,0
119180517,Buried Treasure,Eastern WV > Camp 70 Boulders > 1. Powerline Boulders,https://www.mountainproject.com/route/119180517/buried-treasure,3.5,V6,v6,6,1,10,-79.43886,39.13486,Eastern WV,Camp 70 Boulders,1. Powerline Boulders,NA,0,0,"Sit start on jug and climb straight up.This is one of the best things at the Powerline boulders in my opinion. It had been buried beneath a sea of rhodos probably for an eternity, hence the name.",A treasure map,"buried treasure: sit start on jug and climb straight up.this is one of the best things at the powerline boulders in my opinion. it had been buried beneath a sea of rhodos probably for an eternity, hence the name.",jug,best,thin,-,-,0,1,0,0,1,0,0,0,0
119180278,Triple H,Eastern WV > Camp 70 Boulders > 1. Powerline Boulders,https://www.mountainproject.com/route/119180278/triple-h,3.8,V6,v6,6,1,10,-79.43886,39.13486,Eastern WV,Camp 70 Boulders,1. Powerline Boulders,NA,0,0,"Sit start on the large bulbous hold under the roof and climb up using whatever you can find/reach.I might be a bit off on the grade as I climbed it in 90 degree heat. As with much of this rock, it's not super condition dependent and can still be climbed in warmer temps!",John Cena,"triple h: sit start on the large bulbous hold under the roof and climb up using whatever you can find/reach.i might be a bit off on the grade as i climbed it in 90 degree heat. as with much of this rock, it's not super condition dependent and can still be climbed in warmer temps!",roof,-,-,-,-,0,0,0,0,1,0,0,0,0
119180826,The Excellent Adventure,Eastern WV > Camp 70 Boulders > 1. Powerline Boulders,https://www.mountainproject.com/route/119180826/the-excellent-adventure,3.7,V7,v7,7,1,12,-79.43886,39.13486,Eastern WV,Camp 70 Boulders,1. Powerline Boulders,NA,0,0,Sit start on the bottom right side of the dark brown crimp rail and climb up the rail and slightly left through a most heinous gaston and some shallow slopey pockets.,Rufus,the excellent adventure: sit start on the bottom right side of the dark brown crimp rail and climb up the rail and slightly left through a most heinous gaston and some shallow slopey pockets.,"crimp, pocket, sloper",excellent,-,-,-,0,1,1,0,1,0,0,0,0
119180784,The Bogus Journey,Eastern WV > Camp 70 Boulders > 1. Powerline Boulders,https://www.mountainproject.com/route/119180784/the-bogus-journey,3,V5,v5,5,1,12,-79.43886,39.13486,Eastern WV,Camp 70 Boulders,1. Powerline Boulders,NA,0,0,"Sit start on the bottom right side of the dark brown crimp rail and climb up the rail and slightly to the right, making a most excellent move to the sidepull at the top of the rail, and then climbing up through nice jugs.Avoid traversing all the way over to the low crack of ""The Danger Zone"" although it does share some holds up near the top and for the topout.",The Grim Reaper,"the bogus journey: sit start on the bottom right side of the dark brown crimp rail and climb up the rail and slightly to the right, making a most excellent move to the sidepull at the top of the rail, and then climbing up through nice jugs.avoid traversing all the way over to the low crack of ""the danger zone"" although it does share some holds up near the top and for the topout.","crack, crimp, jug","excellent, nice",-,danger,-,1,1,1,0,1,0,0,0,0
119180384,Microchuck,Eastern WV > Camp 70 Boulders > 1. Powerline Boulders,https://www.mountainproject.com/route/119180384/microchuck,3,V5,v5,5,1,7,-79.43886,39.13486,Eastern WV,Camp 70 Boulders,1. Powerline Boulders,NA,0,0,Sit start matched on the undercling rail and climb straight up.,A pad,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0
119180377,Microchip,Eastern WV > Camp 70 Boulders > 1. Powerline Boulders,https://www.mountainproject.com/route/119180377/microchip,2.5,V4,v4,4,1,7,-79.43886,39.13486,Eastern WV,Camp 70 Boulders,1. Powerline Boulders,NA,0,0,Sit start matched on the undercling rail and climb straight up.,A Pad,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0
119180492,Lost And Found Arete,Eastern WV > Camp 70 Boulders > 1. Powerline Boulders,https://www.mountainproject.com/route/119180492/lost-and-found-arete,2,V4,v4,4,1,8,-79.43886,39.13486,Eastern WV,Camp 70 Boulders,1. Powerline Boulders,NA,0,0,Start matched on sidepull about 2 feet off the ground and work up the arete to a great slopey mantle topout.,A pad.,lost and found arete: start matched on sidepull about 2 feet off the ground and work up the arete to a great slopey mantle topout.,"arete, sloper",great,-,-,mantle,0,1,1,0,1,0,0,0,0
122633102,Jabba Jabba Slab,Eastern WV > Camp 70 Boulders > 2. Stigmaria Boulders,https://www.mountainproject.com/route/122633102/jabba-jabba-slab,4,V0,v0,0,1,NA,-79.4326,39.12299,Eastern WV,Camp 70 Boulders,2. Stigmaria Boulders,NA,0,0,"Best V0 slab you've yet to do. Walk up the slight ranp, then use two nicely placed large pockets to reach the lip and topout.","A pad, if you must.","jabba jabba slab: best v0 slab you've yet to do. walk up the slight ranp, then use two nicely placed large pockets to reach the lip and topout.","pocket, slab","best, nice",-,-,-,0,1,0,0,1,0,0,0,0
122632973,Mopey Mantle,Eastern WV > Camp 70 Boulders > 2. Stigmaria Boulders,https://www.mountainproject.com/route/122632973/mopey-mantle,3,V3-4,v4,4,1,NA,-79.4326,39.12299,Eastern WV,Camp 70 Boulders,2. Stigmaria Boulders,NA,0,0,Sit start using slot crimps. Find a nice iron incut and a right gritty sidepull and use slopers up and right to mantle the lip of the boulder to topout.,A pad.,mopey mantle: sit start using slot crimps. find a nice iron incut and a right gritty sidepull and use slopers up and right to mantle the lip of the boulder to topout.,"crimp, sloper",nice,-,-,mantle,0,1,0,0,1,0,0,0,0
122632992,Scummy Mantle,Eastern WV > Camp 70 Boulders > 2. Stigmaria Boulders,https://www.mountainproject.com/route/122632992/scummy-mantle,3,V1-2,v2,2,1,NA,-79.4326,39.12299,Eastern WV,Camp 70 Boulders,2. Stigmaria Boulders,NA,0,0,Sit start under the sloping shelf. Mantle over the shelf and climb up the easy crack left of the sharp offwidth. Topout over the lip.,A pad.,scummy mantle: sit start under the sloping shelf. mantle over the shelf and climb up the easy crack left of the sharp offwidth. topout over the lip.,crack,easy,-,-,mantle,0,1,0,0,1,0,0,0,0
122633015,Warmed Up,Eastern WV > Camp 70 Boulders > 2. Stigmaria Boulders,https://www.mountainproject.com/route/122633015/warmed-up,3,V3,v3,3,1,NA,-79.4326,39.12299,Eastern WV,Camp 70 Boulders,2. Stigmaria Boulders,NA,0,0,"Sit (or crouch) start under the roof with a left hand undercling and a right hand crimp. make a big move to a great jug, then scum up to the crack and topout.",A pad or two.,"warmed up: sit (or crouch) start under the roof with a left hand undercling and a right hand crimp. make a big move to a great jug, then scum up to the crack and topout.","crack, crimp, jug, roof",great,-,-,-,0,1,1,0,1,0,0,0,0
122633058,Crevice Project,Eastern WV > Camp 70 Boulders > 2. Stigmaria Boulders,https://www.mountainproject.com/route/122633058/crevice-project,4,V7+,v7,7,1,15,-79.4326,39.12299,Eastern WV,Camp 70 Boulders,2. Stigmaria Boulders,NA,0,0,Crawl down into the hole and push some rhodo's out of the way. Climb up the gritty overhanging arete. A pretty inspiring line that needs some cleaning. Grade is an estimate.,two pads likely.,crevice project: crawl down into the hole and push some rhodo's out of the way. climb up the gritty overhanging arete. a pretty inspiring line that needs some cleaning. grade is an estimate.,arete,-,-,-,-,0,0,0,0,1,0,0,0,0
