route_id,route,location,url,avg_stars,rating,rating_simple,rating_int,pitches,length,x,y,region_1,region_2,region_3,region_4,x_diff,y_diff,description,protection,text,feature_tags,good_tags,other_tags,bad_tags,skill,bad_ind,good_ind,fun_ind,pretty_ind,boulder_ind,rope_ind,tr_ind,trad_ind,sport_ind
106386687,Unnamed SL  7,The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > Pirate's Cove,https://www.mountainproject.com/route/106386687/unnamed-sl-7,3,5.10a,5.10a,10,1,60,-80.8485,38.2427,The New River Gorge Region,Summersville (Gauley River) Area,Summersville Lake (main),NA,-0.009010000000003515,5.000000000023874e-4,Start in the cave under a nice corner hand crack.  Climb up and out of the cave to reach a 10 ft section of perfect hand crack.  The crack then widens for a bit and then goes back to perfect hands.  There are plenty of face holds to stem from and gear can be placed in some of the horizontals to save your #2 camalots.   Nice climb!,"Double #2 Camalots, A pretty standard rack.  You can lower from the shuts on the sport route 15 feet to the left of the top of the corner system or take it to the top (no top anchor).",unnamed sl  7: start in the cave under a nice corner hand crack.  climb up and out of the cave to reach a 10 ft section of perfect hand crack.  the crack then widens for a bit and then goes back to perfect hands.  there are plenty of face holds to stem from and gear can be placed in some of the horizontals to save your #2 camalots.   nice climb!,"crack, face",nice,-,-,-,0,1,0,0,0,1,0,1,0
107522463,"The Good, the Bad, and The Boltless (High Plains Drifter variation)",The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > Pirate's Cove,https://www.mountainproject.com/route/107522463/the-good-the-bad-and-the-boltless-high-plains-drifter-variation,3,5.10a/b,5.10b,10,1,75,-80.8485,38.2427,The New River Gorge Region,Summersville (Gauley River) Area,Summersville Lake (main),NA,0,0,Excellent gear route just left of the Coliseum Start in the dihedral(for full value and the High Plains Drifter variation) pull out of the dihedral and wander up through little roofs to you gain another dihedral. Typical Summersville Lake chickenheads guard the anchor.,Gear is found all over the place. Be careful of rope drag.,"the good, the bad, and the boltless (high plains drifter variation): excellent gear route just left of the coliseum start in the dihedral(for full value and the high plains drifter variation) pull out of the dihedral and wander up through little roofs to you gain another dihedral. typical summersville lake chickenheads guard the anchor.","dihedral, roof","excellent, good",-,bad,-,1,1,1,0,0,1,0,1,0
202199609,R.N.R.,The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > Pirate's Cove,https://www.mountainproject.com/route/202199609/rnr,2,5.10a,5.10a,10,1,50,-80.8485,38.2427,The New River Gorge Region,Summersville (Gauley River) Area,Summersville Lake (main),NA,0,0,"Start through overhang section and climb up a well-sculpted wall and arete to a ledge. From there, continue up the wall to the anchors. Lowering down results in pretty significant rope rubbing.","5 bolts, bolt anchor.","r.n.r.: start through overhang section and climb up a well-sculpted wall and arete to a ledge. from there, continue up the wall to the anchors. lowering down results in pretty significant rope rubbing.","arete, ledge",-,-,-,-,0,0,0,0,0,1,0,0,1
108034563,Unnamed 5.10a,The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > Pirate's Cove,https://www.mountainproject.com/route/108034563/unnamed-510a,3,5.10+,5.10d,10,1,90,-80.8485,38.2427,The New River Gorge Region,Summersville (Gauley River) Area,Summersville Lake (main),NA,0,0,A burly start on thin finger tips is the crux and climbing eases as you get higher. Climb up the corner until you hit the roof then move out left around the arete. Continue up and left to the obvious crack and head for the anchors. Sling heads for pro towards the top.,Single rack with some smaller gear should be fine; some longer slings for the heads and extending gear are nice.,unnamed 5.10a: a burly start on thin finger tips is the crux and climbing eases as you get higher. climb up the corner until you hit the roof then move out left around the arete. continue up and left to the obvious crack and head for the anchors. sling heads for pro towards the top.,"arete, crack, crux, roof",-,thin,-,burly,0,0,0,0,0,1,0,1,0
105993751,Menace Alert,The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > The Long Wall,https://www.mountainproject.com/route/105993751/menace-alert,2.8,5.9+,5.9,9,1,50,-80.84379,38.24137,The New River Gorge Region,Summersville (Gauley River) Area,Summersville Lake (main),NA,0.0047100000000028786,-0.0013299999999958345,"Slightly overhanging climb with big moves between good holds. The crux of this climb comes right at the anchor, make sure you traverse a couple moves right then move to the anchor, otherwise I think the climb is more like 5.11-.This climb is the most classic warm-up I have ever done. For that reason I always warm-up on this one...Super Classic",4 Bolts to bolted anchor.,"menace alert: slightly overhanging climb with big moves between good holds. the crux of this climb comes right at the anchor, make sure you traverse a couple moves right then move to the anchor, otherwise i think the climb is more like 5.11-.this climb is the most classic warm-up i have ever done. for that reason i always warm-up on this one...super classic","crux, traverse","classic, good, warm up",thin,-,-,0,1,0,0,0,1,0,0,1
107202336,Ragged Reaction,The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > The Long Wall,https://www.mountainproject.com/route/107202336/ragged-reaction,2.4,5.9,5.9,9,1,30,-80.84379,38.24137,The New River Gorge Region,Summersville (Gauley River) Area,Summersville Lake (main),NA,0,0,Very delicate climbing. Starts tenuously and doesn't let up. Requires a bit of patience and observation. Right hand gets to hold the arete most of the way up. If you're tired of looking at the rock just lean out right and you'll see the lake.,Bolts. Oldish looking rings at the top.,ragged reaction: very delicate climbing. starts tenuously and doesn't let up. requires a bit of patience and observation. right hand gets to hold the arete most of the way up. if you're tired of looking at the rock just lean out right and you'll see the lake.,arete,-,-,-,-,0,0,0,0,0,1,0,0,1
107094773,Flight Path,The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > The Long Wall,https://www.mountainproject.com/route/107094773/flight-path,3,5.10b,5.10b,10,1,40,-80.84379,38.24137,The New River Gorge Region,Summersville (Gauley River) Area,Summersville Lake (main),NA,0,0,"from the edge of the ledge, climb up a right facing flake and thin crack.","4 bolts, bolted anchor.","flight path: from the edge of the ledge, climb up a right facing flake and thin crack.","crack, flake, ledge",-,thin,-,-,0,0,0,0,0,1,0,0,1
106603133,Going Ballistic,The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > The Long Wall,https://www.mountainproject.com/route/106603133/going-ballistic,2.9,5.10d,5.10d,10,1,50,-80.84379,38.24137,The New River Gorge Region,Summersville (Gauley River) Area,Summersville Lake (main),NA,0,0,"Crank an easy boulder problem on the left, or deadpoint for a finger slot on the right, then pull to jugs and clip the first bolt.  Continue up the wonderful face and fight the pump to the anchors.  Don't try to clip the chains too soon - you'll miss the jug.","5 bolts, bolted anchor.","going ballistic: crank an easy boulder problem on the left, or deadpoint for a finger slot on the right, then pull to jugs and clip the first bolt.  continue up the wonderful face and fight the pump to the anchors.  don't try to clip the chains too soon - you'll miss the jug.","face, jug",easy,pumpy,-,-,0,1,0,0,0,1,0,0,1
105993756,Chewy,The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > The Long Wall,https://www.mountainproject.com/route/105993756/chewy,2.7,5.10b,5.10b,10,1,40,-80.84379,38.24137,The New River Gorge Region,Summersville (Gauley River) Area,Summersville Lake (main),NA,0,0,"Slightly overhanging...  Big moves between big holds makes this climb a great 2nd climb of the day, to further warm-up and get into the lead head-set  There is a deadpoint before you reach the first jug off a weird sidepull rail.",4 bolts to bolted anchor.,"chewy: slightly overhanging...  big moves between big holds makes this climb a great 2nd climb of the day, to further warm-up and get into the lead head-set  there is a deadpoint before you reach the first jug off a weird sidepull rail.",jug,"great, warm up",-,-,-,0,1,1,0,0,1,0,0,1
106386738,Lickety Split,The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > The Satisfaction Wall,https://www.mountainproject.com/route/106386738/lickety-split,2.7,5.9,5.9,9,1,60,-80.8422,38.24161,The New River Gorge Region,Summersville (Gauley River) Area,Summersville Lake (main),NA,0.001589999999993097,2.3999999999801958e-4,"This is a really nice climb!  Start by climbing the crack system...try not to use the tree, it's close to the route.  As the crack ends, the crux is gaining the ledge above.  Follow the line straight up making use of really good face holds to the top.  Nice alternative if Orange Oswald is crowded.","7 bolts, shuts","lickety split: this is a really nice climb!  start by climbing the crack system...try not to use the tree, it's close to the route.  as the crack ends, the crux is gaining the ledge above.  follow the line straight up making use of really good face holds to the top.  nice alternative if orange oswald is crowded.","crack, crux, face, ledge","good, nice",-,-,-,0,1,0,0,0,1,0,0,1
106386768,Two Finger Limit,The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > The Satisfaction Wall,https://www.mountainproject.com/route/106386768/two-finger-limit,2.1,5.10a,5.10a,10,1,80,-80.8422,38.24161,The New River Gorge Region,Summersville (Gauley River) Area,Summersville Lake (main),NA,0,0,"You can start this climb by climbing the first part of Make Way for Dyklings and then traversing left to reach the first bolt.  (Not 5.8 as listed in Cater guide, more like 5.10a).   Otherwise, you can do a direct start by climbing out of the small cave to reach the first bolt, 5.11c).  The bottom is certainly the crux, no matter how you start it.  Climb up the nice face on good holds to the top.  The top may be a bit dirty.","6 bolts, shuts","two finger limit: you can start this climb by climbing the first part of make way for dyklings and then traversing left to reach the first bolt.  (not 5.8 as listed in cater guide, more like 5.10a).   otherwise, you can do a direct start by climbing out of the small cave to reach the first bolt, 5.11c).  the bottom is certainly the crux, no matter how you start it.  climb up the nice face on good holds to the top.  the top may be a bit dirty.","crux, face","good, nice",-,dirty,-,1,1,0,0,0,1,0,0,1
107792700,Bad Hair Day,The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > The Satisfaction Wall,https://www.mountainproject.com/route/107792700/bad-hair-day,2.6,5.9,5.9,9,1,60,-80.8422,38.24161,The New River Gorge Region,Summersville (Gauley River) Area,Summersville Lake (main),NA,0,0,Climb the wide crack with some briar bushwacking to gain a ledge with some Cedar trees. Then climb the perfect hand crack splitting the upper wall to the anchor.,Standard Rack with anchors.,bad hair day: climb the wide crack with some briar bushwacking to gain a ledge with some cedar trees. then climb the perfect hand crack splitting the upper wall to the anchor.,"crack, ledge",-,-,bad,-,1,0,0,0,0,1,0,1,0
119595668,Retired Monk,The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > The Satisfaction Wall,https://www.mountainproject.com/route/119595668/retired-monk,2.2,5.9 PG13,5.9,9,1,55,-80.8422,38.24161,The New River Gorge Region,Summersville (Gauley River) Area,Summersville Lake (main),NA,0,0,This is the leftmost route on Satisfaction Wall.It is better then it looks.First clip seems high but it is not that bad once you grab big jug 8 feet up.,5 bolts and chains,retired monk: this is the leftmost route on satisfaction wall.it is better then it looks.first clip seems high but it is not that bad once you grab big jug 8 feet up.,jug,-,-,bad,-,1,0,0,0,0,1,0,0,1
113456186,T. Love,The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > The Satisfaction Wall,https://www.mountainproject.com/route/113456186/t-love,1.8,5.10a,5.10a,10,1,40,-80.8422,38.24161,The New River Gorge Region,Summersville (Gauley River) Area,Summersville Lake (main),NA,0,0,Follow the bolts past a few horizontal cracks and your choice of slopers to the anchors.,4 Bolts + 2 Bolt Anchor,t. love: follow the bolts past a few horizontal cracks and your choice of slopers to the anchors.,"crack, sloper",-,-,-,-,0,0,0,0,0,1,0,0,1
120364415,Piscosouer,The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > The Satisfaction Wall,https://www.mountainproject.com/route/120364415/piscosouer,2.5,5.10a,5.10a,10,1,60,-80.8422,38.24161,The New River Gorge Region,Summersville (Gauley River) Area,Summersville Lake (main),NA,0,0,"Start just right of the crack and work your way up and right along the arete and face.  Techy slab moves at the bottom, move through a small overhang, and then classic Summersville slopers at the top.  Solid climb albeit similar to some of the other slab climbs at Satisfaction Wall.","6 or 7 bolts to a 2 bolt anchor, which is shared with Tequila Maria","piscosouer: start just right of the crack and work your way up and right along the arete and face.  techy slab moves at the bottom, move through a small overhang, and then classic summersville slopers at the top.  solid climb albeit similar to some of the other slab climbs at satisfaction wall.","arete, crack, face, slab, sloper",classic,-,-,techy,0,1,0,0,0,1,0,0,1
106386748,Make Way For Ducklings,The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > The Satisfaction Wall,https://www.mountainproject.com/route/106386748/make-way-for-ducklings,2.3,5.10b,5.10b,10,1,80,-80.8422,38.24161,The New River Gorge Region,Summersville (Gauley River) Area,Summersville Lake (main),NA,0,0,"Climb straight up with some interesting moves to reach the second bolt.  From here, move slightly right and up to reach a nice ledge.  This is the crux, and the hardest moves are near the bolt but there's some space before you reach the 3rd bolt above the ledge.  The holds get better and better as you proceed.","6 bolts, shuts.","make way for ducklings: climb straight up with some interesting moves to reach the second bolt.  from here, move slightly right and up to reach a nice ledge.  this is the crux, and the hardest moves are near the bolt but there's some space before you reach the 3rd bolt above the ledge.  the holds get better and better as you proceed.","crux, ledge","interesting, nice",-,-,-,0,1,0,0,0,1,0,0,1
107298505,Useless Beauty,The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > The Satisfaction Wall,https://www.mountainproject.com/route/107298505/useless-beauty,2.7,5.10b,5.10b,10,1,60,-80.8422,38.24161,The New River Gorge Region,Summersville (Gauley River) Area,Summersville Lake (main),NA,0,0,"This route is a worthy alternative if Orange Oswald area is full (when is it not?), and thus is less greasy and heavily traveled.  The newest guide lists it as ""5.10,"" and it feels about 10a. Fun, slightly overhanging moves past the first three bolts are the crux, with some crazy serrated vertical seams to carefully sink your fingers into.  The face above is much reminiscent of the top of Lickety Split and its neighbors further down the Satisfaction wall, which is to say fun and pleasant.","6 bolts, cold shut anchors","useless beauty: this route is a worthy alternative if orange oswald area is full (when is it not?), and thus is less greasy and heavily traveled.  the newest guide lists it as ""5.10,"" and it feels about 10a. fun, slightly overhanging moves past the first three bolts are the crux, with some crazy serrated vertical seams to carefully sink your fingers into.  the face above is much reminiscent of the top of lickety split and its neighbors further down the satisfaction wall, which is to say fun and pleasant.","crux, face","easy, fun",-,careful,-,1,1,1,0,0,1,0,0,1
106386782,Tequila Maria,The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > The Satisfaction Wall,https://www.mountainproject.com/route/106386782/tequila-maria,2.6,5.10d,5.10d,10,1,60,-80.8422,38.24161,The New River Gorge Region,Summersville (Gauley River) Area,Summersville Lake (main),NA,0,0,"Start by climbing the dirty slabby moves up and right to reach the first bolt.  Continue trending right, then straight up passing a very small overhang.  Continue on sloping holds to the finish.   There's another sport route buried in the lichen just to the right(3/09).","6 bolts, bolt anchor.","tequila maria: start by climbing the dirty slabby moves up and right to reach the first bolt.  continue trending right, then straight up passing a very small overhang.  continue on sloping holds to the finish.   there's another sport route buried in the lichen just to the right(3/09).",slab,-,-,dirty,-,1,0,0,0,0,1,0,0,1
107792710,No Refund,The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > The Satisfaction Wall,https://www.mountainproject.com/route/107792710/no-refund,2.2,5.10d,5.10d,10,1,60,-80.8422,38.24161,The New River Gorge Region,Summersville (Gauley River) Area,Summersville Lake (main),NA,0,0,The moves off the ground are very difficult to the first bolt. Climb up the corner then step left on the face. The final section is fairly steep.,7 bolts plus anchor,no refund: the moves off the ground are very difficult to the first bolt. climb up the corner then step left on the face. the final section is fairly steep.,face,fun,difficult,-,-,0,1,1,0,0,1,0,0,1
125431842,Mitogenom,The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > The Satisfaction Wall,https://www.mountainproject.com/route/125431842/mitogenom,2,5.10c,5.10c,10,1,60,-80.8422,38.24161,The New River Gorge Region,Summersville (Gauley River) Area,Summersville Lake (main),NA,0,0,Climb the crack system up to a ledge with two cedar trees and continue up a hand crack to an anchor near the top.,"Cams, bolt anchor.",mitogenom: climb the crack system up to a ledge with two cedar trees and continue up a hand crack to an anchor near the top.,"crack, ledge",-,-,-,-,0,0,0,0,0,1,0,1,0
107554557,Wendy's Arete,The New River Gorge Region > Summersville (Gauley River) Area > Whippoorwill,https://www.mountainproject.com/route/107554557/wendys-arete,3.2,5.7,5.7,7,1,40,-80.8552,38.2338,The New River Gorge Region,Summersville (Gauley River) Area,Whippoorwill,NA,0,0,Nice holds up good quality rock. Very comfortable lead with nice clip stances.,"4 Bolts, Bolt anchor",wendy's arete: nice holds up good quality rock. very comfortable lead with nice clip stances.,arete,"good, nice",-,-,-,0,1,0,0,0,1,1,0,1
106736089,Gimme a Clown,The New River Gorge Region > Summersville (Gauley River) Area > Whippoorwill,https://www.mountainproject.com/route/106736089/gimme-a-clown,2.9,5.9,5.9,9,1,70,-80.8552,38.2338,The New River Gorge Region,Summersville (Gauley River) Area,Whippoorwill,NA,0,0,"What a nice 5.9!   Start to the left of the high first bolt and climb up to reach a nice ledge and traverse right to make the first clip.   From here, head up and right to the 2nd bolt (crux).   It's nothing but jugs from here.   This route is every bit as good as the many moderates on Orange Oswald Wall.","7 bolts, with new bolted anchors with rap rings. At any point you could supplement the bolts with gear if you felt so inclined.","gimme a clown: what a nice 5.9!   start to the left of the high first bolt and climb up to reach a nice ledge and traverse right to make the first clip.   from here, head up and right to the 2nd bolt (crux).   it's nothing but jugs from here.   this route is every bit as good as the many moderates on orange oswald wall.","crux, jug, ledge, traverse","good, nice","high first bolt, thin",-,-,0,1,0,0,0,1,1,0,1
107384080,Bongo,The New River Gorge Region > Summersville (Gauley River) Area > Whippoorwill,https://www.mountainproject.com/route/107384080/bongo,2.9,5.7,5.7,7,1,70,-80.8552,38.2338,The New River Gorge Region,Summersville (Gauley River) Area,Whippoorwill,NA,0,0,Fun route with big ol' cave up towards the top. Usually drys quickly after a rain.,7 Bolts with new bolted anchors with rap rings.,bongo: fun route with big ol' cave up towards the top. usually drys quickly after a rain.,-,fun,-,-,-,0,1,1,0,0,1,0,0,1
107384091,Cowboy in the Dirt,The New River Gorge Region > Summersville (Gauley River) Area > Whippoorwill,https://www.mountainproject.com/route/107384091/cowboy-in-the-dirt,2.8,5.8,5.8,8,1,70,-80.8552,38.2338,The New River Gorge Region,Summersville (Gauley River) Area,Whippoorwill,NA,0,0,The crux is half way up.,8 bolts with anchors. Could be climbed with gear. New bolted anchors with rap rings.,cowboy in the dirt: the crux is half way up.,crux,-,-,-,-,0,0,0,0,0,1,1,0,1
107829637,Straight Outta Lockmont,The New River Gorge Region > Summersville (Gauley River) Area > Whippoorwill,https://www.mountainproject.com/route/107829637/straight-outta-lockmont,2.9,5.9,5.9,9,1,70,-80.8552,38.2338,The New River Gorge Region,Summersville (Gauley River) Area,Whippoorwill,NA,0,0,"""Climbs a brainy face through a steep section."" according to Williams' guidebook.",6 Bolts (The runout now has a bolt),"straight outta lockmont: ""climbs a brainy face through a steep section."" according to williams' guidebook.",face,-,-,-,-,0,0,0,0,0,1,0,0,1
107094737,Whinerlamer,The New River Gorge Region > Summersville (Gauley River) Area > Whippoorwill,https://www.mountainproject.com/route/107094737/whinerlamer,2.5,5.9,5.9,9,1,40,-80.8552,38.2338,The New River Gorge Region,Summersville (Gauley River) Area,Whippoorwill,NA,0,0,One crux may be gaining a small ledge and a second may be surpassing the dihedral to reach the anchors. This route is hard for the grade with moves that are not intuitive.,"5 bolts, anchors",whinerlamer: one crux may be gaining a small ledge and a second may be surpassing the dihedral to reach the anchors. this route is hard for the grade with moves that are not intuitive.,"crux, dihedral, ledge",-,-,-,-,0,0,0,0,0,1,0,0,1
108381188,Hammer Time,The New River Gorge Region > Summersville (Gauley River) Area > Whippoorwill,https://www.mountainproject.com/route/108381188/hammer-time,2.4,5.9+,5.9,9,1,40,-80.8552,38.2338,The New River Gorge Region,Summersville (Gauley River) Area,Whippoorwill,NA,0,0,Climb the face with a mix of slab and a small roof to the anchors.,4 bolts + anchors,hammer time: climb the face with a mix of slab and a small roof to the anchors.,"face, roof, slab",-,-,-,-,0,0,0,0,0,1,0,0,1
107865519,Holy Mackerel,The New River Gorge Region > Summersville (Gauley River) Area > Whippoorwill,https://www.mountainproject.com/route/107865519/holy-mackerel,2.9,5.8,5.8,8,1,50,-80.8552,38.2338,The New River Gorge Region,Summersville (Gauley River) Area,Whippoorwill,NA,0,0,Start at a right facing crack that angles right near the top that puts you on a nice belay ledge about 50  ft. up. The belay ledge at the top is an awesome ledge to take photos.,Gear to 4 inches to a set of ring anchors on the ledge.,holy mackerel: start at a right facing crack that angles right near the top that puts you on a nice belay ledge about 50  ft. up. the belay ledge at the top is an awesome ledge to take photos.,"crack, ledge",nice,-,-,-,0,1,0,0,0,1,0,1,0
108468844,Johnny Bravo,The New River Gorge Region > Summersville (Gauley River) Area > Whippoorwill,https://www.mountainproject.com/route/108468844/johnny-bravo,3.7,5.10a,5.10a,10,1,50,-80.8552,38.2338,The New River Gorge Region,Summersville (Gauley River) Area,Whippoorwill,NA,0,0,An overhanging jug haul that can be climbed year long on both ropes and DWS.,5 bolts and can take some gear in the beginning to gain the first bolt. Anchors at top.,johnny bravo: an overhanging jug haul that can be climbed year long on both ropes and dws.,jug,-,-,-,-,0,0,0,0,0,1,0,1,0
107094784,Jowiki,The New River Gorge Region > Summersville (Gauley River) Area > Whippoorwill,https://www.mountainproject.com/route/107094784/jowiki,2.2,5.10a,5.10a,10,1,30,-80.8552,38.2338,The New River Gorge Region,Summersville (Gauley River) Area,Whippoorwill,NA,0,0,rightmost route.,"3 bolts, anchors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1
113748075,28 Weeks Later,The New River Gorge Region > Summersville (Gauley River) Area > Whippoorwill,https://www.mountainproject.com/route/113748075/28-weeks-later,2.5,5.9,5.9,9,1,65,-80.8552,38.2338,The New River Gorge Region,Summersville (Gauley River) Area,Whippoorwill,NA,0,0,"Crux is at the first two bolts.  All the holds are there, you just have to find them.  Once you surmount the ledge, the climbing eases significantly, which is the hallmark trait of pretty much this entire wall.",7 bolts and a 2 bolt anchor with rings at the top.,"28 weeks later: crux is at the first two bolts.  all the holds are there, you just have to find them.  once you surmount the ledge, the climbing eases significantly, which is the hallmark trait of pretty much this entire wall.","crux, ledge",-,-,-,-,0,0,0,0,0,1,0,0,1
113747879,After Forever,The New River Gorge Region > Summersville (Gauley River) Area > Whippoorwill,https://www.mountainproject.com/route/113747879/after-forever,2.3,5.10a,5.10a,10,1,45,-80.8552,38.2338,The New River Gorge Region,Summersville (Gauley River) Area,Whippoorwill,NA,0,0,Follow a couple thin moves to much easier climbing above.  Crux is low on this one.,"5 bolts, and a two bolt anchor.",after forever: follow a couple thin moves to much easier climbing above.  crux is low on this one.,crux,easier,thin,-,-,0,1,0,0,0,1,0,0,1
116252140,One Bolt Wonder,The New River Gorge Region > Summersville (Gauley River) Area > Whippoorwill,https://www.mountainproject.com/route/116252140/one-bolt-wonder,3,5.9,5.9,9,1,70,-80.8552,38.2338,The New River Gorge Region,Summersville (Gauley River) Area,Whippoorwill,NA,0,0,Begin at the obvious crack near the ground just left of Bongo. Pull the roof and continue past the ledge to the face above. Gear in horizontals until you reach the the one bolt at the crux beneath the anchors. Most of the route is ~ 5.7 and the crux is bolted.,Bolted anchors. One bolt at the crux before the anchors. Standard rack.,one bolt wonder: begin at the obvious crack near the ground just left of bongo. pull the roof and continue past the ledge to the face above. gear in horizontals until you reach the the one bolt at the crux beneath the anchors. most of the route is ~ 5.7 and the crux is bolted.,"crack, crux, face, ledge, roof",-,-,-,-,0,0,0,0,0,1,0,1,0
108404492,Crescent Corner,The New River Gorge Region > Summersville (Gauley River) Area > Whippoorwill,https://www.mountainproject.com/route/108404492/crescent-corner,2.9,5.10a,5.10a,10,1,NA,-80.8552,38.2338,The New River Gorge Region,Summersville (Gauley River) Area,Whippoorwill,NA,0,0,"Another worthwhile Whippoorwill trad line. Climb up to the obvious corner. Make a mix of crack, stemming, and face moves to reach a good stance (crux). Move right to the face, and continue up the very cool horizontals to the anchor.",Some small gear is useful for the start of the crack and the upper face. The upper face is slightly runout.,"crescent corner: another worthwhile whippoorwill trad line. climb up to the obvious corner. make a mix of crack, stemming, and face moves to reach a good stance (crux). move right to the face, and continue up the very cool horizontals to the anchor.","crack, crux, face","cool, good",-,-,-,0,1,0,0,0,1,0,1,0
108404483,Charlotte Corner,The New River Gorge Region > Summersville (Gauley River) Area > Whippoorwill,https://www.mountainproject.com/route/108404483/charlotte-corner,2.9,5.10a,5.10a,10,1,NA,-80.8552,38.2338,The New River Gorge Region,Summersville (Gauley River) Area,Whippoorwill,NA,0,0,"This is a very nice trad route and on a busy day might be one of the few routes without a line on it, a good reason to bring a rack down to whippoorwill.  Start in the corner near the cave, climb up the very enjoyable corner with some good moves. At the roof, traverse right to some very good holds out on the face. Finish up the face and crack, aiming for the bolted anchors.","Good mix of pro, a #4 can be helpful to protect the roof moves.  Bolted anchor at the top. When toproping this, be mindful of the rope getting stuck in the crack.","charlotte corner: this is a very nice trad route and on a busy day might be one of the few routes without a line on it, a good reason to bring a rack down to whippoorwill.  start in the corner near the cave, climb up the very enjoyable corner with some good moves. at the roof, traverse right to some very good holds out on the face. finish up the face and crack, aiming for the bolted anchors.","crack, face, roof, traverse","good, nice",-,-,-,0,1,0,0,0,1,0,1,0
121036777,Bali,The New River Gorge Region > Summersville (Gauley River) Area > Whippoorwill,https://www.mountainproject.com/route/121036777/bali,3,5.9,5.9,9,1,80,-80.8552,38.2338,The New River Gorge Region,Summersville (Gauley River) Area,Whippoorwill,NA,0,0,This route follows the obvious right-angling crack.,bolt anchor,bali: this route follows the obvious right-angling crack.,crack,-,-,-,-,0,0,0,0,0,1,0,1,0
108400883,Good Easy Crack,The New River Gorge Region > Summersville (Gauley River) Area > Whippoorwill,https://www.mountainproject.com/route/108400883/good-easy-crack,2,5.7,5.7,7,1,50,-80.8552,38.2338,The New River Gorge Region,Summersville (Gauley River) Area,Whippoorwill,NA,0,0,"Starts either from the ground in a dirty corner that's underwater much of the year, or from a ledge directly right. For full value, pull a juggy roof move from the ground, then plug your first piece. Or traverse in from the ledge on the right. Great holds and a jam or two will get you to a 2 bolt anchor with rings.",Any cams from #2 to #.3 and set of nuts will easily get you through this one. Bolted anchor.,"good easy crack: starts either from the ground in a dirty corner that's underwater much of the year, or from a ledge directly right. for full value, pull a juggy roof move from the ground, then plug your first piece. or traverse in from the ledge on the right. great holds and a jam or two will get you to a 2 bolt anchor with rings.","crack, jug, ledge, roof, traverse","easy, good, great",-,dirty,jam,1,1,1,0,0,1,1,1,0
121587997,Thunderdome,The New River Gorge Region > Summersville (Gauley River) Area > Whippoorwill,https://www.mountainproject.com/route/121587997/thunderdome,2.7,5.9,5.9,9,1,60,-80.8552,38.2338,The New River Gorge Region,Summersville (Gauley River) Area,Whippoorwill,NA,0,0,"Climb up and over a left facing flake, the anchors are right below a curved hemlock tree. This climb is really fun and worth doing.","6 bolts, bolt anchor","thunderdome: climb up and over a left facing flake, the anchors are right below a curved hemlock tree. this climb is really fun and worth doing.",flake,fun,-,-,-,0,1,1,0,0,1,0,0,1
112319177,Where Have All the Cowboys Gone?,The New River Gorge Region > Summersville (Gauley River) Area > Whippoorwill,https://www.mountainproject.com/route/112319177/where-have-all-the-cowboys-gone,3,5.9,5.9,9,1,60,-80.8552,38.2338,The New River Gorge Region,Summersville (Gauley River) Area,Whippoorwill,NA,0,0,"Trad placement only lasts for ~25 feet then you hit the bolt and after that its pretty much a ladder. If you're there with some nuts, you might as well do it.","Stoppers and cams up to #1. After first bolt, a horizontal placement. Followed by 1 more bolt and then two top anchors.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0
121534231,Oakley,The New River Gorge Region > Summersville (Gauley River) Area > Whippoorwill,https://www.mountainproject.com/route/121534231/oakley,2.4,5.9,5.9,9,1,50,-80.8552,38.2338,The New River Gorge Region,Summersville (Gauley River) Area,Whippoorwill,NA,0,0,"Crux near the top, otherwise really easy route.",4 bolts and anchors at top,"oakley: crux near the top, otherwise really easy route.",crux,easy,-,-,-,0,1,0,0,0,1,0,0,1
