route_id,field,value,info
118831535,Location,"Just to the left of the ""minidihedral"". The start is just left of a tree and right in front of a jagged stump. Moves up and right to the bulge where a chunk of rock clearly broke off.","Location`Just to the left of the ""minidihedral"". The start is just left of a tree and right in front of a jagged stump. Moves up and right to the bulge where a chunk of rock clearly broke off."
111454025,Description,Start slightly left of the crack and work your way right and move up. The ledge at the top of the crack has limited hand holds but there is a blind hand slap sidepull above and to the right. Use it to pull your feet up to the ledge. Shrek appears and puts you on your hands and knees. Escape his swamp by moving along the ledge and topping out to the Frenchy Boulder before his powerful ogre hands get you.,Description`Start slightly left of the crack and work your way right and move up. The ledge at the top of the crack has limited hand holds but there is a blind hand slap sidepull above and to the right. Use it to pull your feet up to the ledge. Shrek appears and puts you on your hands and knees. Escape his swamp by moving along the ledge and topping out to the Frenchy Boulder before his powerful ogre hands get you.
111454025,Protection,Bottle of Jergens,Protection`Bottle of Jergens
111454025,Location,The Swamp. Below Frenchy boulder on the ground.,Location`The Swamp. Below Frenchy boulder on the ground.
122966673,Description,Start low on pocket and move up through obvious weakness,Description`Start low on pocket and move up through obvious weakness
122966673,Location,Just right of Downclimb,Location`Just right of Downclimb
122966673,Protection,Pads,Protection`Pads
123192162,Description,?????????,Description`?????????
123192162,Location,Center of boulder,Location`Center of boulder
123192162,Protection,Pads,Protection`Pads
123099925,Description,Sit start on arete right hand pocket and left side pull move up arete finishing right side of arete,Description`Sit start on arete right hand pocket and left side pull move up arete finishing right side of arete
123099925,Location,#12 on topo,Location`#12 on topo
123099925,Protection,Pads,Protection`Pads
108724844,Description,"Stand start on a small left crimp sidepull, and a tiny right hand nubbing you can pinch on, huge feet.  Balance on an dmake a long move to a high crimp.  Jugs to topout.  One move wonder, but quality.","Description`Stand start on a small left crimp sidepull, and a tiny right hand nubbing you can pinch on, huge feet.  Balance on an dmake a long move to a high crimp.  Jugs to topout.  One move wonder, but quality."
108724844,Location,the center blank face of this boulder.,Location`the center blank face of this boulder.
108724844,Protection,pad,Protection`pad
108008704,Description,Several slab lines here.  Start at the bottom and climb straight up or climb up and right at an angle.  Great place to work footwork.,Description`Several slab lines here.  Start at the bottom and climb straight up or climb up and right at an angle.  Great place to work footwork.
108008704,Location,Directly behind the Bozoo Roof,Location`Directly behind the Bozoo Roof
108008704,Protection,none/pad,Protection`none/pad
106652120,Description,"SDS at the arete, right hand cross over to nice pinch. follow the arete to the top.","Description`SDS at the arete, right hand cross over to nice pinch. follow the arete to the top."
106652120,Location,small alcove just right of problems C D and E. Top of the gulley. Nearest to parking location,Location`small alcove just right of problems C D and E. Top of the gulley. Nearest to parking location
106652120,Protection,Pad,Protection`Pad
107968855,Description,SDS deep under over-hang and climb out the corner.,Description`SDS deep under over-hang and climb out the corner.
107968855,Location,Left side of flinger boulder.,Location`Left side of flinger boulder.
107968855,Protection,pad,Protection`pad
106753444,Description,"Stand start on the far left edge of the boulder (below a small roof) just left of an incredibly difficult looking sit start project. Climb  up just left of the roof on crimps, or go up onto good hold on top of the roof, topout.","Description`Stand start on the far left edge of the boulder (below a small roof) just left of an incredibly difficult looking sit start project. Climb  up just left of the roof on crimps, or go up onto good hold on top of the roof, topout."
106753444,Location,Left side of the Project boulder. Between Ape Rage Boulder and Brain Boulder,Location`Left side of the Project boulder. Between Ape Rage Boulder and Brain Boulder
106753444,Protection,pad,Protection`pad
106536723,Description,"Start on the obvious crack that splits the boulder, eventually leaving the crack for crimps, and and ending jug at the top leftmost part of the boulder.","Description`Start on the obvious crack that splits the boulder, eventually leaving the crack for crimps, and and ending jug at the top leftmost part of the boulder."
106536723,Location,30 ft past Ape Rage boulder,Location`30 ft past Ape Rage boulder
106536723,Protection,Pad,Protection`Pad
106536672,Description,"SDS on good holds, go up arete using holds on both sides. Finishes by bumping your right hand up and up.","Description`SDS on good holds, go up arete using holds on both sides. Finishes by bumping your right hand up and up."
106536672,Location,"Left of Fireball, has a huge flatish rock for a landing","Location`Left of Fireball, has a huge flatish rock for a landing"
106536672,Protection,pad,Protection`pad
106531192,Description,"Stand start on a left hand crimp and right hand slope. Bump up and right, then move directly up the slab on small crimpers. For full value avoid using the big holds to the left on Bingo Bango.","Description`Stand start on a left hand crimp and right hand slope. Bump up and right, then move directly up the slab on small crimpers. For full value avoid using the big holds to the left on Bingo Bango."
106531192,Location,Far right side of the Pocket Boulder,Location`Far right side of the Pocket Boulder
106531192,Protection,pad,Protection`pad
123319613,Description,Sit start left of the series of roofs. Climb up obvious iron holds through a nice sidepull. Topout over the lip.,Description`Sit start left of the series of roofs. Climb up obvious iron holds through a nice sidepull. Topout over the lip.
123319613,Location,On the south east side of the boulder. Cyan Line.,Location`On the south east side of the boulder. Cyan Line.
123319613,Protection,Pads.,Protection`Pads.
121960002,Description,"Start with hands matched on a big slot by the tree on the left, near the start of Flipside v3. Traverse all the way across the crack with lots of heel hooks and finish at the corner","Description`Start with hands matched on a big slot by the tree on the left, near the start of Flipside v3. Traverse all the way across the crack with lots of heel hooks and finish at the corner"
121960002,Location,Near the tree on the far left of the boulder,Location`Near the tree on the far left of the boulder
121960002,Protection,"Pad against the tree, and there’s a bit of a rocky landing you may want to pad","Protection`Pad against the tree, and there’s a bit of a rocky landing you may want to pad"
121859945,Description,Sit start low in sand on slopers and climb up through more slopers to top,Description`Sit start low in sand on slopers and climb up through more slopers to top
121859945,Location,This one may be hard to find but as you walk the edge of the cliff line you can see it looking west it’s out amongst the blueberries!,Location`This one may be hard to find but as you walk the edge of the cliff line you can see it looking west it’s out amongst the blueberries!
121859945,Protection,Pads,Protection`Pads
121500798,Description,"Sit start, good jugs/hand holds, make use of a knee bar to help get leverage up.","Description`Sit start, good jugs/hand holds, make use of a knee bar to help get leverage up."
121500798,Location,Third route from the left on the western wall.,Location`Third route from the left on the western wall.
117992470,Description,"Start on the arete with a right slopey pocket and a left fist sized pocket. Use a smeary foot to move up to a hidden sharp jug just below all the moss on the arete. Make another move to the lip and top out. Probably soft for taller people.This route is #25 on Boulder 3 in the Tilted Tree Corridor area of the Brayack and Keenan falcon guidebook, originally published as a V5.","Description`Start on the arete with a right slopey pocket and a left fist sized pocket. Use a smeary foot to move up to a hidden sharp jug just below all the moss on the arete. Make another move to the lip and top out. Probably soft for taller people.This route is #25 on Boulder 3 in the Tilted Tree Corridor area of the Brayack and Keenan falcon guidebook, originally published as a V5."
117992470,Location,"The problem starts on the second arete past the tilted tree corridor, this is also the arete right of Occam's Razor.","Location`The problem starts on the second arete past the tilted tree corridor, this is also the arete right of Occam's Razor."
117992470,Protection,1 pad should do.,Protection`1 pad should do.
121860197,Description,Sit or lay under obvious arete and climb up blunt arete,Description`Sit or lay under obvious arete and climb up blunt arete
121860197,Location,Right end of Fire Tower boulder,Location`Right end of Fire Tower boulder
121860197,Protection,Pads,Protection`Pads
121003906,Description,Stand start and climb the face behind the tree,Description`Stand start and climb the face behind the tree
121003906,Location,Behind the tree to the left of Crimpciple of The Matter,Location`Behind the tree to the left of Crimpciple of The Matter
121003906,Protection,Pads,Protection`Pads
122498016,Description,"Pull onto the snout of the alpine dog, and wiggle around and squeeze until finding yourself on top of this silly mantle problem.","Description`Pull onto the snout of the alpine dog, and wiggle around and squeeze until finding yourself on top of this silly mantle problem."
122498016,Location,"Start on tip of the overhanging bit of the boulder, avoiding any traverse to preserve the contrived beta for this version of Alpine Dog.","Location`Start on tip of the overhanging bit of the boulder, avoiding any traverse to preserve the contrived beta for this version of Alpine Dog."
122498016,Protection,Pad,Protection`Pad
118687056,Description,Sit start with hands on flakes. Move up between the two flakes and top out.nullnull,Description`Sit start with hands on flakes. Move up between the two flakes and top out.nullnull
118687056,Location,Left side of Boulder,Location`Left side of Boulder
122186387,Description,Sit start and climb up the Arete.,Description`Sit start and climb up the Arete.
122186387,Location,The Arete has obvious red patch in the middle.,Location`The Arete has obvious red patch in the middle.
118727105,Description,"Start laying down with your hand in a low pocket and the other grabbing a small lip beside it with feet out right. Make a burly move up and slightly left to the sloping ledge without dabbing. Make another move up and slightly left to a sloper. From there, find the small crimp(straight up) and pinch(right) and find a way to top out. The top out stays generally over the large sloping ledge (2nd hold).","Description`Start laying down with your hand in a low pocket and the other grabbing a small lip beside it with feet out right. Make a burly move up and slightly left to the sloping ledge without dabbing. Make another move up and slightly left to a sloper. From there, find the small crimp(straight up) and pinch(right) and find a way to top out. The top out stays generally over the large sloping ledge (2nd hold)."
118727105,Location,Starts under the noticeable sloper ledge on the right side of the boulder. Go left off the trail and straight back between two rocks once you reach the Witch’s Hat/South Pup Tent Boulder to get to this Boulder. See topo photo attached.,Location`Starts under the noticeable sloper ledge on the right side of the boulder. Go left off the trail and straight back between two rocks once you reach the Witch’s Hat/South Pup Tent Boulder to get to this Boulder. See topo photo attached.
117639988,Description,Start on the large talus.  Follow jugs through inward opposing flakes to an easy topout.This route is # 6 on the Moby Slab in the Brayack & Keenan guidebook,Description`Start on the large talus.  Follow jugs through inward opposing flakes to an easy topout.This route is # 6 on the Moby Slab in the Brayack & Keenan guidebook
117639988,Location,Starts on the large triangular talus,Location`Starts on the large triangular talus
121939337,Description,Crouch start and move through sloper-ledges and side-pulls.,Description`Crouch start and move through sloper-ledges and side-pulls.
121939337,Location,"To the right of Dark Horse, climb the middle-ish face.","Location`To the right of Dark Horse, climb the middle-ish face."
121939337,Protection,"Pads, flat landing zone.","Protection`Pads, flat landing zone."
120022016,Description,"Sit start the same as Street Fighter (not Street Fighter [Original] nor Street Fighter Traverse). Move up and slightly left to the jug pocket, then to the jug shelf. Mantle onto the shelf and stand up to the jugs under the roof. Traverse right to the ending ledge of all of the other Sreet Fighter Variations.","Description`Sit start the same as Street Fighter (not Street Fighter [Original] nor Street Fighter Traverse). Move up and slightly left to the jug pocket, then to the jug shelf. Mantle onto the shelf and stand up to the jugs under the roof. Traverse right to the ending ledge of all of the other Sreet Fighter Variations."
120022016,Protection,Maybe two pads.,Protection`Maybe two pads.
119459277,Description,"Stand start in the thin canyon on the right most section of the slab just under a flat jug. Climb up small slab features (with a fun step through, or hand foot match) to a huge ledge while avoiding the right arête. Topping out by crawling across the ledge to the right and scrambling up, which is the intended line. Feel free to traverse left at the ledge or downclimb instead.","Description`Stand start in the thin canyon on the right most section of the slab just under a flat jug. Climb up small slab features (with a fun step through, or hand foot match) to a huge ledge while avoiding the right arête. Topping out by crawling across the ledge to the right and scrambling up, which is the intended line. Feel free to traverse left at the ledge or downclimb instead."
119459277,Location,"While facing the main Romulus and Remus boulder (with Colorful Corner being the right arête), this climb goes up the slab in the canyon to the right of the arête.","Location`While facing the main Romulus and Remus boulder (with Colorful Corner being the right arête), this climb goes up the slab in the canyon to the right of the arête."
119459277,Protection,Two pads and maybe a spotter. Tall,Protection`Two pads and maybe a spotter. Tall
114488502,Description,"Starting with hands in the upward-left slanting crack, follow the crack around the down-hill side of the boulder and down-climb when you get to the juggy arete on the Four Ton Mantis face.  OR you can connect it to Squirrel Soup 5.7 arete climb to the top for a highball, but easy finish.","Description`Starting with hands in the upward-left slanting crack, follow the crack around the down-hill side of the boulder and down-climb when you get to the juggy arete on the Four Ton Mantis face.  OR you can connect it to Squirrel Soup 5.7 arete climb to the top for a highball, but easy finish."
114488502,Location,Backside of the Squirrel Soup Boulder in the alcove between 3 boulders.,Location`Backside of the Squirrel Soup Boulder in the alcove between 3 boulders.
114488502,Protection,couple pads,Protection`couple pads
122508515,Description,Sit start below high roof and make awkward move to gain face under roof climb roof and finish like Rattlesnake Shake,Description`Sit start below high roof and make awkward move to gain face under roof climb roof and finish like Rattlesnake Shake
122508515,Location,Same boulder as Rattlesnake Shake,Location`Same boulder as Rattlesnake Shake
122508515,Protection,Pads,Protection`Pads
120168339,Description,Jump start to a jug right of the lower flake system. Make another large move to another jug. Use smaller features (and avoid the brittle flake to the left) to reach the sloping lip of the boulder. Topout over the lip.,Description`Jump start to a jug right of the lower flake system. Make another large move to another jug. Use smaller features (and avoid the brittle flake to the left) to reach the sloping lip of the boulder. Topout over the lip.
120168339,Location,This line is about 50 ft past the Rhodo Cave along the Rhododendron Trail. There will be an unofficial mountain bike trail on the right. The tall blank slab uphill on the right can be seen from the trail during most seasons.,Location`This line is about 50 ft past the Rhodo Cave along the Rhododendron Trail. There will be an unofficial mountain bike trail on the right. The tall blank slab uphill on the right can be seen from the trail during most seasons.
120168339,Protection,One pad will do since this is a mostly flat landing and not too tall.,Protection`One pad will do since this is a mostly flat landing and not too tall.
117611619,Description,Sit start. Climb the flake finding the good holds on it to a crimp. Then move left to a slopey feature. Find your feet and go for the top. Top out using the good jugs passed the lip.This route is #2 on Boulder 1: Spinal Tap Boulder in the Coral Area in the Brayack and Keenan falcon guidebook.,Description`Sit start. Climb the flake finding the good holds on it to a crimp. Then move left to a slopey feature. Find your feet and go for the top. Top out using the good jugs passed the lip.This route is #2 on Boulder 1: Spinal Tap Boulder in the Coral Area in the Brayack and Keenan falcon guidebook.
117611619,Location,To the right and around the arete from spinal tap. This route climbs the left side of this face. Another point of reference: at the Coral Boulder Coral face turn around. This route will be on the left side of the boulder face in front of you and to the right.,Location`To the right and around the arete from spinal tap. This route climbs the left side of this face. Another point of reference: at the Coral Boulder Coral face turn around. This route will be on the left side of the boulder face in front of you and to the right.
117611619,Protection,Bad landing. Have at least 1 pad.,Protection`Bad landing. Have at least 1 pad.
115398811,Description,"Start on an undercling and pull the bulge through small crimps. Top out by traversing left on thin but less steep ground, or traverse right and down climb an easy crack.","Description`Start on an undercling and pull the bulge through small crimps. Top out by traversing left on thin but less steep ground, or traverse right and down climb an easy crack."
115398811,Location,This route lies near the center of the south face. It is to the left and around the corner from Devil Anse.,Location`This route lies near the center of the south face. It is to the left and around the corner from Devil Anse.
115398811,Protection,Bouldering pad,Protection`Bouldering pad
120695506,Description,"Sit start on the low flat jug on the arete with hidden feet.  Make a tough move to the jug, then dyno to the lip.  Mantle onto the shelf, then either walk left to top-out or downclimb the chimney to the right.","Description`Sit start on the low flat jug on the arete with hidden feet.  Make a tough move to the jug, then dyno to the lip.  Mantle onto the shelf, then either walk left to top-out or downclimb the chimney to the right."
120695506,Location,Located on the right arete of the gently overhanging face.  Next the the rock stairs feature in the chimney,Location`Located on the right arete of the gently overhanging face.  Next the the rock stairs feature in the chimney
117564489,Description,"Same start as Short Roof, but instead of moving all the way to the right of the boulder, you continue straight up through the face and top out directly above the start. Not bad at all once you find the good holds up there!","Description`Same start as Short Roof, but instead of moving all the way to the right of the boulder, you continue straight up through the face and top out directly above the start. Not bad at all once you find the good holds up there!"
117564489,Location,See start for Short Roof,Location`See start for Short Roof
117564489,Protection,pads,Protection`pads
118188398,Description,"Climb face up to the left of the S shaped crack, move up and right to a slopey top out.Unknown FA; if anyone knows feel free to update name and info.","Description`Climb face up to the left of the S shaped crack, move up and right to a slopey top out.Unknown FA; if anyone knows feel free to update name and info."
118188398,Location,25 feet to the right of number 5 on the topo.,Location`25 feet to the right of number 5 on the topo.
118188398,Protection,Crash pad.,Protection`Crash pad.
118774887,Description,Start sitting with hands in the large horizontal. Make a loooooong deadpoint move to a sloping ledge. Move straight up through a couple incut crimps to the top. Find the big top out jug and finish.,Description`Start sitting with hands in the large horizontal. Make a loooooong deadpoint move to a sloping ledge. Move straight up through a couple incut crimps to the top. Find the big top out jug and finish.
118774887,Location,From the Good Block Boulder problems turn around. This route is in the middle of the river face of the boulder slightly uphill.,Location`From the Good Block Boulder problems turn around. This route is in the middle of the river face of the boulder slightly uphill.
120667655,Description,Stand start on the right side of the arete and climb straight up.,Description`Stand start on the right side of the arete and climb straight up.
120667655,Location,Right side of the right arete.,Location`Right side of the right arete.
120667655,Protection,Pad,Protection`Pad
119486336,Description,"Sit start in the middle of the boulder on the obvious holds.There are 3 variations you can take once you hit the middle of the boulder. Left, Center, or Right. The crux is the start so it doesn't change the grade but they're all pretty good! The one straight up the middle is my favorite.","Description`Sit start in the middle of the boulder on the obvious holds.There are 3 variations you can take once you hit the middle of the boulder. Left, Center, or Right. The crux is the start so it doesn't change the grade but they're all pretty good! The one straight up the middle is my favorite."
119486336,Location,The LCR Boulder,Location`The LCR Boulder
119486336,Protection,Pad,Protection`Pad
117118749,Description,"Climb the water streak utilizing a couple of pockets.  Can be dirty, but is a nice climb once cleaned. #5 on the topo","Description`Climb the water streak utilizing a couple of pockets.  Can be dirty, but is a nice climb once cleaned. #5 on the topo"
120721087,Description,"Stand start with a right hand two finger sharp pocket. Crank on it and some sloping crimps to smear up to a few larger gritty slopers. A right sloping mono sidepull pocket may help you balance and you stand up to more gritty smears. Continue smearing up to the roof, then downclimb. This one is rather tall, thin, and mean.","Description`Stand start with a right hand two finger sharp pocket. Crank on it and some sloping crimps to smear up to a few larger gritty slopers. A right sloping mono sidepull pocket may help you balance and you stand up to more gritty smears. Continue smearing up to the roof, then downclimb. This one is rather tall, thin, and mean."
120721087,Location,"This line goes up the right side of the Ceiling Block face, left of Ceiling Press. Dark Lavender on the topo.","Location`This line goes up the right side of the Ceiling Block face, left of Ceiling Press. Dark Lavender on the topo."
120721087,Protection,Three pads for sure.,Protection`Three pads for sure.
118049429,Description,"Start sitting (or crouching) using prominently featured sidepulls for hands. Make a long move out right to an alright pinch, then move back left through a horizontal crack to a diagonal pinch rail. Finish by matching the jug point at the tip of the prow.","Description`Start sitting (or crouching) using prominently featured sidepulls for hands. Make a long move out right to an alright pinch, then move back left through a horizontal crack to a diagonal pinch rail. Finish by matching the jug point at the tip of the prow."
118049429,Location,Start is on the prominent featured sidepulls a few feet to the right of the flake system that makes up the start of The Allusionist route. Prow is underneath branches of a Rhododendron.,Location`Start is on the prominent featured sidepulls a few feet to the right of the flake system that makes up the start of The Allusionist route. Prow is underneath branches of a Rhododendron.
119698454,Description,Stand start on the slab on the right arete of the boulder. Climb up the arete finding the sequence that controls the barndooring effect.,Description`Stand start on the slab on the right arete of the boulder. Climb up the arete finding the sequence that controls the barndooring effect.
119698454,Location,This line goes up the slab on the right arete of the boulder.,Location`This line goes up the slab on the right arete of the boulder.
119698454,Protection,A single pad.,Protection`A single pad.
117114783,Description,Stand start and flop over the top of the arete on the boulder two left of the Prize. #6 on the topo,Description`Stand start and flop over the top of the arete on the boulder two left of the Prize. #6 on the topo
118685735,Description,"Sit start matched on the grippy slopping sidepull with wide feet. Pull up to a nice gritty crimp rail and climb up through easier slab, trending left through slopers, a mono pocket, and jugs while avoiding the arête.","Description`Sit start matched on the grippy slopping sidepull with wide feet. Pull up to a nice gritty crimp rail and climb up through easier slab, trending left through slopers, a mono pocket, and jugs while avoiding the arête."
118685735,Location,"On the triangular boulder about 30 feet down the hill from the main trail as it goes by the Tilted Tree Corridor. Right of Triangle Slab, you might find a small stump of an old tree, the sit start is just right of the stump.","Location`On the triangular boulder about 30 feet down the hill from the main trail as it goes by the Tilted Tree Corridor. Right of Triangle Slab, you might find a small stump of an old tree, the sit start is just right of the stump."
118685735,Protection,"A pad for the highball top and a pad for your gouch,","Protection`A pad for the highball top and a pad for your gouch,"
121412939,Description,Sit start on good holds and go up the slab,Description`Sit start on good holds and go up the slab
121412939,Protection,Pads,Protection`Pads
119899495,Description,Stand start on a right facing flake. Continue up ledges through a small roof to topout.,Description`Stand start on a right facing flake. Continue up ledges through a small roof to topout.
119899495,Location,Starts on the obvious right facing flake on the Kurt Cobain Memorial Wall.,Location`Starts on the obvious right facing flake on the Kurt Cobain Memorial Wall.
119899495,Protection,1 pad.,Protection`1 pad.
120721288,Description,"Stand start with an undercling and a small hold up to the right. Smear up to generous slopers and sloping crimps. Continue to the jug slot at the bottom of the roof, match to end the problem, then downclimb.","Description`Stand start with an undercling and a small hold up to the right. Smear up to generous slopers and sloping crimps. Continue to the jug slot at the bottom of the roof, match to end the problem, then downclimb."
120721288,Location,This line goes up the right side of the Ceiling Block face. Green line on the topo.,Location`This line goes up the right side of the Ceiling Block face. Green line on the topo.
120721288,Protection,Three pads.,Protection`Three pads.
118811199,Description,Start sitting with hands on a high pocket on the arete. Move up the arete using a crimp and a sloper to the slopey topout over the arete.,Description`Start sitting with hands on a high pocket on the arete. Move up the arete using a crimp and a sloper to the slopey topout over the arete.
118811199,Location,From the Good Block boulder problems turn around. You’ll be facing the face with this problem. This is the short left arete.,Location`From the Good Block boulder problems turn around. You’ll be facing the face with this problem. This is the short left arete.
115127517,Description,Sit start on the jug under the small roof. Climb the left side of the arete directly up.,Description`Sit start on the jug under the small roof. Climb the left side of the arete directly up.
115127517,Location,End of the boulder if you go directly past the traverse.,Location`End of the boulder if you go directly past the traverse.
115127517,Protection,"pads, spotter for the top","Protection`pads, spotter for the top"
119440318,Description,Sit start right of the arete with a left hand on the arete and right hand on a thumb-down pinch. Climb straight up.,Description`Sit start right of the arete with a left hand on the arete and right hand on a thumb-down pinch. Climb straight up.
119440318,Location,Right of the arete on the Spread Eagle Boulder,Location`Right of the arete on the Spread Eagle Boulder
119440318,Protection,Pad,Protection`Pad
117114796,Description,"Stand start and flop over the top. Good practice for those sloping topouts. A sit start is possible, and might be about V8. #7 on the topo","Description`Stand start and flop over the top. Good practice for those sloping topouts. A sit start is possible, and might be about V8. #7 on the topo"
120221675,Description,Start matched on the undercling jug on the right arete. Traverse right on low holds until you hit the huge vertical jug rail and take it to the top.,Description`Start matched on the undercling jug on the right arete. Traverse right on low holds until you hit the huge vertical jug rail and take it to the top.
120221675,Location,Right arete.,Location`Right arete.
120221675,Protection,Pads,Protection`Pads
115127533,Description,"Stand start on jug and climb straight up, staying to the left of the tree.","Description`Stand start on jug and climb straight up, staying to the left of the tree."
115127533,Location,"Just right of The Penguin, the first climb past the overhanging portion of the cave.","Location`Just right of The Penguin, the first climb past the overhanging portion of the cave."
115127533,Protection,1 or 2 pads is fine and a spotter if you're uncomfortable with the tree.,Protection`1 or 2 pads is fine and a spotter if you're uncomfortable with the tree.
120695602,Description,"Stand start the exceptionally mossy slab with shelf jug footholds. Climb straight up and over the subtle sweeping arete to the lower angled slab with smooth features. Either use the nicely cleaned slopers and a high pocket to reach the lip and topout, or clean your own holds and smears.","Description`Stand start the exceptionally mossy slab with shelf jug footholds. Climb straight up and over the subtle sweeping arete to the lower angled slab with smooth features. Either use the nicely cleaned slopers and a high pocket to reach the lip and topout, or clean your own holds and smears."
120695602,Location,"From the main face of The Pit area, walk through the square 'doorway' and look immediately to the right. This line climbs up the tall mossy slab. There is a natural rock table about a pad's width way from this slab, so be sure not to fall onto it if you punt the crux. Red on the topo.","Location`From the main face of The Pit area, walk through the square 'doorway' and look immediately to the right. This line climbs up the tall mossy slab. There is a natural rock table about a pad's width way from this slab, so be sure not to fall onto it if you punt the crux. Red on the topo."
120695602,Protection,"Probably two pads, maybe three.","Protection`Probably two pads, maybe three."
119703401,Description,Start on a jug rail on the far right side of the cave. Go to edges of the side of the boulder then go straight to the top and top out. It might need to be brushed due to dirt run off.,Description`Start on a jug rail on the far right side of the cave. Go to edges of the side of the boulder then go straight to the top and top out. It might need to be brushed due to dirt run off.
119703401,Location,Far right of the cave,Location`Far right of the cave
119703401,Protection,Pads,Protection`Pads
117114686,Description,"Sit start at the old wheel lodged between the Prize boulder and its neighbor. Ascend the crack between the two, and grunt your way up the offwidthy topout.","Description`Sit start at the old wheel lodged between the Prize boulder and its neighbor. Ascend the crack between the two, and grunt your way up the offwidthy topout."
123015420,Description,Sit start on left side pull and right edge. Go straight up using pockets and underclings,Description`Sit start on left side pull and right edge. Go straight up using pockets and underclings
123015420,Location,Center of the face with pockets on it,Location`Center of the face with pockets on it
123015420,Protection,Pads,Protection`Pads
120242966,Description,Stand start on a left hand sloping rail and a right hand low incut crimp rail. Hand foot match and slap the top of the boulder then topout. Jump starting (the original line) makes this closer to V0/1.,Description`Stand start on a left hand sloping rail and a right hand low incut crimp rail. Hand foot match and slap the top of the boulder then topout. Jump starting (the original line) makes this closer to V0/1.
120242966,Location,This is the right most slab line on the Yowmigoochi Boulder starting on the white lichen.,Location`This is the right most slab line on the Yowmigoochi Boulder starting on the white lichen.
112042626,Description,"Start with the two pockets side by side working up to the left then straight up to the horizontal crazy, traverse the crack to the right to the jug finish hold.","Description`Start with the two pockets side by side working up to the left then straight up to the horizontal crazy, traverse the crack to the right to the jug finish hold."
112042626,Location,Sassafras Boulders at the top of Ballard Trail.,Location`Sassafras Boulders at the top of Ballard Trail.
112042626,Protection,Crash Pad,Protection`Crash Pad
119709495,Description,Stand start on the slab next to the ZT Mantle. About 5 feet to the right of ZT Mantle.,Description`Stand start on the slab next to the ZT Mantle. About 5 feet to the right of ZT Mantle.
119709495,Location,Stand start on sloper and hug the rock as you go up going from one pocket to the next. Top Out,Location`Stand start on sloper and hug the rock as you go up going from one pocket to the next. Top Out
119709495,Protection,Pads,Protection`Pads
122162008,Description,Sit start using jugs below the roof and reach right to the arete. Use a flat edge to reach low quality but solid jugs and topout.,Description`Sit start using jugs below the roof and reach right to the arete. Use a flat edge to reach low quality but solid jugs and topout.
122162008,Location,This boulder is uphill from the Shark Tooth boulder. This line goes up the right arete of the left boulder detached from the chossy looking cliff. Yellow on the topo.,Location`This boulder is uphill from the Shark Tooth boulder. This line goes up the right arete of the left boulder detached from the chossy looking cliff. Yellow on the topo.
122162008,Protection,Leaves.,Protection`Leaves.
119698429,Description,Start at crimps about 5 feet to the right of Dodo. Follow holds to the top. The start is the crux,Description`Start at crimps about 5 feet to the right of Dodo. Follow holds to the top. The start is the crux
119698429,Location,The second to the last line on the boulder,Location`The second to the last line on the boulder
119698429,Protection,Pads,Protection`Pads
120344402,Description,Establish with a low right edge foothold and whatever your hands can pull on. Move up and slightly right to the juggy cubical flake. Follow the flake up to the lip and topout over the second boulder.,Description`Establish with a low right edge foothold and whatever your hands can pull on. Move up and slightly right to the juggy cubical flake. Follow the flake up to the lip and topout over the second boulder.
120344402,Location,This line is the left most line on the right face of the High Court area. (Blue line on the topo),Location`This line is the left most line on the right face of the High Court area. (Blue line on the topo)
120344402,Protection,2 pads,Protection`2 pads
118909321,Description,"Sit Start, Top OutStarts on a protruding sidepull. Go up and right through some flakes and then top out.If all of the holds on this one break except for the start hold you can still dyno to the top which goes around V0.","Description`Sit Start, Top OutStarts on a protruding sidepull. Go up and right through some flakes and then top out.If all of the holds on this one break except for the start hold you can still dyno to the top which goes around V0."
118909321,Location,Starts on the side pulls to the right and below the prominent triangular feature.,Location`Starts on the side pulls to the right and below the prominent triangular feature.
118835679,Description,"Establish on low edges just a couple feet or so left of the arête, move through thin but good holds topping out just left of the ferns.","Description`Establish on low edges just a couple feet or so left of the arête, move through thin but good holds topping out just left of the ferns."
118835679,Location,Right side of the slab,Location`Right side of the slab
118811378,Description,Start sitting with hands on a good horizontal. Move up through a sloping pocket to the sloping topout.,Description`Start sitting with hands on a good horizontal. Move up through a sloping pocket to the sloping topout.
118811378,Location,This route is ~4 feet left of the right arete.,Location`This route is ~4 feet left of the right arete.
121339994,Description,Sit start on good holds and go up and top out between the trees.,Description`Sit start on good holds and go up and top out between the trees.
121339994,Location,This line goes in between the trees,Location`This line goes in between the trees
121339994,Protection,pads,Protection`pads
122021387,Description,"Start on the chalked up rail in under the roof, work your way straight up through the lip and to the top. Going out right to the arete is ""stoke the flames""","Description`Start on the chalked up rail in under the roof, work your way straight up through the lip and to the top. Going out right to the arete is ""stoke the flames"""
122021387,Location,In the middle of the waiting room/campfire boulder by the big tree,Location`In the middle of the waiting room/campfire boulder by the big tree
122021387,Protection,pads,Protection`pads
119731081,Description,Sit start of crimpy rail and make a move to good holds. Go straight up to the top.,Description`Sit start of crimpy rail and make a move to good holds. Go straight up to the top.
119731081,Location,3 feet to right of Who Arete,Location`3 feet to right of Who Arete
119731081,Protection,Pads,Protection`Pads
