"ID","h","s","v","hex3","area","radius","X","Y"
1251,216.683126231161,0.827579029525007,0.247244268077601,"#0B3373",13.4702901309308,1.1682575658097,43.7823772188759,-30.9994085004868
1307,216.93702106244,0.818526483320443,0.248000899496718,"#0B3373",6.05870962778266,0.783502157515962,101.181089449854,-136.449882987076
1161,213.952248756052,0.813893748465939,0.22837543923941,"#0B346A",4.14573230806392,0.648113033750532,165.224175609125,-33.6442702749164
807,214.940912471967,0.819209784606598,0.234850484856252,"#0B346D",1.76096462134154,0.422401491222044,172.9788295264,-144.679517994295
883,215.28454516882,0.816978947230914,0.237684853986226,"#0B346E",43.7425129236643,2.10524183525692,164.045587330435,-143.903907909605
1215,215.841873433242,0.817479361411218,0.24042749801941,"#0B346F",5.31890018938438,0.734109843867987,114.424754637451,-120.532641453096
1249,216.510614380567,0.824864038011693,0.246495743034056,"#0B3473",2.52208809319053,0.505510584312842,47.5399204380989,-30.7242472866369
820,214.405586828328,0.818537624817886,0.238892180803945,"#0B366F",2.26248440521393,0.478787633412357,163.749356540093,-1.75534754298031
1233,215.892362372112,0.821539817952573,0.251563961637491,"#0B3675",2.43101533124755,0.49629965828587,127.407096643141,-43.6532597317357
1357,214.973783301368,0.828968668051174,0.249351007561792,"#0B3774",4.93313709558196,0.706987474849653,130.141391017586,-69.1063219605415
1389,215.239856745266,0.828059810915859,0.253812805162286,"#0B3776",5.78679704834609,0.76571869928611,91.090093848011,-140.217454954147
1250,215.672505389033,0.834565660597214,0.254112006984235,"#0B3777",3.4185801572412,0.588535969935472,40.0319335319603,-29.9155309522103
1068,213.883616421836,0.823930340275477,0.244525236020334,"#0B3872",1.89863748562034,0.438602550552052,94.7097414419598,-123.334687530896
1263,213.759060053806,0.831410815448089,0.244755424584131,"#0B3872",4.28732794974163,0.659088114390405,47.2191518680201,-3.99690719457875
1248,215.563699496255,0.832516274176745,0.257624917243498,"#0B3878",1.37470663149009,0.373211606281941,42.0742155303943,-34.0797231819288
962,213.330901755173,0.824905487804066,0.247097345170262,"#0B3973",1.41528528881212,0.378679786434438,115.586478915611,-70.3030976072491
548,214.495186663412,0.830827269265066,0.253601161003122,"#0B3976",2.24944978016581,0.47740644556855,106.441720112088,-130.649633775815
1182,213.979613856784,0.827413376605102,0.252875315068298,"#0B3976",1.66332826000503,0.410524527999801,62.0235847699164,-33.713502326466
1404,214.310898056036,0.834422876146592,0.254866314241314,"#0B3977",2.60991759572032,0.514237240976718,38.1609449548255,-111.938381926583
1125,212.714952541877,0.820635427896749,0.246257935510386,"#0B3A72",9.06668440297138,0.9584608470984,72.7741753316609,-62.0386360314323
837,212.739156134478,0.831016985441798,0.247772410958685,"#0B3A74",3.52421619783816,0.597559835143278,158.067210884069,-2.06258270708438
547,214.405407716883,0.83200265704049,0.257533468065589,"#0B3A78",2.90956751355894,0.54295563756267,94.5652953295268,-130.652544731938
1280,212.551844671709,0.823747289766766,0.24916208125029,"#0B3B74",4.37935744632978,0.66612437281263,68.477861652123,-3.93905057899907
1369,212.596058523211,0.826944793668834,0.250281976216412,"#0B3B75",4.12969753353987,0.646858440605904,39.5318183560194,-3.51943264212775
1202,213.999446441523,0.841127098998921,0.262551047808401,"#0B3B7B",5.3266289763387,0.734643010384099,96.5308637475496,-112.063892136152
438,211.763102325395,0.818537624817886,0.247772410958685,"#0B3C73",2.00274980938336,0.450467514063099,160.930031198963,-1.00332052830968
823,211.904893804286,0.826158984713369,0.247638941940413,"#0B3C73",2.08710852745335,0.459856832494191,160.072584151519,-72.4730374490005
1349,212.409578941286,0.833082238928812,0.254037777816613,"#0B3C77",1.5610160387696,0.397698369034636,36.6619166066398,-3.36649692579575
37,213.442343056726,0.832932447711591,0.259821194081546,"#0B3C79",1.59551073011194,0.40206844652247,95.3654075691122,-127.687332209219
1129,213.602940349962,0.828590430162438,0.260002162189662,"#0B3C79",1.72381787588616,0.417922561688892,82.8693852104404,-52.2581318320508
533,213.715294321643,0.836790855224171,0.267498279311151,"#0B3D7D",30.5146463351488,1.758345837742,105.025735049728,-140.387126678537
366,213.832272636262,0.841029004043983,0.267699450150431,"#0B3D7E",7.44288558521705,0.868401967529258,31.253032731989,-119.691424109036
40,212.1436452827,0.829885829062758,0.258725445133308,"#0B3E79",1.52697161298678,0.393337731747248,53.4864454151182,-4.80948433742404
178,212.744410016643,0.82895968070503,0.263312395665337,"#0B3E7B",2.38529243444359,0.491610265139915,74.9319802740154,-56.4486144838034
973,213.237499031952,0.834662497460251,0.265518598141147,"#0B3E7C",5.11228621153873,0.719710282038201,117.033922512759,-72.6445257019633
1143,212.140613882834,0.828254202997556,0.262351850219497,"#0B3F7A",2.60520347242495,0.513772614543851,161.259194316334,-70.9372849968982
162,212.360322823784,0.831539153048567,0.263469316090964,"#0B3F7B",2.14818665918297,0.466537045681367,65.5482009905169,-88.0586187500031
306,212.821724154331,0.843726228435781,0.266330457396634,"#0B3F7D",13.6595483364427,1.17643597593244,53.6034478629598,-93.3871261059198
559,212.764278918218,0.843968097284359,0.268974522803279,"#0B3F7E",55.5223589919672,2.37183286335292,100.502029809983,-130.172877862502
1228,213.295368751131,0.848095335926474,0.274273653906007,"#0B3F81",3.30370066468248,0.578562755235426,50.1457497792877,-70.048099572518
