subcounty_fips,county_fips,state_name,county_name,subcounty_name,n_lgbt,pct_lgbt,x,y,pct_dem,pct_temp_ideal,avg_daytime_temp,n_gym_10mi,n_boulder_60mi,n_route_200mi,gym_x,gym_y,gym_name,pct_temp_above_60,pct_not_poverty,pct_price_affordable,pct_cost_affordable
2501762535,25017,Massachusetts,Middlesex County,Somerville,1220,0.01514606016213732,-71.10134290882783,42.390767690087905,0.6849439107216314,0.4849315068493151,61.55121150684931,12,968,280,-71.1059276,42.38177109999999,Bouldering Project,0.5068493150684932,0.8554792734857044,0.1002056766762649,0.2058165548098434
2501767665,25017,Massachusetts,Middlesex County,Stoneham,74,0.0032193509092491,-71.09716172919907,42.47408147850536,0.6849439107216314,0.4849315068493151,61.55121150684931,12,977,283,-71.1110018,42.4777183,Central Rock Gym,0.5068493150684932,0.9284346993822327,0.25971339932043136,0.3488745980707395
2501768260,25017,Massachusetts,Middlesex County,Sudbury,90,0.00472019719934966,-71.42339261587598,42.38470045836182,0.6849439107216314,0.4849315068493151,61.55121150684931,1,1042,286,-71.3976141,42.31869409999999,Central Rock Gym,0.5068493150684932,0.9643887344626842,0.06728578938146124,0.07912032355915077
2501772215,25017,Massachusetts,Middlesex County,Wakefield,234,0.0085764550652397,-71.06563055205555,42.50348936404271,0.6849439107216314,0.4849315068493151,61.55121150684931,7,976,283,-71.1110018,42.4777183,Central Rock Gym,0.5068493150684932,0.9264404046327518,0.17973059653624113,0.23978014428031602
2501772600,25017,Massachusetts,Middlesex County,Waltham,1312,0.02027100103518068,-71.24234033791635,42.38894863648858,0.6849439107216314,0.4849315068493151,61.55121150684931,12,969,285,-71.1986579,42.3695289,Central Rock Gym,0.5068493150684932,0.8789765616550531,0.16155500677128976,0.301404853128991
2501773440,25017,Massachusetts,Middlesex County,Watertown Town,912,0.0258576694074284,-71.17741367915663,42.36997184025687,0.6849439107216314,0.4849315068493151,61.55121150684931,13,965,283,-71.1986579,42.3695289,Central Rock Gym,0.5068493150684932,0.9139211794726396,0.16352837103500573,0.23282953893246605
2501773790,25017,Massachusetts,Middlesex County,Wayland,172,0.01244032981339504,-71.35936524276741,42.358573604273765,0.6849439107216314,0.4849315068493151,61.55121150684931,2,1042,285,-71.3976141,42.31869409999999,Central Rock Gym,0.5068493150684932,0.9490091132648633,0.0556673373574782,0.07499163039839318
2501776135,25017,Massachusetts,Middlesex County,Westford,62,0.00252196550602016,-71.44006935051944,42.58641219199773,0.6849439107216314,0.4849315068493151,61.55121150684931,1,989,285,-71.4724583,42.5526844,MetroRock Littleton,0.5068493150684932,0.9415473478685323,0.20943952802359878,0.18543778801843314
2501777255,25017,Massachusetts,Middlesex County,Weston,182,0.01590492003845144,-71.30009237689988,42.358932185280906,0.6849439107216314,0.4849315068493151,61.55121150684931,6,997,285,-71.1986579,42.3695289,Central Rock Gym,0.5068493150684932,0.9393515686445862,0.051675540244284446,0.04536187563710503
2501780230,25017,Massachusetts,Middlesex County,Wilmington,158,0.0068118128907092,-71.16541310843971,42.56089892398903,0.6849439107216314,0.4849315068493151,61.55121150684931,1,963,285,-71.1110018,42.4777183,Central Rock Gym,0.5068493150684932,0.9324423367104979,0.17409735418798422,0.28075580201273365
2501781035,25017,Massachusetts,Middlesex County,Woburn,604,0.01465841524086882,-71.15428688102219,42.486846519125784,0.6849439107216314,0.4849315068493151,61.55121150684931,10,978,285,-71.1110018,42.4777183,Central Rock Gym,0.5068493150684932,0.8747724790680742,0.2312016120479372,0.34285714285714286
2502102935,25021,Massachusetts,Norfolk County,Avon,22,0.0046286555859457,-71.04923870168452,42.1266588373562,0.6332861936345752,0.5123287671232877,62.28802301369863,3,864,273,-71.0667206,42.1996861,Central Rock Gym,0.5342465753424658,0.9040605933094887,0.5475482912332839,0.4428726877040261
2502107740,25021,Massachusetts,Norfolk County,Braintree Town,214,0.005520870956091,-71.00220217222768,42.20385756487199,0.6332861936345752,0.5123287671232877,62.28802301369863,4,887,277,-71.0667206,42.1996861,Central Rock Gym,0.5342465753424658,0.9030493782570559,0.25908844275637544,0.3506807481867922
2502109175,25021,Massachusetts,Norfolk County,Brookline,442,0.00703575180669192,-71.14081645801502,42.324278080349266,0.6332861936345752,0.5123287671232877,62.28802301369863,13,969,277,-71.11473699999999,42.3500219,Rock Spot Climbing: Brookline,0.5342465753424658,0.8763172137149406,0.05840637450199204,0.1155378486055777
2502111315,25021,Massachusetts,Norfolk County,Canton,76,0.00310724068849912,-71.12641403582813,42.17504505740686,0.6332861936345752,0.5123287671232877,62.28802301369863,2,894,277,-71.0667206,42.1996861,Central Rock Gym,0.5342465753424658,0.9363424506316693,0.2482211275314724,0.25025982124298485
2502114640,25021,Massachusetts,Norfolk County,Cohasset,28,0.0033500837520938,-70.81891650797303,42.23630183039262,0.6332861936345752,0.5123287671232877,62.28802301369863,1,835,270,-70.92015049999999,42.1762637,Challenge Rocks,0.5342465753424658,0.9632687245752573,0.09737248840803725,0.09913544668587881
2502116495,25021,Massachusetts,Norfolk County,Dedham,166,0.00661117527579752,-71.17770884260474,42.24666256496683,0.6332861936345752,0.5123287671232877,62.28802301369863,8,925,277,-71.1383493,42.23505979999999,Rock Spot Climbing: Boston-Dedham,0.5342465753424658,0.910948265562149,0.24826296098343137,0.2940599882376005
2502130455,25021,Massachusetts,Norfolk County,Holbrook,280,0.02473498233215546,-71.00568975235305,42.147056937492465,0.6332861936345752,0.5123287671232877,62.28802301369863,3,879,273,-71.0667206,42.1996861,Central Rock Gym,0.5342465753424658,0.8910777385159011,0.7019068984856982,0.3946005917159763
2502141690,25021,Massachusetts,Norfolk County,Milton,104,0.00365155717846984,-71.08436201317117,42.24123906233107,0.6332861936345752,0.5123287671232877,62.28802301369863,10,912,277,-71.1383493,42.23505979999999,Rock Spot Climbing: Boston-Dedham,0.5342465753424658,0.9300235244548998,0.08761953993279925,0.142522944034551
2502144105,25021,Massachusetts,Norfolk County,Needham,200,0.00623849776973704,-71.24113104610097,42.281373757101555,0.6332861936345752,0.5123287671232877,62.28802301369863,9,1007,277,-71.1383493,42.23505979999999,Rock Spot Climbing: Boston-Dedham,0.5342465753424658,0.9561433606787486,0.05961298377028723,0.10013759364011621
2502150250,25021,Massachusetts,Norfolk County,Norwood,264,0.00841300191204588,-71.19480132337561,42.18606136263985,0.6332861936345752,0.5123287671232877,62.28802301369863,2,894,277,-71.1383493,42.23505979999999,Rock Spot Climbing: Boston-Dedham,0.5342465753424658,0.8620777565328235,0.25973271353864036,0.4227716035382173
2502154100,25021,Massachusetts,Norfolk County,Plainville,36,0.00364667747163694,-71.33642494494174,42.01409018974991,0.6332861936345752,0.5123287671232877,62.28802301369863,1,893,278,-71.4082786,41.8862475,"Rock Spot Climbing: Lincoln, RI",0.5342465753424658,0.8503849270664505,0.5884090070136582,0.458125
2502155745,25021,Massachusetts,Norfolk County,Quincy,832,0.008208285237912,-71.019621646694,42.24993321752863,0.6332861936345752,0.5123287671232877,62.28802301369863,8,892,277,-71.0667206,42.1996861,Central Rock Gym,0.5342465753424658,0.827635875731297,0.3346673824979257,0.3295732428808078
2502156000,25021,Massachusetts,Norfolk County,Randolph Town,164,0.0047285413603206,-71.05394255256887,42.17784460983673,0.6332861936345752,0.5123287671232877,62.28802301369863,3,882,277,-71.0667206,42.1996861,Central Rock Gym,0.5342465753424658,0.8881584638007093,0.6049663970839503,0.44795208029787925
2502160785,25021,Massachusetts,Norfolk County,Sharon,138,0.00746834072951618,-71.18302014569356,42.108550089359234,0.6332861936345752,0.5123287671232877,62.28802301369863,2,884,277,-71.0667206,42.1996861,Central Rock Gym,0.5342465753424658,0.9548652451564023,0.16812578166875114,0.171025641025641
2502167945,25021,Massachusetts,Norfolk County,Stoughton,186,0.0063974685285822204,-71.10189421782191,42.11919921972058,0.6332861936345752,0.5123287671232877,62.28802301369863,2,863,277,-71.0667206,42.1996861,Central Rock Gym,0.5342465753424658,0.8455320905276191,0.5070305052430887,0.3741783246249789
2502172495,25021,Massachusetts,Norfolk County,Walpole,138,0.00524834563018178,-71.25545626757787,42.14645128545699,0.6332861936345752,0.5123287671232877,62.28802301369863,1,881,278,-71.1383493,42.23505979999999,Rock Spot Climbing: Boston-Dedham,0.5342465753424658,0.9452726857838291,0.2268614270941055,0.20348184200673902
2502174175,25021,Massachusetts,Norfolk County,Wellesley,178,0.00595198287968968,-71.28545794353151,42.304299825787986,0.6332861936345752,0.5123287671232877,62.28802301369863,8,1011,283,-71.3976141,42.31869409999999,Central Rock Gym,0.5342465753424658,0.9625158831003812,0.04226642240251244,0.07807443365695799
2502178690,25021,Massachusetts,Norfolk County,Westwood,264,0.01628322950718558,-71.21057740198236,42.22024909074869,0.6332861936345752,0.5123287671232877,62.28802301369863,2,895,277,-71.1383493,42.23505979999999,Rock Spot Climbing: Boston-Dedham,0.5342465753424658,0.9325232837846172,0.042371112502609054,0.08066759388038958
2502178972,25021,Massachusetts,Norfolk County,Weymouth Town,754,0.01304814314885958,-70.9466444728889,42.19781225301936,0.6332861936345752,0.5123287671232877,62.28802301369863,2,845,274,-70.92015049999999,42.1762637,Challenge Rocks,0.5342465753424658,0.877305921849583,0.4731653249329133,0.47326268101286306
2502507000,25025,Massachusetts,Suffolk County,Boston,10128,0.01525365527462,-71.0878192856868,42.317416354672005,0.7483142057830401,0.5123287671232877,62.02189424657534,13,946,277,-71.0563976,42.33722969999999,Rock Spot Climbing: South Boston,0.526027397260274,0.771472291000223,0.224889437624604,0.3611387100954685
2502513205,25025,Massachusetts,Suffolk County,Chelsea,198,0.00501773948302078,-71.03248776188616,42.395863075746306,0.7483142057830401,0.5123287671232877,62.02189424657534,12,954,277,-71.0670987,42.4076479,MetroRock Climbing Center,0.526027397260274,0.7000506842372023,0.5783742719675867,0.46229619565217395
2502556585,25025,Massachusetts,Suffolk County,Revere,556,0.00927702601238048,-71.00399113552272,42.41887274824077,0.7483142057830401,0.5123287671232877,62.02189424657534,11,953,277,-71.0670987,42.4076479,MetroRock Climbing Center,0.526027397260274,0.7936862830160345,0.38507933562215835,0.40441285354657186
2502581005,25025,Massachusetts,Suffolk County,Winthrop Town,134,0.00712500664646142,-70.98464626109994,42.37608909805946,0.7483142057830401,0.5123287671232877,62.02189424657534,11,934,277,-71.058902,42.3651059,Central Rock Gym,0.526027397260274,0.8861062370394002,0.3305296658331439,0.2774348422496571
2606521420,26065,Michigan,Ingham County,Delhi,74,0.00266417050691244,-84.53976724482457,42.63238679338407,0.6387455071210443,0.4767123287671233,59.457929863013696,1,12,13,-84.5995683,42.7175155,Westside Community YMCA,0.4821917808219178,0.8463061635944701,0.9786089238845145,0.8898880895283773
2606524120,26065,Michigan,Ingham County,East Lansing,218,0.00509893811105392,-84.48348072119094,42.736652933280205,0.6387455071210443,0.4767123287671233,59.457929863013696,1,12,12,-84.5995683,42.7175155,Westside Community YMCA,0.4821917808219178,0.7178509613135613,0.8956485002112379,0.7845659163987138
2606546020,26065,Michigan,Ingham County,Lansing,106,0.0131188118811881,-84.55258271308624,42.73412599863745,0.6387455071210443,0.4767123287671233,59.457929863013696,1,12,12,-84.5995683,42.7175155,Westside Community YMCA,0.4821917808219178,0.7912128712871287,0.988659793814433,0.9881656804733728
2606553140,26065,Michigan,Ingham County,Meridian,354,0.00807794993496564,-84.41657985927411,42.72514293041821,0.6387455071210443,0.4767123287671233,59.457929863013696,1,12,12,-84.5995683,42.7175155,Westside Community YMCA,0.4821917808219178,0.8222166442279168,0.8421334762798177,0.6803170409511228
2616103000,26161,Michigan,Washtenaw County,Ann Arbor,1002,0.00826875943851656,-83.73103634358095,42.27597374306951,0.7101182084372628,0.4904109589041096,60.26218958904109,1,6,36,-83.80882749999999,42.2831428,Planet Rock,0.4904109589041096,0.7438830160341313,0.6512996136283807,0.5445481544336022
2616103020,26161,Michigan,Washtenaw County,Ann Arbor,34,0.00709515859766276,-83.71033238533566,42.31819158225726,0.7101182084372628,0.4904109589041096,60.26218958904109,1,6,36,-83.80882749999999,42.2831428,Planet Rock,0.4904109589041096,0.89169449081803,0.26585014409221897,0.19335347432024175
2616147460,26161,Michigan,Washtenaw County,Lima,58,0.0144746693286748,-83.95463958922024,42.29580002335483,0.7101182084372628,0.4904109589041096,60.26218958904109,1,18,33,-83.80882749999999,42.2831428,Planet Rock,0.4904109589041096,0.9510856001996506,0.6996830427892234,0.6328600405679513
2616149120,26161,Michigan,Washtenaw County,Lodi,30,0.0047044064607182,-83.83823082767242,42.21280046045233,0.7101182084372628,0.4904109589041096,60.26218958904109,1,18,36,-83.80882749999999,42.2831428,Planet Rock,0.4904109589041096,0.9543672573310334,0.6251741755689735,0.4943651389932382
2616158280,26161,Michigan,Washtenaw County,Northfield,142,0.0166999882394449,-83.72435113962628,42.386907820436946,0.7101182084372628,0.4904109589041096,60.26218958904109,1,18,36,-83.80882749999999,42.2831428,Planet Rock,0.4904109589041096,0.888392332118076,0.8299130434782609,0.8051807879114949
2616164560,26161,Michigan,Washtenaw County,Pittsfield,370,0.00944865803518986,-83.71539749571166,42.208197166077696,0.7101182084372628,0.4904109589041096,60.26218958904109,1,6,36,-83.80882749999999,42.2831428,Planet Rock,0.4904109589041096,0.8776271099874869,0.732556941152221,0.6075028920839531
2616171140,26161,Michigan,Washtenaw County,Saline,216,0.02406417112299464,-83.77797856548743,42.17405358855996,0.7101182084372628,0.4904109589041096,60.26218958904109,1,6,36,-83.80882749999999,42.2831428,Planet Rock,0.4904109589041096,0.8860294117647058,0.9388662467580585,0.8471760797342193
2616171940,26161,Michigan,Washtenaw County,Scio,186,0.01058984286039626,-83.84036902521575,42.29688360660181,0.7101182084372628,0.4904109589041096,60.26218958904109,1,18,33,-83.80882749999999,42.2831428,Planet Rock,0.4904109589041096,0.893304486449556,0.5172110994028802,0.35880302149912846
2616185100,26161,Michigan,Washtenaw County,Webster,22,0.00335212555233886,-83.84344603228114,42.38423622848075,0.7101182084372628,0.4904109589041096,60.26218958904109,1,18,33,-83.80882749999999,42.2831428,Planet Rock,0.4904109589041096,0.9588602773122048,0.43780008729812314,0.40125570776255703
2616331420,26163,Michigan,Wayne County,Garden City,78,0.00289855072463768,-83.34122598699992,42.3243785913751,0.6269995364916504,0.4876712328767123,60.56208931506849,1,6,37,-83.2866343,42.4486395,Gripz Gym,0.4876712328767123,0.8039390561129691,0.9891117478510029,0.988056460369164
2616335480,26163,Michigan,Wayne County,Grosse Pointe,24,0.00431577054486602,-82.91178771299256,42.39147072203761,0.6269995364916504,0.4876712328767123,60.56208931506849,1,0,37,-83.0407274,42.352924,DYNO Detroit Climbing,0.4876712328767123,0.9185398309656536,0.6226209896682979,0.42895442359249325
2616335520,26163,Michigan,Wayne County,Grosse Pointe Farms,98,0.00984232198453348,-82.89931646508074,42.40674802148403,0.6269995364916504,0.4876712328767123,60.56208931506849,1,0,37,-83.0407274,42.352924,DYNO Detroit Climbing,0.4876712328767123,0.9619363262026714,0.6248447204968943,0.447242206235012
2616335540,26163,Michigan,Wayne County,Grosse Pointe Park,48,0.00421274354923644,-82.92874129585746,42.3794657186794,0.6269995364916504,0.4876712328767123,60.56208931506849,1,0,37,-83.0407274,42.352924,DYNO Detroit Climbing,0.4876712328767123,0.9077584693698437,0.5920471281296025,0.41295896328293735
2616335580,26163,Michigan,Wayne County,Grosse Pointe Woods,246,0.01520677505099832,-82.89871900865909,42.43656656195565,0.6269995364916504,0.4876712328767123,60.56208931506849,1,0,37,-83.0407274,42.352924,DYNO Detroit Climbing,0.4876712328767123,0.9279841750633615,0.8828735033836543,0.7025557368134856
2616336700,26163,Michigan,Wayne County,Harper Woods,184,0.01210128247287076,-82.92924940388845,42.43900151908935,0.6269995364916504,0.4876712328767123,60.56208931506849,1,0,37,-83.0407274,42.352924,DYNO Detroit Climbing,0.4876712328767123,0.7145675764551134,0.9929520195174845,0.9790209790209791
2616349000,26163,Michigan,Wayne County,Livonia,474,0.00503944374747496,-83.37331155592543,42.39715473087367,0.6269995364916504,0.4876712328767123,60.56208931506849,1,6,37,-83.2866343,42.4486395,Gripz Gym,0.4876712328767123,0.9174658189627677,0.976272008242674,0.8827169517127126
2616367625,26163,Michigan,Wayne County,Redford,166,0.00341367113597104,-83.2955298274562,42.394745332447485,0.6269995364916504,0.4876712328767123,60.56208931506849,1,0,37,-83.2866343,42.4486395,Gripz Gym,0.4876712328767123,0.8137492802500617,0.9898996792465706,0.9740006165861679
2705306616,27053,Minnesota,Hennepin County,Bloomington,976,0.01098628965082508,-93.31510135594031,44.83063105273434,0.7015298824573571,0.4328767123287671,57.05001315068493,4,67,62,-93.3009177,44.8292167,Vertical Endeavors - Bloomington,0.47671232876712333,0.8578648776424503,0.8611355810042445,0.7634649910233393
2705307948,27053,Minnesota,Hennepin County,Brooklyn Center,168,0.0051202340678431,-93.31618643493908,45.06810033189882,0.7015298824573571,0.4328767123287671,57.05001315068493,11,62,59,-93.3558407,45.0529403,Everlast Climbing,0.47671232876712333,0.7526439303891987,0.9652559336574207,0.9142917015926236
2705307966,27053,Minnesota,Hennepin County,Brooklyn Park,306,0.00362778456176124,-93.35051755484436,45.111209804831226,0.7015298824573571,0.4328767123287671,57.05001315068493,6,62,59,-93.4026711,45.1092014,Revival Climbing Coalition,0.47671232876712333,0.8244911024434196,0.9116855142703285,0.756480313857363
2705310846,27053,Minnesota,Hennepin County,Champlin,90,0.00383795309168442,-93.39034338845708,45.1702175720112,0.7015298824573571,0.4328767123287671,57.05001315068493,2,62,59,-93.4026711,45.1092014,Revival Climbing Coalition,0.47671232876712333,0.8970149253731343,0.8447013487475915,0.7127792672028597
2705314158,27053,Minnesota,Hennepin County,Crystal,96,0.00423187128058188,-93.3599341804506,45.03767964981161,0.7015298824573571,0.4328767123287671,57.05001315068493,11,62,59,-93.3558407,45.0529403,Everlast Climbing,0.47671232876712333,0.8717214018073617,0.9740629898817158,0.8917096390321301
2705315148,27053,Minnesota,Hennepin County,Deephaven,48,0.01251629726205996,-93.52928770659004,44.93177723550968,0.7015298824573571,0.4328767123287671,57.05001315068493,1,67,59,-93.45714,44.980762,Big Island Bouldering,0.47671232876712333,0.9504563233376793,0.2570806100217865,0.29059829059829057
2705318116,27053,Minnesota,Hennepin County,Eden Prairie,462,0.0073044633116729,-93.45947938997269,44.84880884598282,0.7015298824573571,0.4328767123287671,57.05001315068493,2,67,59,-93.3009177,44.8292167,Vertical Endeavors - Bloomington,0.47671232876712333,0.9180382298534364,0.574094287644888,0.5413195724290454
2705318188,27053,Minnesota,Hennepin County,Edina,308,0.00579764705882352,-93.36021269785648,44.89136531166617,0.7015298824573571,0.4328767123287671,57.05001315068493,11,62,59,-93.3009177,44.8292167,Vertical Endeavors - Bloomington,0.47671232876712333,0.92992,0.3592321201477624,0.3144315009146048
2705324308,27053,Minnesota,Hennepin County,Golden Valley,202,0.00921238655538832,-93.35911240673153,44.99005607718332,0.7015298824573571,0.4328767123287671,57.05001315068493,10,62,59,-93.277555,44.9934664,Bouldering Project - West River,0.47671232876712333,0.9007160122223743,0.6779435662579406,0.5423992877809927
2705330140,27053,Minnesota,Hennepin County,Hopkins,276,0.01476251604621308,-93.40556338272604,44.92594352073405,0.7015298824573571,0.4328767123287671,57.05001315068493,11,62,59,-93.45714,44.980762,Big Island Bouldering,0.47671232876712333,0.8018827556696619,0.8007878446820484,0.7506912442396314
2705340166,27053,Minnesota,Hennepin County,Maple Grove,892,0.01264548689377506,-93.46256809144988,45.108918437852765,0.7015298824573571,0.4328767123287671,57.05001315068493,3,62,59,-93.4026711,45.1092014,Revival Climbing Coalition,0.47671232876712333,0.9384453989991353,0.7142235943818759,0.6422443484250735
2705343000,27053,Minnesota,Hennepin County,Minneapolis,8614,0.02018062762829598,-93.2677962851023,44.96347728664112,0.7015298824573571,0.4328767123287671,57.05001315068493,15,62,62,-93.2787182,44.9561652,Vertical Endeavors–Minneapolis,0.47671232876712333,0.7695439796647495,0.7791610612442935,0.6909599086373746
2705343252,27053,Minnesota,Hennepin County,Minnetonka,608,0.01141655400330478,-93.45981973264496,44.932150690116984,0.7015298824573571,0.4328767123287671,57.05001315068493,4,62,59,-93.45714,44.980762,Big Island Bouldering,0.47671232876712333,0.9311626858945471,0.5982739256369333,0.5011494252873563
2705345628,27053,Minnesota,Hennepin County,New Hope,34,0.00158863657602093,-93.38691933705309,45.0374605955598,0.7015298824573571,0.4328767123287671,57.05001315068493,9,62,59,-93.3558407,45.0529403,Everlast Climbing,0.47671232876712333,0.8117932903466966,0.9759514847344207,0.8336939721792891
2705348580,27053,Minnesota,Hennepin County,Orono,108,0.01316270566727604,-93.59077671728024,44.96565825835002,0.7015298824573571,0.4328767123287671,57.05001315068493,1,63,59,-93.45714,44.980762,Big Island Bouldering,0.47671232876712333,0.9219987812309567,0.2126972740315638,0.21252900232018557
2705351730,27053,Minnesota,Hennepin County,Plymouth,940,0.01182003369967054,-93.46175686568078,45.02250481077832,0.7015298824573571,0.4328767123287671,57.05001315068493,4,62,59,-93.45714,44.980762,Big Island Bouldering,0.47671232876712333,0.9384478032341624,0.5563679927293759,0.5209416263368585
2705354214,27053,Minnesota,Hennepin County,Richfield,600,0.01633764465622872,-93.28296669556572,44.876260876791946,0.7015298824573571,0.4328767123287671,57.05001315068493,10,62,62,-93.2503602,44.8606351,Rustic Ridge Climbing Wall,0.47671232876712333,0.868999319264806,0.9489584361733636,0.8638539796529024
2705354808,27053,Minnesota,Hennepin County,Robbinsdale,204,0.01424779997206312,-93.33318027415892,45.02610261107549,0.7015298824573571,0.4328767123287671,57.05001315068493,11,62,59,-93.3558407,45.0529403,Everlast Climbing,0.47671232876712333,0.8333566140522419,0.9663865546218487,0.9108455882352942
2705356680,27053,Minnesota,Hennepin County,St. Anthony,44,0.00762168716438592,-93.21670903290386,45.02232220433002,0.7015298824573571,0.4328767123287671,57.05001315068493,11,62,62,-93.2499082,45.0057239,Minnesota Climbing Cooperative,0.47671232876712333,0.9636237658063399,0.8052604957005565,0.6052842273819055
2705357220,27053,Minnesota,Hennepin County,St. Louis Park,700,0.01412971074463574,-93.36492147800809,44.948791800977205,0.7015298824573571,0.4328767123287671,57.05001315068493,12,62,59,-93.2787182,44.9561652,Vertical Endeavors–Minneapolis,0.47671232876712333,0.8852061928503664,0.7890457851946941,0.6929806714140387
2705360016,27053,Minnesota,Hennepin County,Shorewood,80,0.01041802318010156,-93.59050205357556,44.90339973725301,0.7015298824573571,0.4328767123287671,57.05001315068493,1,67,59,-93.45714,44.980762,Big Island Bouldering,0.47671232876712333,0.9407474931631723,0.21953857245854358,0.21736922295581518
2712302026,27123,Minnesota,Ramsey County,Arden Hills,60,0.00616206223682858,-93.16698264954276,45.0721360184671,0.705249768732655,0.4246575342465753,57.269425753424656,11,62,62,-93.1974214,45.0965514,Zero Gravity Adventure Park,0.4657534246575342,0.9334497278422512,0.6558738065587381,0.5209459459459459
2712320420,27123,Minnesota,Ramsey County,Falcon Heights,68,0.01321671525753158,-93.17700971677056,44.98993890907217,0.705249768732655,0.4246575342465753,57.269425753424656,13,62,62,-93.2062442,44.9604056,Vertical Endeavors–Twin Cities Bouldering - TCB,0.4657534246575342,0.884159378036929,0.8248962655601659,0.6504559270516717
2712337502,27123,Minnesota,Ramsey County,Little Canada,108,0.010240849611227,-93.08629164479224,45.02442210810233,0.705249768732655,0.4246575342465753,57.269425753424656,9,62,62,-93.1047407,45.0310517,"Escape Climbing, LLC",0.4657534246575342,0.8624122890195335,0.899577510562236,0.751503006012024
2712340382,27123,Minnesota,Ramsey County,Maplewood,102,0.00248895829774772,-93.0246656851584,44.98416659776868,0.705249768732655,0.4246575342465753,57.269425753424656,3,62,67,-93.0645421,44.9664247,Vertical Endeavors - St. Paul,0.4657534246575342,0.8560308435616505,0.9445603847200799,0.7799607072691552
2712344530,27123,Minnesota,Ramsey County,Mounds View,124,0.00954433497536944,-93.2075656473572,45.10708247150116,0.705249768732655,0.4246575342465753,57.269425753424656,9,62,62,-93.1974214,45.0965514,Zero Gravity Adventure Park,0.4657534246575342,0.8315886699507389,0.9465883668903803,0.8277830637488107
2712345430,27123,Minnesota,Ramsey County,New Brighton,110,0.00480349344978166,-93.20603921663589,45.06582890012859,0.705249768732655,0.4246575342465753,57.269425753424656,11,62,62,-93.1974214,45.0965514,Zero Gravity Adventure Park,0.4657534246575342,0.8329257641921397,0.8631454606817415,0.7534473248758963
2712347104,27123,Minnesota,Ramsey County,North Oaks,30,0.00579710144927536,-93.08818796934078,45.100225104026265,0.705249768732655,0.4246575342465753,57.269425753424656,3,62,62,-93.1047407,45.0310517,"Escape Climbing, LLC",0.4657534246575342,0.8989371980676328,0.1215764863059452,0.15347018572825022
2712347221,27123,Minnesota,Ramsey County,North St. Paul,30,0.0023978898569259,-92.99951254209996,45.013671287061406,0.705249768732655,0.4246575342465753,57.269425753424656,2,62,61,-93.0645421,44.9664247,Vertical Endeavors - St. Paul,0.4657534246575342,0.7805131484293821,0.9560897435897436,0.8405432595573441
2712355852,27123,Minnesota,Ramsey County,Roseville,318,0.00885670519426262,-93.154466144517,45.01550344409668,0.705249768732655,0.4246575342465753,57.269425753424656,10,62,62,-93.1047407,45.0310517,"Escape Climbing, LLC",0.4657534246575342,0.8932182147333241,0.8744547695808838,0.7205646454924607
2712356680,27123,Minnesota,Ramsey County,St. Anthony,42,0.0112209457654288,-93.21913995145722,45.04153686884697,0.705249768732655,0.4246575342465753,57.269425753424656,11,62,62,-93.2499082,45.0057239,Minnesota Climbing Cooperative,0.4657534246575342,0.8920651883515897,0.9340277777777778,0.8014354066985645
2712358000,27123,Minnesota,Ramsey County,St. Paul,3864,0.01255515625710776,-93.10387353981608,44.94779531159299,0.705249768732655,0.4246575342465753,57.269425753424656,11,62,67,-93.0645421,44.9664247,Vertical Endeavors - St. Paul,0.4657534246575342,0.7487928984085105,0.8659512105761304,0.7846513048791132
2712359998,27123,Minnesota,Ramsey County,Shoreview,70,0.00261936835803022,-93.13578383709954,45.084153769463086,0.705249768732655,0.4246575342465753,57.269425753424656,9,62,62,-93.1974214,45.0965514,Zero Gravity Adventure Park,0.4657534246575342,0.920595719203712,0.7950472466601499,0.637630014858841
2712369916,27123,Minnesota,Ramsey County,White Bear,36,0.00334603587694022,-93.02351842000654,45.09941524170264,0.705249768732655,0.4246575342465753,57.269425753424656,3,62,56,-93.1047407,45.0310517,"Escape Climbing, LLC",0.4657534246575342,0.9688632772562505,0.8040540540540541,0.6765701391500565
2712369970,27123,Minnesota,Ramsey County,White Bear Lake,62,0.00260460426819022,-93.01533478201794,45.06570324311219,0.705249768732655,0.4246575342465753,57.269425753424656,3,62,58,-93.1047407,45.0310517,"Escape Climbing, LLC",0.4657534246575342,0.8838430515879684,0.9214961561206387,0.8638287864534336
2804990225,28049,Mississippi,Hinds County,1,252,0.00521782342222958,-90.15273892217076,32.3687924379841,0.723713002418519,0.6082191780821918,79.04700438356164,1,0,0,-90.1436812,32.4005441,The Hangout,0.8767123287671232,0.7408895146595991,0.9119217081850534,0.8503502155172413
2918900406,29189,Missouri,St. Louis County,Airport,172,0.00493373874132292,-90.3655541777376,38.74115474310874,0.6084032041022701,0.5698630136986301,69.1422208219178,2,114,127,-90.412418,38.694648,Upper Limits Rock Climbing Gym - Maryland Heights,0.673972602739726,0.7143021054443233,0.988394337456957,0.9637740483012689
2918907066,29189,Missouri,St. Louis County,Bonhomme,158,0.00417382115968828,-90.43309664382514,38.55264232270451,0.6084032041022701,0.5698630136986301,69.1422208219178,3,122,130,-90.4131297,38.5540201,Urban Air Trampoline and Adventure Park,0.673972602739726,0.9261392154272883,0.669234551712834,0.6172409503669611
