year,film,category,winner,has_indicators,name,mpaa_rating,rating_imdb,rating_rtaudience,rating_rtcritic,release_date,format,genre_action,genre_adventure,genre_biography,genre_comedy,genre_crime,genre_drama,genre_family,genre_fantasy,genre_filmnoir,genre_history,genre_horror,genre_music,genre_mystery,genre_romance,genre_sci-fi,genre_sport,genre_thriller,genre_war,genre_western
2021,Burrow,SHORT FILM (Animated),0,TRUE,Madeline Sharafian and Michael Capbarat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,Genius Loci,SHORT FILM (Animated),0,TRUE,Adrien Mérigeau and Amaury Ovise,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,If Anything Happens I Love You,SHORT FILM (Animated),1,TRUE,Will McCormack and Michael Govier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,Opera,SHORT FILM (Animated),0,TRUE,Erick Oh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,Yes-People,SHORT FILM (Animated),0,TRUE,Gísli Darri Halldórsson and Arnar Gunnarsson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,Feeling Through,SHORT FILM (Live Action),0,TRUE,Doug Roland and Susan Ruzenski,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,The Letter Room,SHORT FILM (Live Action),0,TRUE,Elvira Lind and Sofia Sondervan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,The Present,SHORT FILM (Live Action),0,TRUE,Farah Nabulsi and Ossama Bawardi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,Two Distant Strangers,SHORT FILM (Live Action),1,TRUE,Travon Free and Martin Desmond Roe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,White Eye,SHORT FILM (Live Action),0,TRUE,Tomer Shushan and Shira Hochman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,Love And Monsters,VISUAL EFFECTS,0,TRUE,"Matt Sloan, Genevieve Camilleri, Matt Everitt and Brian Cox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,The Midnight Sky,VISUAL EFFECTS,0,TRUE,"Matthew Kasmir, Christopher Lawrence, Max Solomon and David Watkins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,Mulan,VISUAL EFFECTS,0,TRUE,"Sean Faden, Anders Langlands, Seth Maury and Steve Ingram",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,The One And Only Ivan,VISUAL EFFECTS,0,TRUE,"Nick Davis, Greg Fisher, Ben Jones and Santiago Colomo Martinez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,Tenet,VISUAL EFFECTS,1,TRUE,"Andrew Jackson, David Lee, Andrew Lockley and Scott Fisher",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,Ma Rainey's Black Bottom,NA,NA,FALSE,NA,R,7,74,98,18 Dec 2020,NA,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2021,The United States Vs. Billie Holiday,NA,NA,FALSE,NA,TV-MA,6.3,85,54,26 Feb 2021,NA,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2021,Pieces Of A Woman,NA,NA,FALSE,NA,R,7.1,85,75,07 Jan 2021,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,One Night In Miami,NA,NA,FALSE,NA,R,7.2,82,98,26 Dec 2020,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Borat Subsequent Moviefilm,NA,NA,FALSE,NA,R,6.7,63,85,23 Oct 2020,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Hillbilly Elegy,NA,NA,FALSE,NA,R,6.7,83,26,24 Nov 2020,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,The Entertainer,NA,NA,FALSE,NA,NA,7.2,73,89,1960-12-02,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,Inherit The Wind,NA,NA,FALSE,NA,NA,7.48447814451382,91,91,1960-10,NA,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1961,Butterfield 8,NA,NA,FALSE,NA,NA,6.4,58,47,1960-11-04,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,Sunrise At Campobello,NA,NA,FALSE,NA,NOT RATED,7.1,56,100,1960-09-28,NA,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,Never On Sunday,NA,NA,FALSE,NA,NA,7.4,83,88,1960-10-01,NA,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1961,"Murder, Inc",NA,NA,FALSE,NA,NA,6.6,50,85.0704483074108,1960-10-14,NA,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,Psycho,NA,NA,FALSE,NA,R,8.5,94,96,1960-09-08,NA,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1962,The Mark,NA,NA,FALSE,NA,APPROVED,7.5,78,85.0704483074108,1961-06-08,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,Two Women,NA,NA,FALSE,NA,NA,7.9,91,100,1961-05-09,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1962,Splendor In The Grass,NA,NA,FALSE,NA,UNRATED,7.8,90,85,1961-11-15,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1962,Pocketful Of Miracles,NA,NA,FALSE,NA,APPROVED,7.3,72,63,1962-02-15,NA,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,The Children's Hour,NA,NA,FALSE,NA,NOT RATED,7.8,84,86,1961-12-19,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1962,The Roman Spring Of Mrs. Stone,NA,NA,FALSE,NA,APPROVED,6.6,61,85.0704483074108,1961-12-28,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1963,Birdman Of Alcatraz,NA,NA,FALSE,NA,NA,7.8,85,82,1962-09-15,NA,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,Days Of Wine And Roses,NA,NA,FALSE,NA,APPROVED,7.9,88,100,1963-02-04,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,Divorce Italian Style,NA,NA,FALSE,NA,NOT RATED,8.3,93,100,1962-09-17,NA,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1963,The Miracle Worker,NA,NA,FALSE,NA,APPROVED,8.1,88,100,1962-07-28,NA,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,What Ever Happened To Baby Jane?,NA,NA,FALSE,NA,NOT RATED,8.1,92,91,1962-10,NA,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1963,Long Day's Journey Into Night,NA,NA,FALSE,NA,NA,7.8,86,93,1963-11-27,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,Billy Budd,NA,NA,FALSE,NA,APPROVED,7.9,86,100,1962-11-12,NA,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1963,Sweet Bird Of Youth,NA,NA,FALSE,NA,PG,6.5,72,75,2017-03-21 00:00:00,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,The Manchurian Candidate,NA,NA,FALSE,NA,APPROVED,8,90,98,1962-10-24,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1964,This Sporting Life,NA,NA,FALSE,NA,NOT RATED,7.8,87,100,1963-05-24,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1964,Hud,NA,NA,FALSE,NA,APPROVED,7.9,89,84,1963-05-29,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,Love With The Proper Stranger,NA,NA,FALSE,NA,UNRATED,7.5,87,89,1963-12-25,NA,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1964,The L-Shaped Room,NA,NA,FALSE,NA,NA,7.5,89,85.0704483074108,1962-11-20,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1964,Twilight Of Honor,NA,NA,FALSE,NA,APPROVED,6.3,14,85.0704483074108,1964-02-06,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,The Cardinal,NA,NA,FALSE,NA,APPROVED,6.8,67,60,1963-12-12,NA,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1964,"Captain Newman, M.d",NA,NA,FALSE,NA,NA,7,64,85.0704483074108,1963-12-25,NA,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1964,The V.i.p.s,NA,NA,FALSE,NA,NA,6.3,43,85.0704483074108,1963-09-19,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,The Pumpkin Eater,NA,NA,FALSE,NA,NA,7.4,75,64,1964-11-09,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,Sance On A Wet Afternoon,NA,NA,FALSE,NA,NA,7.9,84,85,1964-11-05,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,Marriage Italian Style,NA,NA,FALSE,NA,NA,7.5,84,85.0704483074108,1964-12-20,NA,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1965,Topkapi,NA,NA,FALSE,NA,UNRATED,7.1,66,89,1964-09-02,NA,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,Seven Days In May,NA,NA,FALSE,NA,APPROVED,7.9,88,100,1964-03,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1965,The Best Man,NA,NA,FALSE,NA,APPROVED,7.7,86,72,1964-06-18,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,The Night Of The Iguana,NA,NA,FALSE,NA,APPROVED,7.8,85,71,1964-08-06,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,"Hush Hush, Sweet Charlotte",NA,NA,FALSE,NA,UNRATED,7.7,85,81,1964-12-24,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,The Spy Who Came In From The Cold,NA,NA,FALSE,NA,UNRATED,7.7,82,85,1965-12-16,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1966,Othello,NA,NA,FALSE,NA,UNRATED,7.3,65,80,1967-01,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,The Pawnbroker,NA,NA,FALSE,NA,APPROVED,7.8,88,100,1965-04-20,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,The Collector,NA,NA,FALSE,NA,UNRATED,7.6,83,100,1965-06-17,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1966,The Flight Of The Phoenix,NA,NA,FALSE,NA,APPROVED,7.6,81,90,1965-12-15,NA,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,Inside Daisy Clover,NA,NA,FALSE,NA,APPROVED,6.3,53,36,1966-04-27,NA,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1967,The Shop On Main Street,NA,NA,FALSE,NA,NOT RATED,8.1,94,100,1966-01-24,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,Georgy Girl,NA,NA,FALSE,NA,APPROVED,6.9,71,90,1966-10-17,NA,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1967,Morgan!,NA,NA,FALSE,NA,NA,7,79,69,1966-01-27,NA,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1967,The Fortune Cookie,NA,NA,FALSE,NA,APPROVED,7.4,81,95,1966-10-19,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1967,You're A Big Boy Now,NA,NA,FALSE,NA,TV-MA,6.3,53,80,1967-07-31,NA,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1968,The Whisperers,NA,NA,FALSE,NA,NA,7.2,69,74,1967-07-18,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1968,Wait Until Dark,NA,NA,FALSE,NA,NOT RATED,7.9,91,95,1967-10-26,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1968,The Dirty Dozen,NA,NA,FALSE,NA,NOT RATED,7.8,90,91,1967-06-15,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1968,Barefoot In The Park,NA,NA,FALSE,NA,APPROVED,7,80,87,1967-05-25,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1969,Charly,NA,NA,FALSE,NA,PG,7.1,61,71,1968-09-23,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1969,The Heart Is A Lonely Hunter,NA,NA,FALSE,NA,G,7.7,86,100,1968-07-31,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,The Fixer,NA,NA,FALSE,NA,M,7,56,71,1969-06-18,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,The Subject Was Roses,NA,NA,FALSE,NA,G,7.1,68,100,1970-02-12,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,Faces,NA,NA,FALSE,NA,R,7.7,88,89,1968-06,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,The Producers,NA,NA,FALSE,NA,PG,7.7,85,91,1968-11-10,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,Rosemary's Baby,NA,NA,FALSE,NA,R,8,87,99,1968-06-12,NA,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1970,True Grit,NA,NA,FALSE,NA,M,7.4,83,90,1969-06-21,NA,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1970,The Prime Of Miss Jean Brodie,NA,NA,FALSE,NA,PG,7.7,84,88,1969-06-27,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1970,The Sterile Cuckoo,NA,NA,FALSE,NA,M,6.9,61,88,1969-10-22,NA,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1970,The Happy Ending,NA,NA,FALSE,NA,R,6.5,38,20,1970-05-22,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,Bob And Carol And Ted And Alice,NA,NA,FALSE,NA,R,6.7,66,91,1970-01-16,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,Easy Rider,NA,NA,FALSE,NA,R,7.4,82,89,1969-06-26,NA,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,Cactus Flower,NA,NA,FALSE,NA,M,7.2,81,100,1969-12-16,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1970,Last Summer,NA,NA,FALSE,NA,R,7.1,74,86,1969-06-10,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1971,I Never Sang For My Father,NA,NA,FALSE,NA,GP,7.8,82,100,1970-10,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1971,The Great White Hope,NA,NA,FALSE,NA,PG-13,7,66,43,1970-10-16,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1971,Women In Love,NA,NA,FALSE,NA,R,7.6,76,91,1970-03-25,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1971,Ryan's Daughter,NA,NA,FALSE,NA,GP,7.5,73,50,1971-01-01,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1971,Diary Of A Mad Housewife,NA,NA,FALSE,NA,R,7,80,77,1970-08-10,NA,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1971,Little Big Man,NA,NA,FALSE,NA,PG-13,7.6,87,96,1970-12-23,NA,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1971,Lovers And Other Strangers,NA,NA,FALSE,NA,R,6.8,79.9625,85.0704483074108,1970-08-12,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971,The Landlord,NA,NA,FALSE,NA,R,6.9,80,92,1970-05-20,NA,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1971,Mash,NA,NA,FALSE,NA,R,7.6,83,87,1970-03,NA,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1972,Sunday Bloody Sunday,NA,NA,FALSE,NA,R,7.2,72,92,1971-09-08,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,Kotch,NA,NA,FALSE,NA,GP,6.7,68,67,1971-09-17,NA,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,The Hospital,NA,NA,FALSE,NA,APPROVED,7.2,74,100,1972-06-16,NA,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1972,Klute,NA,NA,FALSE,NA,R,7.2,80,97,1971-06-25,NA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1972,Mccabe And Mrs. Miller,NA,NA,FALSE,NA,R,7.7,86,89,1971-06-24,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,Sometimes A Great Notion,NA,NA,FALSE,NA,GP,7,76,100,1970-12-31,NA,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,Carnal Knowledge,NA,NA,FALSE,NA,R,7,72,89,1971-10-21,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,Who Is Harry Kellerman And Why Is He Saying Those Terrible Things About Me?,NA,NA,FALSE,NA,R,5.7,37,85.0704483074108,1971-11-01,NA,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,The Go-Between,NA,NA,FALSE,NA,GP,7.4,81,85.0704483074108,1971-06-18,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1973,The Ruling Class,NA,NA,FALSE,NA,R,7.6,86,82,1972-05-25,NA,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1973,Travels With My Aunt,NA,NA,FALSE,NA,PG,6.4,52,40,1973-03-25,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1973,The Heartbreak Kid,NA,NA,FALSE,NA,PG,6.9,73,91,1973-02-01,NA,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1973,Butterflies Are Free,NA,NA,FALSE,NA,PG,7.2,80,75,1972-09-22,NA,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1973,Pete 'N' Tillie,NA,NA,FALSE,NA,PG,6.1,75,80,1973-06-08,NA,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1973,Fat City,NA,NA,FALSE,NA,PG,7.5,84,100,1972-07-26,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1974,Save The Tiger,NA,NA,FALSE,NA,R,6.9,74,91,1973-02-14,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,Last Tango In Paris,NA,NA,FALSE,NA,NC-17,7.1,76,79,1973-02-07,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1974,The Last Detail,NA,NA,FALSE,NA,R,7.6,88,93,1974-02-15,NA,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,Serpico,NA,NA,FALSE,NA,R,7.8,88,90,1974-02-26,NA,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,"Summer Wishes, Winter Dreams",NA,NA,FALSE,NA,PG,6.5,19,85.0704483074108,1974-08-30,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,The Paper Chase,NA,NA,FALSE,NA,PG,7.2,72,85,1973-10-16,NA,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,Bang The Drum Slowly,NA,NA,FALSE,NA,PG,7,62,88,1978-05-12,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1974,Paper Moon,NA,NA,FALSE,NA,PG,8.2,94,91,1973-05-09,NA,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,Harry And Tonto,NA,NA,FALSE,NA,R,7.5,82,88,1975-01-15,NA,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,Alice Doesn't Live Here Anymore,NA,NA,FALSE,NA,PG,7.4,82,88,1975-05-30,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1975,A Woman Under The Influence,NA,NA,FALSE,NA,R,8.2,92,95,1974-11-18,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1975,Claudine,NA,NA,FALSE,NA,PG,7.2,92,85.0704483074108,1976-08-06,NA,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1975,Thunderbolt And Lightfoot,NA,NA,FALSE,NA,R,7.1,73,87,1974-05-24,NA,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,Day For Night,NA,NA,FALSE,NA,PG,8.1,91,100,1973-09-07,NA,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1975,Blazing Saddles,NA,NA,FALSE,NA,R,7.8,91,90,1974-02-07,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1976,The Sunshine Boys,NA,NA,FALSE,NA,PG,7.2,73,81,1976-01-30,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,"Give 'Em Hell, Harry!",NA,NA,FALSE,NA,PG,7.6,82,100,1975-09-18,NA,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,The Man In The Glass Booth,NA,NA,FALSE,NA,NA,7.4,82,85.0704483074108,1975-01-27,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,The Story Of Adele H,NA,NA,FALSE,NA,PG,7.4,81,94,1975-10-08,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,Hester Street,NA,NA,FALSE,NA,PG,7,63,71,1976-08-06,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1976,Hedda,NA,NA,FALSE,NA,PG,6.8,36,85.0704483074108,1977-02,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,The Day Of The Locust,NA,NA,FALSE,NA,R,7.1,76,64,1975-08-08,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1976,Shampoo,NA,NA,FALSE,NA,R,6.3,53,63,1975-03-13,NA,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,"Farewell, My Lovely",NA,NA,FALSE,NA,R,7.2,74,84,1975-08-08,NA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1976,Jacqueline Susann's Once Is Not Enough,NA,NA,FALSE,NA,R,4.7,0,85.0704483074108,1975-06-20,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,Carrie,NA,NA,FALSE,NA,R,7.4,76,93,1976-11-16,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1977,Face To Face,NA,NA,FALSE,NA,R,7.7,82,80,1976-04-05,NA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1977,Cousin Cousine,NA,NA,FALSE,NA,R,6.8,70,85.0704483074108,1976-07-25,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,Marathon Man,NA,NA,FALSE,NA,R,7.5,81,80,1976-10-08,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1978,Equus,NA,NA,FALSE,NA,R,7.2,78,71,1977-10,NA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1978,Saturday Night Fever,NA,NA,FALSE,NA,R,6.8,71,86,1977-12-16,NA,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1978,Looking For Mr. Goodbar,NA,NA,FALSE,NA,R,6.7,75,76,1978-03-13,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1979,Autumn Sonata,NA,NA,FALSE,NA,PG,8.3,92,91,1978-10-18,NA,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1979,"Same Time, Next Year",NA,NA,FALSE,NA,PG,7.2,84,40,1979-04-23,NA,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1979,Interiors,NA,NA,FALSE,NA,PG,7.5,79,77,1978-08-02,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,Comes A Horseman,NA,NA,FALSE,NA,PG,6.2,53,86,1978-10-25,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1979,California Suite,NA,NA,FALSE,NA,PG,6.2,45,55,1978-12-22,NA,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1980,The China Syndrome,NA,NA,FALSE,NA,PG,7.4,81,83,1979-03-16,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1980,...And Justice For All,NA,NA,FALSE,NA,R,7.4,80,81,1979-10-19,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
