route,location,url,avg_stars,route_type,rating,pitches,length,y,x
Lord of the Flies,Phantasia > Northern Gorge > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106149032/lord-of-the-flies,2.1,Sport,5.8,1,40,37.84495,-83.64369
Creature Feature,Phantasia > Northern Gorge > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105889536/creature-feature,3.2,Sport,5.9,1,70,37.84495,-83.64369
Pogue Ethics,Phantasia > Northern Gorge > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106149020/pogue-ethics,3.5,Sport,5.9+,1,80,37.84495,-83.64369
Perverse Intentions,Phantasia > Northern Gorge > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106727865/perverse-intentions,2.4,Sport,5.10a/b,1,40,37.84495,-83.64369
Overlord,Phantasia > Northern Gorge > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106149038/overlord,2.8,Sport,5.10b,1,50,37.84495,-83.64369
Creep Show,Phantasia > Northern Gorge > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105889540/creep-show,3.5,Sport,5.10d,1,70,37.84495,-83.64369
Store,Camp Store Crag > Northern Gorge > Red River Gorge > Kentucky,https://www.mountainproject.com/route/107388644/store,3.2,Sport,5.10c,1,70,37.8119,-83.58799
All Cows Eat Grass,Graining Fork Nature Preserve (a.k.a. Roadside Crag) > Natural Bridge Region > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105885030/all-cows-eat-grass,2.4,Sport,5.8,1,80,37.73151,-83.65679
Valor Over Discretion,Graining Fork Nature Preserve (a.k.a. Roadside Crag) > Natural Bridge Region > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106026660/valor-over-discretion,2.2,Sport,5.8,1,50,37.73151,-83.65679
Trouble Clef,Graining Fork Nature Preserve (a.k.a. Roadside Crag) > Natural Bridge Region > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106227805/trouble-clef,2.5,Sport,5.9,1,80,37.73151,-83.65679
