hex,rank,emoji,year,category,subcategory,name,source
\x{1F1F0 1F1EA},1263,🇰🇪,2015,Flags,country-flag,flag: Kenya,2021
\x{2638 FE0F},1264,☸️,2014,Symbols,religion,wheel of dharma,2021
\x{1F1EF 1F1F4},1265,🇯🇴,2015,Flags,country-flag,flag: Jordan,2021
\x{1F469 200D 1F4BC},1266,👩‍💼,2016,People & Body,person-role,woman office worker,2021
\x{1F469 200D 1F680},1267,👩‍🚀,2016,People & Body,person-role,woman astronaut,2021
\x{1F533},1268,🔳,2010,Symbols,geometric,white square button,2021
\x{1F55E},1269,🕞,2014,Travel & Places,time,three-thirty,2021
\x{1F1F9 1F1F3},1270,🇹🇳,2015,Flags,country-flag,flag: Tunisia,2021
\x{1F1E6 1F1EB},1271,🇦🇫,2015,Flags,country-flag,flag: Afghanistan,2021
\x{1F502},1272,🔂,2015,Symbols,av-symbol,repeat single button,2021
\x{1F469 200D 1F692},1273,👩‍🚒,2016,People & Body,person-role,woman firefighter,2021
\x{1F6A0},1274,🚠,2015,Travel & Places,transport-air,mountain cableway,2021
\x{23FA FE0F},1275,⏺️,2014,Symbols,av-symbol,record button,2021
\x{1F3E3},1276,🏣,2010,Travel & Places,place-building,Japanese post office,2021
\x{1F45D},1277,👝,2010,Objects,clothing,clutch bag,2021
\x{1F1E7 1F1E9},1278,🇧🇩,2015,Flags,country-flag,flag: Bangladesh,2021
\x{1F1F3 1F1FF},1279,🇳🇿,2015,Flags,country-flag,flag: New Zealand,2021
\x{1F468 200D 1F680},1280,👨‍🚀,2016,People & Body,person-role,man astronaut,2021
\x{1F468 200D 2708 FE0F},1281,👨‍✈️,2016,People & Body,person-role,man pilot,2021
\x{21A9 FE0F},1282,↩️,2010,Symbols,arrow,right arrow curving left,2021
\x{1F68A},1283,🚊,2015,Travel & Places,transport-ground,tram,2021
\x{1F3ED},1284,🏭,2010,Travel & Places,place-building,factory,2021
\x{1F1F3 1F1F5},1285,🇳🇵,2015,Flags,country-flag,flag: Nepal,2021
\x{1F6CE FE0F},1286,🛎️,2014,Travel & Places,hotel,bellhop bell,2021
\x{26CE},1287,⛎,2010,Symbols,zodiac,Ophiuchus,2021
\x{1F1ED 1F1F0},1288,🇭🇰,2015,Flags,country-flag,flag: Hong Kong SAR China,2021
\x{1F1F9 1F1F9},1289,🇹🇹,2015,Flags,country-flag,flag: Trinidad & Tobago,2021
\x{1F3D7 FE0F},1290,🏗️,2014,Travel & Places,place-building,building construction,2021
\x{1F1EE 1F1F7},1291,🇮🇷,2015,Flags,country-flag,flag: Iran,2021
\x{1F688},1292,🚈,2015,Travel & Places,transport-ground,light rail,2021
\x{1F500},1293,🔀,2015,Symbols,av-symbol,shuffle tracks button,2021
\x{2697 FE0F},1294,⚗️,2015,Objects,science,alembic,2021
\x{1F6BE},1295,🚾,2010,Symbols,transport-sign,water closet,2021
\x{1F1E8 1F1FF},1296,🇨🇿,2015,Flags,country-flag,flag: Czechia,2021
\x{1F5EF FE0F},1297,🗯️,2014,Smileys & Emotion,emotion,right anger bubble,2021
\x{1F1F8 1F1FE},1298,🇸🇾,2015,Flags,country-flag,flag: Syria,2021
\x{1F469 200D 1F527},1299,👩‍🔧,2016,People & Body,person-role,woman mechanic,2021
\x{1F1FF 1F1FC},1300,🇿🇼,2015,Flags,country-flag,flag: Zimbabwe,2021
\x{1F69D},1301,🚝,2015,Travel & Places,transport-ground,monorail,2021
\x{1F1F3 1F1EA},1302,🇳🇪,2015,Flags,country-flag,flag: Niger,2021
\x{23F2 FE0F},1303,⏲️,2015,Travel & Places,time,timer clock,2021
\x{1F1ED 1F1F7},1304,🇭🇷,2015,Flags,country-flag,flag: Croatia,2021
\x{1F1FA 1F1EC},1305,🇺🇬,2015,Flags,country-flag,flag: Uganda,2021
\x{1F1F8 1F1E9},1306,🇸🇩,2015,Flags,country-flag,flag: Sudan,2021
\x{1F1F7 1F1F8},1307,🇷🇸,2015,Flags,country-flag,flag: Serbia,2021
\x{1F5B1 FE0F},1308,🖱️,2014,Objects,computer,computer mouse,2021
\x{1F1E6 1F1F4},1309,🇦🇴,2015,Flags,country-flag,flag: Angola,2021
\x{1F54D},1310,🕍,2015,Travel & Places,place-religious,synagogue,2021
\x{1F234},1311,🈴,2010,Symbols,alphanum,Japanese “passing grade” button,2021
\x{1F3DB FE0F},1312,🏛️,2014,Travel & Places,place-building,classical building,2021
\x{1F69F},1313,🚟,2015,Travel & Places,transport-air,suspension railway,2021
\x{23EE FE0F},1314,⏮️,2014,Symbols,av-symbol,last track button,2021
\x{1F570 FE0F},1315,🕰️,2014,Travel & Places,time,mantelpiece clock,2021
\x{1F22F},1316,🈯,2010,Symbols,alphanum,Japanese “reserved” button,2021
\x{1F6AF},1317,🚯,2015,Symbols,warning,no littering,2021
\x{1F468 200D 1F692},1318,👨‍🚒,2016,People & Body,person-role,man firefighter,2021
\x{1F468 200D 1F4BC},1319,👨‍💼,2016,People & Body,person-role,man office worker,2021
\x{1F468 200D 1F9B2},1320,👨‍🦲,2018,People & Body,person,man: bald,2021
\x{1F1F8 1F1F3},1321,🇸🇳,2015,Flags,country-flag,flag: Senegal,2021
\x{1F468 200D 1F9B1},1322,👨‍🦱,2018,People & Body,person,man: curly hair,2021
\x{1F468 200D 1F3A8},1323,👨‍🎨,2016,People & Body,person-role,man artist,2021
\x{1F524},1324,🔤,2010,Symbols,alphanum,input latin letters,2021
\x{1F6C2},1325,🛂,2015,Symbols,transport-sign,passport control,2021
\x{23F8 FE0F},1326,⏸️,2014,Symbols,av-symbol,pause button,2021
\x{1F1EA 1F1EA},1327,🇪🇪,2015,Flags,country-flag,flag: Estonia,2021
\x{1F1E7 1F1E6},1328,🇧🇦,2015,Flags,country-flag,flag: Bosnia & Herzegovina,2021
\x{1F4EA},1329,📪,2010,Objects,mail,closed mailbox with lowered flag,2021
\x{1F469 200D 2696 FE0F},1330,👩‍⚖️,2016,People & Body,person-role,woman judge,2021
\x{1F1EC 1F1F3},1331,🇬🇳,2015,Flags,country-flag,flag: Guinea,2021
\x{1F468 200D 1F52C},1332,👨‍🔬,2016,People & Body,person-role,man scientist,2021
\x{1F468 200D 1F469 200D 1F467 200D 1F467},1333,👨‍👩‍👧‍👧,2015,People & Body,family,"family: man, woman, girl, girl",2021
\x{1F6A1},1334,🚡,2015,Travel & Places,transport-air,aerial tramway,2021
\x{1F3E4},1335,🏤,2015,Travel & Places,place-building,post office,2021
\x{1F1FF 1F1F2},1336,🇿🇲,2015,Flags,country-flag,flag: Zambia,2021
\x{1F1E7 1F1EF},1337,🇧🇯,2015,Flags,country-flag,flag: Benin,2021
\x{1F1FB 1F1EE},1338,🇻🇮,2015,Flags,country-flag,flag: U.S. Virgin Islands,2021
\x{1F6E4 FE0F},1339,🛤️,2014,Travel & Places,transport-ground,railway track,2021
\x{1F69E},1340,🚞,2015,Travel & Places,transport-ground,mountain railway,2021
\x{1F468 200D 1F9B0},1341,👨‍🦰,2018,People & Body,person,man: red hair,2021
\x{1F1E6 1F1E9},1342,🇦🇩,2015,Flags,country-flag,flag: Andorra,2021
\x{1F1F7 1F1F4},1343,🇷🇴,2015,Flags,country-flag,flag: Romania,2021
\x{1F5D2 FE0F},1344,🗒️,2014,Objects,office,spiral notepad,2021
\x{1F23A},1345,🈺,2010,Symbols,alphanum,Japanese “open for business” button,2021
\x{1F468 200D 1F466},1346,👨‍👦,2016,People & Body,family,"family: man, boy",2021
\x{1F1FA 1F1F3},1347,🇺🇳,2016,Flags,country-flag,flag: United Nations,2021
\x{1F468 200D 1F469 200D 1F466 200D 1F466},1348,👨‍👩‍👦‍👦,2015,People & Body,family,"family: man, woman, boy, boy",2021
\x{1F1E7 1F1E7},1349,🇧🇧,2015,Flags,country-flag,flag: Barbados,2021
\x{1F469 200D 2708 FE0F},1350,👩‍✈️,2016,People & Body,person-role,woman pilot,2021
\x{1F1E7 1F1F3},1351,🇧🇳,2015,Flags,country-flag,flag: Brunei,2021
\x{1F4ED},1352,📭,2014,Objects,mail,open mailbox with lowered flag,2021
\x{1F469 200D 1F466},1353,👩‍👦,2016,People & Body,family,"family: woman, boy",2021
\x{1F1F8 1F1F4},1354,🇸🇴,2015,Flags,country-flag,flag: Somalia,2021
\x{1F1E7 1F1FC},1355,🇧🇼,2015,Flags,country-flag,flag: Botswana,2021
\x{1F5C4 FE0F},1356,🗄️,2014,Objects,office,file cabinet,2021
\x{1F441 FE0F 200D 1F5E8 FE0F},1357,👁️‍🗨️,2015,Smileys & Emotion,emotion,eye in speech bubble,2021
\x{1F1EA 1F1F9},1358,🇪🇹,2015,Flags,country-flag,flag: Ethiopia,2021
\x{1F1F9 1F1FF},1359,🇹🇿,2015,Flags,country-flag,flag: Tanzania,2021
\x{1F1F1 1F1FB},1360,🇱🇻,2015,Flags,country-flag,flag: Latvia,2021
\x{1F468 200D 1F527},1361,👨‍🔧,2016,People & Body,person-role,man mechanic,2021
\x{1F1EE 1F1F8},1362,🇮🇸,2015,Flags,country-flag,flag: Iceland,2021
\x{1F561},1363,🕡,2014,Travel & Places,time,six-thirty,2021
\x{1F468 200D 2696 FE0F},1364,👨‍⚖️,2016,People & Body,person-role,man judge,2021
\x{1F1F1 1F1FA},1365,🇱🇺,2015,Flags,country-flag,flag: Luxembourg,2021
\x{1F6C4},1366,🛄,2015,Symbols,transport-sign,baggage claim,2021
\x{2195 FE0F},1367,↕️,2010,Symbols,arrow,up-down arrow,2021
\x{1F1E6 1F1E8},1368,🇦🇨,2015,Flags,country-flag,flag: Ascension Island,2021
\x{1F1FC 1F1F8},1369,🇼🇸,2015,Flags,country-flag,flag: Samoa,2021
\x{1F566},1370,🕦,2014,Travel & Places,time,eleven-thirty,2021
\x{1F6B1},1371,🚱,2015,Symbols,warning,non-potable water,2021
\x{1F563},1372,🕣,2014,Travel & Places,time,eight-thirty,2021
\x{1F1F2 1F1F0},1373,🇲🇰,2015,Flags,country-flag,flag: North Macedonia,2021
\x{1F469 200D 1F3ED},1374,👩‍🏭,2016,People & Body,person-role,woman factory worker,2021
\x{1F1F0 1F1FF},1375,🇰🇿,2015,Flags,country-flag,flag: Kazakhstan,2021
\x{1F21A},1376,🈚,2010,Symbols,alphanum,Japanese “free of charge” button,2021
\x{1F232},1377,🈲,2010,Symbols,alphanum,Japanese “prohibited” button,2021
\x{1F520},1378,🔠,2010,Symbols,alphanum,input latin uppercase,2021
\x{1F6F7},1379,🛷,2017,Activities,sport,sled,2021
\x{1F1E7 1F1FE},1380,🇧🇾,2015,Flags,country-flag,flag: Belarus,2021
\x{1F1F1 1F1E6},1381,🇱🇦,2015,Flags,country-flag,flag: Laos,2021
\x{1F1F4 1F1F2},1382,🇴🇲,2015,Flags,country-flag,flag: Oman,2021
\x{1F1E6 1F1F6},1383,🇦🇶,2015,Flags,country-flag,flag: Antarctica,2021
\x{1F4C7},1384,📇,2010,Objects,office,card index,2021
\x{1F5B2 FE0F},1385,🖲️,2014,Objects,computer,trackball,2021
\x{1F1F9 1F1EC},1386,🇹🇬,2015,Flags,country-flag,flag: Togo,2021
\x{1F1EC 1F1FE},1387,🇬🇾,2015,Flags,country-flag,flag: Guyana,2021
\x{1F564},1388,🕤,2014,Travel & Places,time,nine-thirty,2021
\x{1F1F2 1F1F1},1389,🇲🇱,2015,Flags,country-flag,flag: Mali,2021
\x{1F1FB 1F1E8},1390,🇻🇨,2015,Flags,country-flag,flag: St. Vincent & Grenadines,2021
\x{1F1E6 1F1FD},1391,🇦🇽,2015,Flags,country-flag,flag: Åland Islands,2021
\x{1F567},1392,🕧,2014,Travel & Places,time,twelve-thirty,2021
\x{1F1FA 1F1FF},1393,🇺🇿,2015,Flags,country-flag,flag: Uzbekistan,2021
\x{1F5C3 FE0F},1394,🗃️,2014,Objects,office,card file box,2021
\x{1F238},1395,🈸,2010,Symbols,alphanum,Japanese “application” button,2021
\x{1F1EC 1F1F1},1396,🇬🇱,2015,Flags,country-flag,flag: Greenland,2021
\x{1F1E6 1F1EE},1397,🇦🇮,2015,Flags,country-flag,flag: Anguilla,2021
\x{1F469 200D 1F467 200D 1F466},1398,👩‍👧‍👦,2016,People & Body,family,"family: woman, girl, boy",2021
\x{1F233},1399,🈳,2010,Symbols,alphanum,Japanese “vacancy” button,2021
\x{1F5DC FE0F},1400,🗜️,2014,Objects,tool,clamp,2021
\x{1F562},1401,🕢,2014,Travel & Places,time,seven-thirty,2021
\x{1F560},1402,🕠,2014,Travel & Places,time,five-thirty,2021
\x{1F1E6 1F1F8},1403,🇦🇸,2015,Flags,country-flag,flag: American Samoa,2021
\x{1F1E6 1F1EC},1404,🇦🇬,2015,Flags,country-flag,flag: Antigua & Barbuda,2021
\x{1F1E7 1F1EB},1405,🇧🇫,2015,Flags,country-flag,flag: Burkina Faso,2021
\x{1F1FB 1F1E6},1406,🇻🇦,2015,Flags,country-flag,flag: Vatican City,2021
\x{1F1F1 1F1F0},1407,🇱🇰,2015,Flags,country-flag,flag: Sri Lanka,2021
\x{1F55F},1408,🕟,2014,Travel & Places,time,four-thirty,2021
\x{1F1E7 1F1FB},1409,🇧🇻,2015,Flags,country-flag,flag: Bouvet Island,2021
\x{1F1E6 1F1FC},1410,🇦🇼,2015,Flags,country-flag,flag: Aruba,2021
\x{1F1F2 1F1EB},1411,🇲🇫,2015,Flags,country-flag,flag: St. Martin,2021
\x{1F1E7 1F1F8},1412,🇧🇸,2015,Flags,country-flag,flag: Bahamas,2021
\x{1F1F1 1F1F9},1413,🇱🇹,2015,Flags,country-flag,flag: Lithuania,2021
\x{1F1E7 1F1EE},1414,🇧🇮,2015,Flags,country-flag,flag: Burundi,2021
\x{1F1ED 1F1F2},1415,🇭🇲,2015,Flags,country-flag,flag: Heard & McDonald Islands,2021
\x{1F1F0 1F1F5},1416,🇰🇵,2015,Flags,country-flag,flag: North Korea,2021
\x{1F1EA 1F1F7},1417,🇪🇷,2015,Flags,country-flag,flag: Eritrea,2021
\x{1F1F9 1F1F4},1418,🇹🇴,2015,Flags,country-flag,flag: Tonga,2021
\x{1F1F8 1F1F0},1419,🇸🇰,2015,Flags,country-flag,flag: Slovakia,2021
\x{1F1FB 1F1FA},1420,🇻🇺,2015,Flags,country-flag,flag: Vanuatu,2021
\x{1F1F0 1F1ED},1421,🇰🇭,2015,Flags,country-flag,flag: Cambodia,2021
\x{1F1F9 1F1F2},1422,🇹🇲,2015,Flags,country-flag,flag: Turkmenistan,2021
\x{23F9 FE0F},1423,⏹️,2014,Symbols,av-symbol,stop button,2021
\x{1F1F8 1F1F1},1424,🇸🇱,2015,Flags,country-flag,flag: Sierra Leone,2021
\x{1F1F9 1F1E9},1425,🇹🇩,2015,Flags,country-flag,flag: Chad,2021
\x{1F468 200D 1F467},1426,👨‍👧,2016,People & Body,family,"family: man, girl",2021
\x{1F1FB 1F1EC},1427,🇻🇬,2015,Flags,country-flag,flag: British Virgin Islands,2021
\x{1F1F9 1F1FB},1428,🇹🇻,2015,Flags,country-flag,flag: Tuvalu,2021
\x{1F1EE 1F1E8},1429,🇮🇨,2015,Flags,country-flag,flag: Canary Islands,2021
\x{1F1F9 1F1EF},1430,🇹🇯,2015,Flags,country-flag,flag: Tajikistan,2021
\x{1F469 200D 1F467 200D 1F467},1431,👩‍👧‍👧,2016,People & Body,family,"family: woman, girl, girl",2021
\x{1F468 200D 1F468 200D 1F467},1432,👨‍👨‍👧,2015,People & Body,family,"family: man, man, girl",2021
\x{1F1F0 1F1EC},1433,🇰🇬,2015,Flags,country-flag,flag: Kyrgyzstan,2021
\x{1F1E8 1F1EC},1434,🇨🇬,2015,Flags,country-flag,flag: Congo - Brazzaville,2021
\x{1F1EC 1F1E6},1435,🇬🇦,2015,Flags,country-flag,flag: Gabon,2021
\x{1F1F2 1F1F4},1436,🇲🇴,2015,Flags,country-flag,flag: Macao SAR China,2021
\x{1F1F2 1F1FA},1437,🇲🇺,2015,Flags,country-flag,flag: Mauritius,2021
\x{1F1FD 1F1F0},1438,🇽🇰,2015,Flags,country-flag,flag: Kosovo,2021
\x{1F1F8 1F1EE},1439,🇸🇮,2015,Flags,country-flag,flag: Slovenia,2021
\x{1F1F2 1F1F2},1440,🇲🇲,2015,Flags,country-flag,flag: Myanmar (Burma),2021
\x{1F1E8 1F1FE},1441,🇨🇾,2015,Flags,country-flag,flag: Cyprus,2021
\x{1F6C3},1442,🛃,2015,Symbols,transport-sign,customs,2021
\x{1F1E7 1F1F9},1443,🇧🇹,2015,Flags,country-flag,flag: Bhutan,2021
\x{1F1E7 1F1F2},1444,🇧🇲,2015,Flags,country-flag,flag: Bermuda,2021
\x{1F468 200D 1F466 200D 1F466},1445,👨‍👦‍👦,2016,People & Body,family,"family: man, boy, boy",2021
\x{1F1EA 1F1ED},1446,🇪🇭,2015,Flags,country-flag,flag: Western Sahara,2021
\x{1F237 FE0F},1447,🈷️,2010,Symbols,alphanum,Japanese “monthly amount” button,2021
\x{1F1F2 1F1EA},1448,🇲🇪,2015,Flags,country-flag,flag: Montenegro,2021
\x{1F1F8 1F1F8},1449,🇸🇸,2015,Flags,country-flag,flag: South Sudan,2021
\x{1F1F7 1F1FC},1450,🇷🇼,2015,Flags,country-flag,flag: Rwanda,2021
\x{1F1F2 1F1F7},1451,🇲🇷,2015,Flags,country-flag,flag: Mauritania,2021
\x{1F1F2 1F1F9},1452,🇲🇹,2015,Flags,country-flag,flag: Malta,2021
\x{1F1E8 1F1E8},1453,🇨🇨,2015,Flags,country-flag,flag: Cocos (Keeling) Islands,2021
\x{1F1F8 1F1F7},1454,🇸🇷,2015,Flags,country-flag,flag: Suriname,2021
\x{1F468 200D 1F468 200D 1F466 200D 1F466},1455,👨‍👨‍👦‍👦,2015,People & Body,family,"family: man, man, boy, boy",2021
\x{1F6C5},1456,🛅,2015,Symbols,transport-sign,left luggage,2021
\x{1F1F2 1F1F3},1457,🇲🇳,2015,Flags,country-flag,flag: Mongolia,2021
\x{1F468 200D 1F468 200D 1F466},1458,👨‍👨‍👦,2015,People & Body,family,"family: man, man, boy",2021
\x{1F1F2 1F1EC},1459,🇲🇬,2015,Flags,country-flag,flag: Madagascar,2021
\x{1F521},1460,🔡,2010,Symbols,alphanum,input latin lowercase,2021
\x{1F1F1 1F1F8},1461,🇱🇸,2015,Flags,country-flag,flag: Lesotho,2021
\x{1F469 200D 1F466 200D 1F466},1462,👩‍👦‍👦,2016,People & Body,family,"family: woman, boy, boy",2021
\x{1F1FE 1F1F9},1463,🇾🇹,2015,Flags,country-flag,flag: Mayotte,2021
\x{1F1F8 1F1EF},1464,🇸🇯,2015,Flags,country-flag,flag: Svalbard & Jan Mayen,2021
\x{1F1F9 1F1F1},1465,🇹🇱,2015,Flags,country-flag,flag: Timor-Leste,2021
\x{1F1F2 1F1E9},1466,🇲🇩,2015,Flags,country-flag,flag: Moldova,2021
\x{1F1E8 1F1FB},1467,🇨🇻,2015,Flags,country-flag,flag: Cape Verde,2021
\x{1F1F2 1F1FF},1468,🇲🇿,2015,Flags,country-flag,flag: Mozambique,2021
\x{1F5C2 FE0F},1469,🗂️,2014,Objects,office,card index dividers,2021
\x{1F1EE 1F1F4},1470,🇮🇴,2015,Flags,country-flag,flag: British Indian Ocean Territory,2021
\x{1F1F9 1F1E8},1471,🇹🇨,2015,Flags,country-flag,flag: Turks & Caicos Islands,2021
\x{1F1F3 1F1E6},1472,🇳🇦,2015,Flags,country-flag,flag: Namibia,2021
\x{1F1EC 1F1FC},1473,🇬🇼,2015,Flags,country-flag,flag: Guinea-Bissau,2021
\x{1F1F2 1F1FB},1474,🇲🇻,2015,Flags,country-flag,flag: Maldives,2021
\x{1F468 200D 1F3ED},1475,👨‍🏭,2016,People & Body,person-role,man factory worker,2021
\x{1F1EC 1F1FA},1476,🇬🇺,2015,Flags,country-flag,flag: Guam,2021
\x{1F1F9 1F1E6},1477,🇹🇦,2015,Flags,country-flag,flag: Tristan da Cunha,2021
\x{1F469 200D 1F469 200D 1F467 200D 1F467},1478,👩‍👩‍👧‍👧,2015,People & Body,family,"family: woman, woman, girl, girl",2021
\x{1F1E7 1F1F1},1479,🇧🇱,2015,Flags,country-flag,flag: St. Barthélemy,2021
\x{1F1F3 1F1EB},1480,🇳🇫,2015,Flags,country-flag,flag: Norfolk Island,2021
\x{1F202 FE0F},1481,🈂️,2010,Symbols,alphanum,Japanese “service charge” button,2021
\x{1F523},1482,🔣,2010,Symbols,alphanum,input symbols,2021
\x{1F1F7 1F1EA},1483,🇷🇪,2015,Flags,country-flag,flag: Réunion,2021
\x{1F1F0 1F1F2},1484,🇰🇲,2015,Flags,country-flag,flag: Comoros,2021
\x{1F469 200D 1F469 200D 1F466},1485,👩‍👩‍👦,2015,People & Body,family,"family: woman, woman, boy",2021
\x{1F1F1 1F1E8},1486,🇱🇨,2015,Flags,country-flag,flag: St. Lucia,2021
\x{1F1EC 1F1F2},1487,🇬🇲,2015,Flags,country-flag,flag: Gambia,2021
\x{1F1FC 1F1EB},1488,🇼🇫,2015,Flags,country-flag,flag: Wallis & Futuna,2021
\x{1F1E7 1F1F6},1489,🇧🇶,2015,Flags,country-flag,flag: Caribbean Netherlands,2021
\x{1F1EE 1F1F2},1490,🇮🇲,2015,Flags,country-flag,flag: Isle of Man,2021
\x{1F1E8 1F1F0},1491,🇨🇰,2015,Flags,country-flag,flag: Cook Islands,2021
\x{1F1E7 1F1FF},1492,🇧🇿,2015,Flags,country-flag,flag: Belize,2021
\x{1F468 200D 1F467 200D 1F466},1493,👨‍👧‍👦,2016,People & Body,family,"family: man, girl, boy",2021
\x{1F1F8 1F1FF},1494,🇸🇿,2015,Flags,country-flag,flag: Eswatini,2021
\x{1F1F8 1F1F9},1495,🇸🇹,2015,Flags,country-flag,flag: São Tomé & Príncipe,2021
\x{1F1E9 1F1EF},1496,🇩🇯,2015,Flags,country-flag,flag: Djibouti,2021
\x{1F469 200D 1F469 200D 1F467 200D 1F466},1497,👩‍👩‍👧‍👦,2015,People & Body,family,"family: woman, woman, girl, boy",2021
\x{1F468 200D 1F468 200D 1F467 200D 1F466},1498,👨‍👨‍👧‍👦,2015,People & Body,family,"family: man, man, girl, boy",2021
\x{1F1E9 1F1F2},1499,🇩🇲,2015,Flags,country-flag,flag: Dominica,2021
\x{1F469 200D 1F469 200D 1F467},1500,👩‍👩‍👧,2015,People & Body,family,"family: woman, woman, girl",2021
\x{1F1EC 1F1E9},1501,🇬🇩,2015,Flags,country-flag,flag: Grenada,2021
\x{1F1EB 1F1F2},1502,🇫🇲,2015,Flags,country-flag,flag: Micronesia,2021
\x{1F1E8 1F1EB},1503,🇨🇫,2015,Flags,country-flag,flag: Central African Republic,2021
\x{1F1F8 1F1F2},1504,🇸🇲,2015,Flags,country-flag,flag: San Marino,2021
\x{1F1EB 1F1EF},1505,🇫🇯,2015,Flags,country-flag,flag: Fiji,2021
\x{1F1F9 1F1F0},1506,🇹🇰,2015,Flags,country-flag,flag: Tokelau,2021
\x{1F1EC 1F1EC},1507,🇬🇬,2015,Flags,country-flag,flag: Guernsey,2021
\x{1F1F0 1F1F3},1508,🇰🇳,2015,Flags,country-flag,flag: St. Kitts & Nevis,2021
\x{1F1F8 1F1E8},1509,🇸🇨,2015,Flags,country-flag,flag: Seychelles,2021
\x{1F9B0},1510,🦰,2018,Component,hair-style,red hair,2021
\x{1F1F8 1F1E7},1511,🇸🇧,2015,Flags,country-flag,flag: Solomon Islands,2021
\x{23CF FE0F},1512,⏏️,2015,Symbols,av-symbol,eject button,2021
\x{1F1EB 1F1F0},1513,🇫🇰,2015,Flags,country-flag,flag: Falkland Islands,2021
\x{1F201},1514,🈁,2010,Symbols,alphanum,Japanese “here” button,2021
\x{1F1F0 1F1EE},1515,🇰🇮,2015,Flags,country-flag,flag: Kiribati,2021
\x{1F1F5 1F1EC},1516,🇵🇬,2015,Flags,country-flag,flag: Papua New Guinea,2021
\x{1F1F8 1F1FD},1517,🇸🇽,2015,Flags,country-flag,flag: Sint Maarten,2021
\x{1F1F9 1F1EB},1518,🇹🇫,2015,Flags,country-flag,flag: French Southern Territories,2021
\x{1F1EB 1F1F4},1519,🇫🇴,2015,Flags,country-flag,flag: Faroe Islands,2021
\x{1F468 200D 1F468 200D 1F467 200D 1F467},1520,👨‍👨‍👧‍👧,2015,People & Body,family,"family: man, man, girl, girl",2021
\x{1F1EC 1F1F6},1521,🇬🇶,2015,Flags,country-flag,flag: Equatorial Guinea,2021
\x{1F1EF 1F1EA},1522,🇯🇪,2015,Flags,country-flag,flag: Jersey,2021
\x{1F1EC 1F1EE},1523,🇬🇮,2015,Flags,country-flag,flag: Gibraltar,2021
\x{1F1EC 1F1F8},1524,🇬🇸,2015,Flags,country-flag,flag: South Georgia & South Sandwich Islands,2021
\x{1F469 200D 1F469 200D 1F466 200D 1F466},1525,👩‍👩‍👦‍👦,2015,People & Body,family,"family: woman, woman, boy, boy",2021
\x{1F1E8 1F1FC},1526,🇨🇼,2015,Flags,country-flag,flag: Curaçao,2021
