route,location,url,avg_stars,route_type,rating,pitches,length,y,x
Dancing with the Pope,The Dump aka Warpin and Dorphin (Routes) > The Dump > 2. Northern Mountains Region > North Carolina,https://www.mountainproject.com/route/108374157/dancing-with-the-pope,2.6,Sport,5.10b/c,1,NA,36.09709,-81.7719
Born Again,Cereal Buttress > Rumbling Bald > 1. Southern Mountains Region > North Carolina,https://www.mountainproject.com/route/106002384/born-again,2.7,Sport,5.10+,1,90,35.44953,-82.21258
Julia,Shortoff Mountain > Linville Gorge > 2. Northern Mountains Region > North Carolina,https://www.mountainproject.com/route/106040826/julia,3.6,Trad,5.10b,3,300,35.83139,-81.90257
Henar Lite,08. Amphitheater > Pilot Mountain > 3. Piedmont Region > North Carolina,https://www.mountainproject.com/route/108418980/henar-lite,2.6,Sport,5.10c,1,NA,36.34013,-80.48401
Flappin' In the Breeze,Flapping.../Nuclear arms area > Rumbling Bald > 1. Southern Mountains Region > North Carolina,https://www.mountainproject.com/route/106587153/flappin-in-the-breeze,3.5,"Trad, Sport",5.10a,3,300,35.449,-82.2143
Dewey Used To Love It,Trundlasaurus Wall > 07. Resurgence Walls > Main Climbing Areas > Crowders Mountain > 3. Piedmont Region > North Carolina,https://www.mountainproject.com/route/106246759/dewey-used-to-love-it,2.8,Sport,5.10a,1,50,35.23608,-81.27274
Lakeview,Lakeview Area > Rumbling Bald > 1. Southern Mountains Region > North Carolina,https://www.mountainproject.com/route/105945079/lakeview,3.4,"Trad, Sport",5.10,2,165,35.449,-82.2143
The Wall,01. Practice Wall > Main Climbing Areas > Crowders Mountain > 3. Piedmont Region > North Carolina,https://www.mountainproject.com/route/106658094/the-wall,3,"Trad, TR",5.10a,1,60,35.23235,-81.27513
Papa Bear,06. Three Bears > Pilot Mountain > 3. Piedmont Region > North Carolina,https://www.mountainproject.com/route/106107230/papa-bear,2.5,TR,5.10b,1,40,36.34011,-80.48519
Dum Dee Dum Dum,Nose Area > Looking Glass Rock > 1. Southern Mountains Region > North Carolina,https://www.mountainproject.com/route/105939142/dum-dee-dum-dum,3.2,Trad,5.10c PG13,4,230,35.30474,-82.79538
Jeep's Chimney,Lower Hawksbill > Hawksbill Mtn > Linville Gorge > 2. Northern Mountains Region > North Carolina,https://www.mountainproject.com/route/106251142/jeeps-chimney,3.5,Trad,5.10b,1,100,35.91349,-81.88801
Fine Line,Flakeview Area > Rumbling Bald > 1. Southern Mountains Region > North Carolina,https://www.mountainproject.com/route/106777936/fine-line,3.1,Trad,5.10c,1,120,35.45193,-82.21857
No Free Lunch,Middle Hawksbill > Hawksbill Mtn > Linville Gorge > 2. Northern Mountains Region > North Carolina,https://www.mountainproject.com/route/106390941/no-free-lunch,3.8,"Trad, Sport",5.10c/d,1,100,35.91263,-81.88769
Feelin' Good,West Cliff - Main > Melrose Mtn. Climbing Park > 1. Southern Mountains Region > North Carolina,https://www.mountainproject.com/route/118226696/feelin-good,3.4,"Sport, TR",5.10a,1,50,35.20194,-82.28068
White Trash,The Dump aka Warpin and Dorphin (Routes) > The Dump > 2. Northern Mountains Region > North Carolina,https://www.mountainproject.com/route/106097225/white-trash,2,Sport,5.10a,1,25,36.09709,-81.7719
Thin to Win,14. Parking Lot > Pilot Mountain > 3. Piedmont Region > North Carolina,https://www.mountainproject.com/route/106614643/thin-to-win,2.3,"Sport, TR",5.10b,1,80,36.33961,-80.48101
What's Up Doc?,Table Rock > Linville Gorge > 2. Northern Mountains Region > North Carolina,https://www.mountainproject.com/route/106135272/whats-up-doc,3.3,"Trad, Sport",5.10+ PG13,1,95,35.88831,-81.88519
Star Trekin',Main Wall > Hawksbill Mtn > Linville Gorge > 2. Northern Mountains Region > North Carolina,https://www.mountainproject.com/route/106820756/star-trekin,3.4,Trad,5.10b,2,200,35.91381,-81.88637
Stab in the Dark,The Amphitheater > Moore's Wall (Routes) > Hanging Rock State Park > 3. Piedmont Region > North Carolina,https://www.mountainproject.com/route/106361123/stab-in-the-dark,3.1,Trad,5.10+,1,80,36.39954,-80.28241
Burn Crack,01. Practice Wall > Main Climbing Areas > Crowders Mountain > 3. Piedmont Region > North Carolina,https://www.mountainproject.com/route/106369722/burn-crack,3.4,Trad,5.10+,1,40,35.23235,-81.27513
Bombay Groove aka Yankee Go Home,Stone Mountain South Face > Stone Mountain > 3. Piedmont Region > North Carolina,https://www.mountainproject.com/route/107666720/bombay-groove-aka-yankee-go-home,3.7,Trad,5.10a PG13,2,280,36.3916,-81.0473
Lichen Surprise,Middle Hawksbill > Hawksbill Mtn > Linville Gorge > 2. Northern Mountains Region > North Carolina,https://www.mountainproject.com/route/113629711/lichen-surprise,3.3,Sport,5.10a,1,90,35.91263,-81.88769
Hickory Nutcracker,Hickory Nutcracker Area > Rumbling Bald > 1. Southern Mountains Region > North Carolina,https://www.mountainproject.com/route/106100372/hickory-nutcracker,3.5,Trad,5.10+,1,70,35.45275,-82.21895
Rainy Day Women,Stone Mountain South Face > Stone Mountain > 3. Piedmont Region > North Carolina,https://www.mountainproject.com/route/107753621/rainy-day-women,3.3,Trad,5.10a R,4,400,36.3916,-81.0473
Winged Mongrel,Main Wall > Hawksbill Mtn > Linville Gorge > 2. Northern Mountains Region > North Carolina,https://www.mountainproject.com/route/106530577/winged-mongrel,3.1,Trad,5.10a,1,85,35.91381,-81.88637
Central Pillar of Laurel,Laurel Knob > 1. Southern Mountains Region > North Carolina,https://www.mountainproject.com/route/106398045/central-pillar-of-laurel,3.4,Trad,5.10,5,500,35.15026,-83.0564
Linville Crusher,Linville Link Ups > Linville Gorge > 2. Northern Mountains Region > North Carolina,https://www.mountainproject.com/route/112248480/linville-crusher,4,Trad,5.10-,19,NA,35.9046,-81.89506
Rawlhide,Rawlhide Wall > 07. Resurgence Walls > Main Climbing Areas > Crowders Mountain > 3. Piedmont Region > North Carolina,https://www.mountainproject.com/route/106246795/rawlhide,2.8,Sport,5.10a/b,1,40,35.23539,-81.27232
Doug Reed Solo,Cereal Buttress > Rumbling Bald > 1. Southern Mountains Region > North Carolina,https://www.mountainproject.com/route/106376195/doug-reed-solo,2.6,TR,5.10-,1,80,35.44953,-82.21258
Eurozone,03. Foreign Trade Zone > Pilot Mountain > 3. Piedmont Region > North Carolina,https://www.mountainproject.com/route/108700293/eurozone,2.6,Sport,5.10a,1,55,36.34066,-80.48581
Great taste of tang,'Tang area > West Walls > Cooks Wall > Hanging Rock State Park > 3. Piedmont Region > North Carolina,https://www.mountainproject.com/route/106908651/great-taste-of-tang,3.5,"Trad, Sport",5.10d,1,90,36.38073,-80.29491
Hemlock Arete,Middle Hawksbill > Hawksbill Mtn > Linville Gorge > 2. Northern Mountains Region > North Carolina,https://www.mountainproject.com/route/107790978/hemlock-arete,3.2,Sport,5.10d PG13,1,50,35.91263,-81.88769
Weight and Balance Check,Test Pilots Buttress > Rumbling Bald > 1. Southern Mountains Region > North Carolina,https://www.mountainproject.com/route/107026294/weight-and-balance-check,2.7,Trad,5.10d,2,150,35.45007,-82.21549
Fathom Direct,Laurel Knob > 1. Southern Mountains Region > North Carolina,https://www.mountainproject.com/route/106092471/fathom-direct,3.8,Trad,5.10+ R,8,1000,35.15026,-83.0564
Plane Above Your Head,Plane Above Your Head Wall > 07. Resurgence Walls > Main Climbing Areas > Crowders Mountain > 3. Piedmont Region > North Carolina,https://www.mountainproject.com/route/106246775/plane-above-your-head,2.4,Sport,5.10a,1,50,35.23549,-81.27272
Crimps and Slopers,Section 4 > Rocky Face Recreational Area > 3. Piedmont Region > North Carolina,https://www.mountainproject.com/route/108577066/crimps-and-slopers,2.6,Sport,5.10b/c,1,50,35.96367,-81.11972
Fleet Feet,Stone Mountain South Face > Stone Mountain > 3. Piedmont Region > North Carolina,https://www.mountainproject.com/route/107370580/fleet-feet,3.2,Trad,5.10b,2,150,36.3916,-81.0473
Storm in a Teacup,Stone Mountain South Face > Stone Mountain > 3. Piedmont Region > North Carolina,https://www.mountainproject.com/route/107954260/storm-in-a-teacup,3.3,Sport,5.10a PG13,3,300,36.3916,-81.0473
Sly Hooks (aka Sly Truths),Hanging Chain > Rumbling Bald > 1. Southern Mountains Region > North Carolina,https://www.mountainproject.com/route/107376404/sly-hooks-aka-sly-truths,3.3,Trad,5.10d,1,100,35.4555,-82.22473
Zombie Woof,The Amphitheater > Moore's Wall (Routes) > Hanging Rock State Park > 3. Piedmont Region > North Carolina,https://www.mountainproject.com/route/106820168/zombie-woof,3.4,Trad,5.10b,2,160,36.39954,-80.28241
